,question,category,answer,choices/0,choices/1,choices/2,choices/3
289,"In the movie Goodfellas, Robert DeNiro plays the role of Jimmy. What is Jimmys last name?",rated,Conway,Mahoney,Conway,Stabile,O Shea
290,"In the movie Goodfellas, Billy Batts played by actor Frank Vincent, tells Tommy DeVito to go get something, much to the dislike of Tommy. What does he tell him to get?",rated,His shinebox,His money out of his wallet,His gun,His courage up,His shinebox
291,"In the movie Goodfellas, what crime family do Henry, Tommy and Paulie work for?",rated,Lucchese,Mozzarella,Bonnano,Gambino,Lucchese
292,What year did The Rocky Horror Picture Show movie come out?,rated,1975,1975,1977,1976,1978
293,Where does Brad Majors propose marriage to Janet Weiss in The Rocky Horror Picture Show movie?,rated,"Outside the church in Denton, Ohio","Outside the church in Denton, Ohio",In the rain storm,During a party at Dr. Frank-N-Furters,At the Cleveland Browns game
294,"What are the missing lyrics in the Time Warp song performed in the movie The Rocky Horror Picture Show?
Lets do the Time Warp again
Lets do the Time Warp again
___ ____ __ _____ ___ ___ ____
And then a step to the right
With your hands on your hips
You bring your knees in tight
But its the pelvic thrust
That really drives you insane?",rated,Its just a jump to the left,Its a jump to the back,Its just a hop to the front,Its just a sashay around,Its just a jump to the left
295,Who portrayed Dr. Frank N. Furter in The Rocky Horror Picture Show movie?,rated,Tim Curry,Jonathan Adams,Susan Sarandon,Tim Curry,Barry Bostwick
296,Why would you need a newspaper when you go see The Rocky Horror Picture Show movie?,rated,To protect yourself from the rain,To protect yourself from the rain,To smack your neighbor with it,To throw it at the screen,To read
297,"During the song Damnit Janet, featured in The Rocky Horror Picture Show movie, which two characters are dressed up as the couple from Grant Woods painting American Gothic ?",rated,Riff Raff and Magenta,Dr Scott and Columbia,Riff Raff and Columbia,Dr. Frank-n-Futer and Magenta,Riff Raff and Magenta
298,"In the movie The Rocky Horror Picture Show, what would the audience yell every time Janet Weiss, portrayed by Susan Sarandon, appears on the screen?",rated,Slut,Princess,Fox,Hoar,Slut
299,"Barry Bostwick, who portrays Brad Majors in The Rocky Horror Picture Show movie, appeared as the Mayor of New York, Randall Winston on what popular TV Series?",rated,Spin City,NYPD Blues,Spin City,Mad About You,Family Ties
300,"Which groupie, played by Nell Campbell in The Rocky Horror Picture Show movie, is in love with Eddie?",rated,Columbia,Magenta,Janet,Columbia,Riff Raff
301,What is the name of Dr. Frank N. Furters creation in The Rocky Horror Picture Show movie?,rated,Rocky Horror,Rocky Horror,Meat Loaf,Frank-N-Furters monster,Frank
302,"Pedro, Napoleons best friend in the movie Napoleon Dynamite is from which country?",rated,Mexico,Columbia,Mexico,Brazil,Panama
303,"During the High School elections in the movie Napoleon Dynamite, Pedro runs for what position?",rated,Class President,Treasurer,Class President,Secretary,Vice President
305,What is the name of Kips girlfriend in the movie Napoleon Dynamite?,rated,LaFawnduh,Crystal,LaFawnduh,None of these,Mandie
308,What is the game that Napoleon plays throughout the movie Napoleon Dynamite?,rated,tetherball,basketball,tetherball,soccer,baseball
309,"An the end of the movie Napoleon Dynamite, the protagonist dances to what song?",rated,Canned Heat,Be My Lover,River of Dreams,Some Say Love,Canned Heat
310,This shy  Napoleon Dynamite character is portrayed by actress Tina Majorino.,rated,Deb,Tina,LaFawnduh,Trisha,Deb
312,"Which actor spoke the words, Thank you sir, may I have another in the 1978 movie National Lampoons Animal House?",rated,Kevin Bacon,John Belushi,Stephen Bishop,Kevin Bacon,Tim Matheson
313,What is the name of the college in the movie National Lampoons Animal House?,rated,Faber College,Dartmouth College,Wormer College,Faber College,Knight College
314,"What does Bluto, portrayed by John Belushi in National Lampoons Animal House, imitate in the cafeteria scene?",rated,A zit,A mad dog,A bull fighter,A slasher,A zit
315,"In the movie National Lampoons Animal House, Kent Dorfman is from what town?",rated,"Harrisburg, Pennsylvania","New York, New York","Detriot, Michigan","Harrisburg, Pennsylvania","Austin, Texas"
316,Why is a chainsaw needed in Dean Wormers Office in the film National Lampoons Animal House?,rated,A horse died and its the only way to remove it.,Delta House boarded up the entry way.,An overgrown plant blocked the entry way.,A horse died and its the only way to remove it.,Pledges dismantled an outhouse and reassembled there.
317,"Which actor in National Lampoons Animal House made the mistake of choosing a flat fee for his appearance in the movie, rather than taking a percentage of the films gross.",rated,Donald Sutherland,DeWayne Jessie,Tim Matheson,Donald Sutherland,John Belushi
318,"In National Lampoons Animal House, Flounder cant think of how hell explain the damage of his brothers car and the boys decide to report the car stolen and then change it into something else. What do they call the new creation?",rated,Deathmobile,Deathmobile,Flounders Float,The Dixie Delta,Deltas Revenge
319,Which character in National Lampoons Animal House slept with Dean Wormers wife?,rated,Otter,Pinto,D-Day,Flounder,Otter
320,"In the movie National Lampoons Animal House, the boys take a trip to Emily Dickinson College to pick up girls. Otter has an obituary of one of the schools co-eds. How did she die?",rated,In a kiln accident,Impaled by a bull,Toga party costume malfunction,In a kiln accident,Slipped on a banana peel
321,What year did the show Diffrent Strokes first hit the airwaves?,rated,1978,1982,1983,1978,1980
322,What was Arnolds catchphrase on the show Diffrent Strokes?,rated,Whachoo talkin bout?,Sit on it !,Whachoo talkin bout?,The devil made me do it !,Dyno-mite!
323,"The Drummond family, featured on Diffrent Strokes, lived on what street  n New York City?",rated,Park Avenue,West End Avenue,Park Avenue,Lexington Avenue,Madison Avenue
324,"After Arnold and Willis mom passed away, who took care of the housekeeping duties on the show Diffrent Strokes?",rated,Mrs. Garrett,Mrs. Mc Gillicuddy,Mr. Roper,Mrs. Dubouis,Mrs. Garrett
325,What was the name of Arnolds best friend on the hit television show Diffrent Strokes?,rated,Dudley,Darren,Dudley,Equan,Ty
327,Who played the role of Drummonds daughter Kimberly on the sitcom Diffrent Strokes?,rated,Dana Plato,Dana Dane,Danica Mckellar,Dana Plato,Dana Platinos
328,"On the show Diffrent Strokes, Mr. Philip Drummond fell in love with Maggie McKinney and they got married in 1984. What was the name of Maggies son from her previous marriage?",rated,Sam,Tad,Blaise,Nelson,Sam
329,What year did the TV series Diffrent Strokes leave the airwaves?,rated,1986,1986,1982,1994,1984
330,What year was the movie âCaddyshack released?,rated,1980,1982,1985,1983,1980
331,Which singer provided the theme song for the movie âCaddyshack?,rated,Kenny Loggins,Matt Houston,Kenny Loggins,Jim Messina,David Gates
332,What was the name of the country club in the hilarious 80s movie âCaddyshackâ?,rated,Bushwood Country Club,Bushwood Country Club,Dyker Heights Country Club,Jackson Heights Country Club,Beechwood Country Club
333,"In the movie âCaddyshackâ, Danny Noonan is a caddie trying to earn money to go to college. What actor played the role of Danny Noonan?",rated,Michael O Keefe,Bill Murray,Chevy Chase,Carl Spackler,Michael O Keefe
335,Who played WASP Judge Smails in the hilarious movie Caddyshackâ?,rated,Ted Knight,Willie Hoggerschnogger,Brian- Doyle Murray,Rodney Dangerfield,Ted Knight
336,What was the name of Judge Smails pretty niece in the hit movie âCaddyshackâ?,rated,Lacy,Cagney,Missy,Lacy,Rhonda
337,"In the movie âCaddyshack, if one of the caddies won the caddy championship, what did he get in return?",rated,A scholarship,Two weeks off with pay,A scholarship,"$1,000",A date with Judge Smails niece
338,What was the name of the groundskeeper in the movie Caddyshackâ?,rated,Carl Speckler,Bill Shoemaker,Amos Otis,Carl Speckler,Al Montgomery
339,"In the movie âCaddyshackâ, Al Czervik had an Asian business partner. What was his name?",rated,Mr. Wang,Mr. Chu,Mr. Wang,Mr. Fong,Mr. Li
340,Who was the director of the hit comedy Caddyshack?,rated,Harold Ramis,Cheech Marin,Tommy Chong,Johnnie Whitaker,Harold Ramis
341,What year did the blockbuster movie Meet the Parents hit the movie theatres?,rated,2000,1999,2000,2002,2003
342,What was Greg Fockers profession in the hit movie Meet the Parents?,rated,male nurse,sanitation worker,karate instructor,male nurse,computer analyst
343,Who portrayed Jack Byrnes in Meet The Parents?,rated,Robert DeNiro,Dustin Hoffman,Owen Wilson,Robert DeNiro,Ben Stiller
344,"In the hit movie Meet the Parents, what nickname does Jack have for his daughter Pam?",rated,Pamcakes,Honeysucklebooboobear,Maschoopa,Sweet little buttercup,Pamcakes
345,What is the name of Pams ex-boyfriend portrayed by hilarious actor Owen Wilson in the movie Meet the Parents?,rated,Kevin,Jack,Steven,Denny,Kevin
346,In the movie Meet the Parents Jack Byrnes trains his cat to use the toilet. What is the name of the cat?,rated,Mr. Jinx,JoJo,Coffee,Mr. Jinx,Oscar
347,Where do Pams parents live in the hit movie Meet the Parents?,rated,New York,New York,Chicago,San Francisco,Los Angeles
348,What is Gregs birth name in the film Meet the Parents?,rated,Gaylord,Skip,Gregory,Spencer,Gaylord
349,"In Meet the Parents, how does Greg give his future sister-in-law a black eye?",rated,playing volleyball in the swimming pool,playing basketball,throws a football at her,gets mad and head butts her,playing volleyball in the swimming pool
350,What actress plays the role of Dina Byrnes in the hit movie Meet the Parents?,rated,Blythe Danner,Erika Alexander,Barbara Streisand,Teri Polo,Blythe Danner
353,What year did the popular television show One Day at a Time first  hit the airwaves?,rated,1975,1975,1973,1977,1980
355,"In season 1 of the hit television show One Day at  a Time, Ann Romano had a serious boyfriend played by actor Richard Masur. What was his name on the show?",rated,David Kane,Alex Handris,Nick Buonoconti,John Mayer,David Kane
356,What was the first name of the superintendent Schneider on the hit television show One Day at a Time?,rated,Dwayne,Bill,Wayne,Dwayne,Lance
357,Where did Ann Romano and her two teenage daughters live on the television show One Day at a Time?,rated,Indianapolis,Philadelphia,New York City,Texas,Indianapolis
358,What actress played Annie Romanos mother on the popular sitcom One Day at A Time?,rated,Nanette Fabray,Shelley Winters,Marsha Mason,Nanette Fabray,Phyllis Diller
359,On the TV show One Day at a Time Barbara Cooper played by teen heartthrob Valerie Bertinelli marries Mark Royer. What was his profession?,rated,Dentist,Shoe Salesman,Dentist,Landscaper,Gym Teacher
360,Julie Cooper portrayed by actress Mackenzie Phillips on the famous show One Day at a Time married Max Horvath. What was his occupation on the show?,rated,Airline Flight Steward,Baseball Coach,Guidance Counselor,Warehouse Manager,Airline Flight Steward
361,What actor played Alex Handris on the TV series One Day at a Time?,rated,Glenn Scarpelli,Joe Papufnich,Glenn Scarpelli,Ron Rifkin,Howard Hesseman
362,What year did the popular television show One Day at a Time go off  the airwaves?,rated,1984,1981,1984,1986,1982
363,What year was George Carlin born?,rated,1937,1929,1938,1937,1936
364,Where was the hilarious stand up comedian George Carlin born?,rated,New York City,Philadelphia,Los Angeles,Chicago,New York City
365,George Carlin was in which branch of the military?,rated,Air Force,Army,Navy,Air Force,Marine Corps
366,What was the name of George Carlins wife whom he married in 1961?,rated,Brenda,Brenda,Pat,Joan,Ruth
367,Why was George Carlin arrested in Milwaukkee in 1972?,rated,violated obscenity laws while doing a performance,DWI,violated obscenity laws while doing a performance,got caught urinating in public,got caught with marijuana
370,In what movie did George Carlin play the part of Rufus in 1989?,rated,Bill  Teds Excellent Adventure,Waynes World,Bill  Teds Excellent Adventure,Dogma,Occupation: Foole
371,"In 2004, Carlin was voted #2 on the Comedy Centrals list of 100 greatest stand-ups of all time. Who was voted as # 1 on that list?",rated,Richard Pryor,Richard Pryor,David Brenner,Lenny Bruce,Jerry Seinfeld
372,On what year did George Carlin do his 13th HBO spacial entitled Life Is Worth Losing?,rated,2005,2005,1995,1990,1977
373,What was the name of the first comedy album that George Carlin released?,rated,Take Offs and Put Ons,Take Offs and Put Ons,FM  AM Class Clown,Toledo Window Box,Occupation: Foole
374,On what childrens show did George Carlin play the part of  Mr. Conductor?,rated,Shining Time Station,Boogie Wonderland,New Zoo Revue,Zoom,Shining Time Station
375,What is the name of the group of the four Australian entertainers on Playhouse Disney who sing and dance and ride in the big red car?,rated,The Wiggles,The Doodlbops,The Higgleytown Heroes,The Koala Brothers,The Wiggles
377,Which of the following is a Playhouse Disney show that features two Australian brothers who âalways try to help?,rated,The Koala Brothers,The Wiggles,The Koala Brothers,The Higglytown Heroes,Little Einsteins
379,What show on Playhouse Disney features nesting dolls come to life that always have a problem requiring the help of someone special?,rated,Higglytown Heroes,Higglytown Heroes,Little Einsteins,The Wiggles,Bear in The Big Blue House
381,"Which one of the following Playhouse Disney shows features four children named Leo, June, Annie and Quincy?",rated,Little Einsteins,JoJos Circus,Shannas Show,Higglytown Heroes,Little Einsteins
383,What was the name of the popular sitcom television show in which actor/writer/comedian Paul Reiser and co-star Helen Hunt are a newly married couple.,rated,Mad About You,Full House,Mad About You,Family Prayers,One Day at a Time
384,Actor/stand-up/comedian/author Jeff Foxworthy became most noted in the early 1990s for his jokes on which topic?,rated,You might be a redneck if ...,This is your sign!,You might be a redneck if ...,You might be smarter than a fifth grader...,Family bashing is...
385,"Who is the forth stand-up comedian besides Jeff Foxworthy, Larry the Cable Guy and Ron White in the popular Blue Collar Comedy Tour that was made into a movie?",rated,Bill Engvall,Robin Williams,Jim Carrey,Bill Engvall,Ellen DeGeneres
386,"What prop does the 1980s comedian, Gallagher use when smashing things such as watermelons?",rated,Sledge-O-Matic,hammer time,Pound o might,record boom,Sledge-O-Matic
389,"In 1950, Marilyn received a small part in this film noir, directed by John Huston and nominated for four Academy Awards.",rated,The Asphalt Jungle,Love Happy,Ladies of the Chorus,A Ticket to Tomahawk,The Asphalt Jungle
390,"Marilyn married this man in June 1942, just a few weeks after her 16th birthday. In the 2004 documentary, Marilyns Man he claimed that it was he who had invented the Marilyn Monroe persona.",rated,James Dougherty,Harry Cohn,James Dougherty,Johnny Hyde,Joe Dimaggio
392,"In 1953 Marilyn Monroe starred with what famous actress in the 20th Century Fox movie, Gentlemen Prefer Blondes?",rated,Jane Russell,Jane Russell,Bette Davis,Lana Turner,Anne Baxter
393,"In this 1953 film, directed by Jean Negulesco, Marylin starred together with Betty Grable and Lauren Bacall.",rated,How to Marry a Millionaire,River of No Return,The Seven Year Itch,All about Eve,How to Marry a Millionaire
394,"Marilyn Monroe married this famous baseball star in January 1954, after a two-year courtship.",rated,Joe DiMaggio,Frank Sinatra,Joe DiMaggio,Dean Martin,Tom Ewell
395,"Philip Strassberg of the New York Daily said the following words about this film, starring Marilyn Monroe: This is the film that every red-blooded American male has been waiting for. This film contains the famous skirt-blowing scene.",rated,The Seven Year Itch,The Misfits,Gentlemen Prefer Blondes,The Seven Year Itch,Somethings Got to Give
396,Which of these statements was made by Marilyn Monroe?,rated,All of these,"Im not interested in money, I just want to be wonderful.",All of these,"If I had observed all the rules, Id never have gotten anywhere.",Dogs never bite me. Just humans.
397,On what date was actress Marilyn Monroe found dead in her Brentwood home?,rated,"August 5, 1962","April 23, 1962","June 1, 1962","August 5, 1962","August 1, 1962"
398,"What year did the popular sitcom, The King of Queens first hit the airwaves?",rated,1998,2001,1998,1997,2002
399,"On the popular sitcom The King of Queens, Doug Heffernan works as a parcel deliveryman for what company?",rated,IPS,Packages Are Us,IPS,United Express,UPS
400,"What is the profession of Spence Olchin, one of Dougs best friends on the hit television show The King of Queens?",rated,Token Clerk in the Subway,Baseball player,Dentist,Token Clerk in the Subway,Dog Walker
401,"What is the name of Doug Heffernans father-in-law, who lives in the basement of the Heffernan house on the TV show The King of Queens?",rated,Arthur,Arthur,John,Herman,Marvin
403,"What actor plays Dougs coworker and best friend, Deacon Palmer on the hit television sitcom The King of Queens?",rated,Victor Williams,Tyrese Whittingham,Bobby Henderson,Victor Williams,Anson Williams
404,What city do Doug and Carrie Heffernan live in on the show  The King of Queens ?,rated,New York,San Francisco,Philadelphia,Los Angeles,New York
406,What sport did The King of Queens character Doug Heffernan play in high school?,rated,Football,Lacrosse,Baseball,Football,Bowling
407,"What is the name of Carrie Heffermans deceased mother, who has never been seen on the hit television show  The King Of Queens?",rated,Sophia,Antoniette,Lisa,Sophia,Lucia
408,How many hats did Bartholomew Cubbins take off in the childrens book by Dr. Seuss?,rated,500,1000,100,25,500
409,What was/were the final word(s) of The Lorax when he left in the self-titled childrens book?,rated,Unless,Unless,Whats left?,Success,Im the best
410,Everyone said Will you please go now to which Dr. Seuss character?,rated,Marvin K. Mooney,Marvin K. Mooney,the Lorax,Yertle the Turtle,Bartholomew Cubbins
411,What was the name of the little girl that the Grinch woke up when he was stealing the Christmas presents and decorations in How the Grinch Stole Christmas!?,rated,Cindy Lou Who,Winnie the Who,Cathy Ann Who,Cindy Lou Who,Betty Marie Who
412,"Besides Horton Hears a Who, what was Horton the Elephants other book?",rated,Horton Hatches the Egg,Horton and the Dust Speck,Horton Morton Went ACourtin,Horton Packs His Trunk,Horton Hatches the Egg
413,"At the start of the book The Sneeches, how were some Sneeches different from the others?",rated,"Some had belly stars, some didnt.","Some had belly stars, some didnt.","Some were blue, some were yellow.","Some could run quickly, others ran slowly.","Some lived in trees, some lived on the ground."
414,What was Dr. Seusss real name?,rated,Theodor Seuss Geisel,Theodor Seuss Geisel,Theodis Geyser,Teddy Seussical,Ted Seussy Hamilton
415,"In the Jim Carrey Grinch movie, what kind of hair was on the Grinch suit?",rated,yak,yak,synthetic,dog,bear
416,How did the Grinchs eyes change at the end of the Grinch cartoon?,rated,red to blue,brown to green,red to blue,red to green,brown to blue
417,Name Dr. Seusss first book which was written in 1937.,rated,And to Think That I Saw It on Mulberry Street,And to Think That I Saw It on Mulberry Street,If I Ran the Zoo,The Cat in the Hat,Green Eggs and Ham
418,Which of the following is NOT one of the messages the voice gives to Ray Kinsella in the movie Filed of Dreams?,rated,Do not sell this farm.,Ease his pain.,"If you build it, he will come.",Do not sell this farm.,Go the distance.
419,What is the name of Rays wife in the 1989 movie Field of Dreams?,rated,Annie,Dee,Annie,Beulah,Karin
420,What is the name of Rays father in the film Field of Dreams?,rated,John,Jack,Mack,John,Mark
422,Finish this line delivered by Ray Kinsella in the movie Field of Dreams: When primal forces of nature tell you to do something...,rated,the prudent thing is not to quibble over details.,the wise thing is to take it on faith.,the prudent thing is not to quibble over details.,you listen.,you dont ask why.
423,"In the movie Field of Dreams, while looking for Terence Manns residence, Ray is told that the first door that doesnt have a ____ in the window is his.",rated,chicken,flag,chicken,teddy bear,sign
424,What does Terence yell as he is kicking Ray out of his apartment in the film Field of Dreams?,rated,"Peace, love, dope","Sex, drugs, rocknroll","Tune in, turn on, drop out","Make love, not war","Peace, love, dope"
425,At which major league ballpark do Ray and Terence attend a game in Field of Dreams?,rated,Fenway Park,Tigers Stadium,Comiskey Park,Yankee Stadium,Fenway Park
426,What is the title of the Terence Mann book in Field of Dreams that caused young Ray to rebel against his father?,rated,The Boat Rocker,The Boat Rocker,Naked Lunch,Catch-22,On the Road
427,"In the film Field of Dreams, while taking a late night walk in Chisholm, Minnesota, Ray sees a cinema marquee displaying which movie title?",rated,The Godfather,Cabaret,The Exorcist,Shaft,The Godfather
428,"What is the first name of Moonlight Graham, a character in the movie Field of Dreams?",rated,Archie,Andy,Arnie,Archie,Alfie
429,What color hats did Dr. Grahams wife like to wear in the movie Field of Dreams?,rated,blue,blue,white,yellow,black
430,What prop did Dr. Graham always carry in Field of Dreams?,rated,umbrella,stethoscope,umbrella,cane,medical bag
432,What does Karin choke on in the film Field of Dreams after she falls from the bleachers?,rated,hot dog,Cracker Jack,peanut,hot dog,popcorn
433,"In Field of Dreams, what reason does Shoeless Joe give Ray for why he cant come into the corn?",rated,Youre not invited.,Youre not a ballplayer.,Youre not a writer.,Youre not dead.,Youre not invited.
434,What position did Rays father play in Field of Dreams?,rated,catcher,catcher,pitcher,outfielder,infielder
435,"Shoeless Joe, a character from Field of Dreams, says that the voice Ray heard belonged to which one of these?",rated,Ray,Ray,Terence Mann,Rays father,Shoeless Joe
436,How does Rays father answer the question Is there a Heaven? in the movie Field of Dreams?,rated,"Oh yeah, its the place where dreams come true.","Oh yeah, its the place where the sky is always blue.","Oh yeah, its the place where youre forever young.","Oh yeah, its the most special place in the world.","Oh yeah, its the place where dreams come true."
437,What is the last spoken line in the movie Field of Dreams?,rated,Id like that.,Maybe this is Heaven.,Id like that.,"People will come, Ray, people will most definitely come.","Hey Dad, wanna have a catch?"
438,"This literary character wanted to remain forever young and retain his extraordinarily good looks.  As a result of this wish, his portrait begins to age instead of him and becomes horrid and ugly, reflecting the characterâs increasing fall into depravity.",rated,Dorian Gray,Angel Clare,Basil Halward,Dorian Gray,Henry Wotton
439,"This teenage literary hero, living in 1950s New York, thinks that people around him are âphoniesâ. His dream is to be the person who keeps children from falling off a cliff.",rated,Holden Caulfield,Sal Paradise,Larry Durrell,Joe Lampton,Holden Caulfield
440,"This fictional character created by Jack Kerouac embodies the values of the âBeat Generationâ. He is liberated, hedonistic, intense and dazzlingly unpredictable. He constantly travels round the USA in search of joyful adventure.",rated,Dean Moriarty,Humbert Humbert,Holden Caulfield,Dean Moriarty,Alexander Portnoy
441,"This fictional hero teaches his two children, Scout and Jem, that itâs a sin to kill a mockingbird, since the only thing mocking birds do is sing their hearts for people to enjoy.",rated,Atticus Finch,William Jennings,Jeems Cunningham,Atticus Finch,Tom Robinson
442,"This literary character is the gamekeeper, who helps Constance Chatterley experience a sexual awakening.",rated,Oliver Mellors,Arthur Dimmesdale,Oliver Mellors,Philip Carey,Clifford Chatterley
443,"This fictional character is a World War II flier, stationed on the island of Pianosa, in the Mediterranean. He thinks that everyone wants to kill him. He wants to go home, but he cannot get out of combat duty, because there is a âcatchâ.",rated,John Yossarian,Ethan Hawley,Nick Caraway,John Yossarian,Milo Minderbinder
444,"The rivalry between these fictional twin-brothers, born in the Salinas Valley in the Trask family, resembles the relationship of the biblical characters, Cain and Abel.",rated,Caleb and Aron,Holden and Alley,Paul and Arthur,Thomas and Rudolf,Caleb and Aron
445,"This literary protagonist lives in a totalitarian state, where everybody is constantly watched by the dictator, Big Brother.",rated,Winston Smith,Winston Smith,Arthur Morel,Billie Bibbit,Philip Morel
446,"This fictional hero is strongly dominated by his demanding Jewish mother. He says the words, âI am marked like a road map from head to toe with my repressionsâ.",rated,Alexander Portnoy,Alexander Portnoy,Jay Gatsby,Humbert Humbert,Stephen Dedalus
447,"Although he is sane, this rebellious, fun-loving literary character is a patient in a mental ward. He confronts the domineering Nurse, Ratched.",rated,Randle McMurphy,Stephen Dedalus,Atticus Finch,Winston Smith,Randle McMurphy
448,This movie quote ranks # 92 on the AFI list of 100 memorable movie quotes. Name the movie.,rated,Caddyshack,Caddyshack 2,Stripes,Caddyshack,Happy Gilmore
449,"This quote, that comes in at #49 on the AFI list, is from what classic horror movie?",rated,Frankenstein,Dracula,Frankenstein,The Bride of Frankenstein,Phantom of the Opera
450,"This quote, ranked # 58 on AFIs list, is from what Oscar-winning movie?",rated,The Godfather 2,The Godfather 2,The Godfather,Goodfellas,The Godfather 3
451,Quote # 54 on the AFI list of 100 memorable movie quotes comes from what 1992 Penny Marshall movie?,rated,A League of Their Own,Bull Durham,Field of Dreams,A League of Their Own,BIG
452,What 1980 spoof movie features quote #79 on AFIs list?,rated,Airplane!,Airport,Naked Gun 2 1/2,Attack of the Killer Tomatoes,Airplane!
453,"This quote, ranked #9 on AFIs list, comes from what 1950 multi-Oscar winning movie, starring Bette Davis?",rated,All About Eve,Thank Your Lucky Stars,Phone Call From a Stranger,Payment on Demand,All About Eve
454,"This famous movie quote, ranked #67 on AFIs list of Top Film Quotes, is from what classic movie?",rated,Casablanca,The African Queen,The Big Sleep,The Maltese Falcon,Casablanca
455,"Although this quote only comes in at #61 on AFIs list, it is one of the most oft-quoted lines in movie history. Name the movie.",rated,Scarface,Scarface,Serpico,The Godfather II,Dog Day Afternoon
456,Name the Clint Eastwood flick that contains the #6 quote on AFIs list.,rated,Sudden Impact,Magnum Force,The Enforcer,The Dead Pool,Sudden Impact
457,What 1994 Robert Zemeckis film contains the #40 quote on AFIs list?,rated,Forrest Gump,Castaway,Radio Flyer,Forrest Gump,Contact
458,"This song, sung by a very famous blonde, comes in at #12 on the AFI list. What movie is it from?",rated,Gentlemen Prefer Blondes,How to Marry a Millionaire,Gentlemen Prefer Blondes,Some Like It Hot,The Seven Year Itch
459,Carly Simon was not shaken or stirred at all when she sang this hit that makes its appearance at 67 on the American Film Institute Top 100 Movie Songs list. Choose the movie it comes from.,rated,The Spy Who Loved Me,The Spy Who Loved Me,Moonraker,For Your Eyes Only,Goldfinger
460,In what 1934 film did Shirley Temple sing this song which won 69th position on the American Film Institute Top 100 Movie Songs list?,rated,Bright Eyes,Bright Eyes,Little Miss Marker,Baby Take a Bow,The Little Colonel
461,"This classic disco hit performed by the Bee Gees, #9 on the American Film Institute Top 100 Movie Songs list, is from what 1970s movie?",rated,Saturday Night Fever,Staying Alive,Grease,Saturday Night Fever,Thank God Its Friday
462,"What 1969 western does this song, #23 on AFIs Top 100 Movie Songs list, come from?",rated,Butch Cassidy  the Sundance Kid,Paint Your Wagon,True Grit,Butch Cassidy  the Sundance Kid,The Wild Bunch
463,This song appears on the American Film Institute Top 100 Movie Songs list at #56. From what 1958 Academy Award winning movie is it from?,rated,Gigi,Cat On A Hot Tin Roof,Vertigo,Gigi,Houseboat
464,The #22 song on AFIs Top 100 Movie Songs list is from a 1969 movie. Choose the one it belongs to.,rated,Midnight Cowboy,Easy Rider,Bob and Carol  Ted  Alice,Alices Resaurant,Midnight Cowboy
465,This song comes in at #3 on American Film Institute Top 100 Movie Songs list. What movie does Gene Kelly sing it in?,rated,Singin in the Rain,An American in Paris,Singin in the Rain,Its Always Fair Weather,Brigadoon
466,The #1 song on the American Film Institute Top 100 Movie Songs list is from which of these movies?,rated,The Wizard of Oz,Mary Poppins,Pinocchio,The Sound of Music,The Wizard of Oz
467,In what year was the convicted serial killer David Berkowitz born?,rated,1953,1955,1953,1954,1960
468,What type of car did the Son of Sam David Berkowitz drive?,rated,Ford Galaxie,Toyota Corolla,Volkswagen Bug,Ford Galaxie,Mercury Bobcat
469,What did David Son of Sam Berkowitz carry his gun in while he committed his crimes?,rated,a brown paper bag,a Ziploc bag,a holster,a knapsack,a brown paper bag
470,"Which of these is the mascot for Lucky Charms cereal, the frosted oat cereal with sweet surprises?",rated,Lucky,Lucky,Seamus,Tommy The Leprechaun,Magic Man
471,Which advertising mascot describes his Frosted Flakes cereal  by saying Theyre Grrreat?,rated,Tony The Tiger,Charlie The Cheetah,Pete Puma,Tony The Tiger,Tommy The Tiger
472,"Which cereal mascot said Trix has the fruit taste I like, theres orange and lemon in every bite.?",rated,Trix Rabbit,Bugs Bunny,Roger Rabbit,Timmy The Rabbit,Trix Rabbit
473,"Which of the following was the mascot for Sugar Crisp, a cereal that came out in 1963?",rated,Sugar Bear,Golden Bear,Sugar Bear,Teddy Bear,Huggy Bear
474,What was the name of the cereal mascot that wore a green jumpsuit and had a propeller on his head?,rated,Quisp,Johnny Bravo,Johnny Quest,Quisp,Martin the Martian
475,"Who was the mascot for Kelloggs Froot Loops that used to say Follow your nose, it always knows.?",rated,Toucan Sam,Pete the Pelligan,Harry the Hen,Toucan Sam,Big Beak Billy
476,What was the name of the cartoon mascot for Cocoa Puffs that used to exclaim Im cuckoo for Cocoa Puffs!?,rated,Sonny,Cher,Stevie,Sonny,Sammy
477,"In 2006, this legendary basketball player and his wife, Juanita, announced that they filed for
divorce after seventeen years of marriage.",rated,Michael Jordan,Karl Malone,Michael Jordan,Dennis Rodman,Bill Bradley
478,What is the name of Charlie Browns little sister in the Peanuts comic strip?,rated,Sally,Lucy,Marcie,Sally,Violet
479,What famous person from WWI does Snoopy pretend to battle from the top of his dog house in the comic strip Peanuts?,rated,Red Baron,Vladimir Lenin,Fritz Fischer,Woodrow Wilson,Red Baron
480,What is Lucy and Linuss last name in the cartoon strip Peanuts?,rated,van Pelt,van Pelt,Smith,Brown,McPatty
481,"In the Peanuts cartoon strip, who does Marcie call Sir?",rated,Peppermint Patty,Charlie Brown,Snoopy,Sally Brown,Peppermint Patty
482,What US space mission named the command module Charlie Brown and the lunar module Snoopy?,rated,Apollo 10,Apollo 13,Apollo 10,Apollo 7,Apollo 4
