,question,category,answer,choices/0,choices/1,choices/2,choices/3
637,In what year did Capt. John Alcock and Lt. A.W. Brown make the first nonstop transatlantic flight?,general,1919,1929,1939,1909,1919
638,"This soul singer recorded the song Dock of the Bay  in 1967,  three days prior to his death in a plane crash.",general,Otis Redding,Bob Dylan,Otis Redding,Paul Banks,Neil Sedaka
639,"Which Major League Baseball pitcher was nicknamed, The Spaceman?",general,Bill Lee,Dennis Rodman,Bill Romanowski,Mark Fidrytch,Bill Lee
640,"This psychiatrist, founder of Analytical Psychology, made the following observation:  The more critical reasoning dominates, the more impoverished life becomes.",general,Carl Jung,Juri Allik,Sigmund Freud,Alfred Adler,Carl Jung
641,He invented the vulcanized rubber double-tube tire in 1845 and the glass fountain pen in 1849. He also came up with the technique of firing explosive charges using electricity.,general,Robert William Thomson,Robert William Thomson,Edouard Michelin,B. F. Goodrich,Edouard Goodyear
642,Name the longest continuous stretch of railroad.,general,Trans-Siberian Railroad,Trans-Siberian Railroad,The Orient Express,The Canadian Pacific Railroad,The Alaska-Canadian Railroad
643,"Famous for his work, The Exploration of Cosmic Space by Means of Reaction Devices, he is considered the father of human space flight and the first man to conceive the space elevator -- a hypothetical structure designed to transport material from a planets surface into space.",general,Konstantin Tsiolkovsky,Pierre Louis De la Mer,Jules Verne,R.H. Goddard,Konstantin Tsiolkovsky
644,"He was ridiculed for preparing in 1863 the first periodic table of the elements arranged in order of relative atomic masses, and pointing out in 1865 the law of octaves, where every eighth element has similar properties.",general,John Newlands,John Dalton,Pyotr Mendel,Dmitri Mendeleev,John Newlands
645,It was a war fought because a  Prussian prince was put on the Spanish throne.,general,The Franco-Prussian War,The  War of  Prussian Succession,The War of  Spanish Succession,The Iberian Campaign,The Franco-Prussian War
646,"He was arrested and imprisoned in 1849 for engaging in revolutionary activity against the ruler, but became one of his countrys greatest writers.",general,Dostoevsky,Dostoevsky,Hugo,Engels,Cervantes
647,"Find the next number in this sequence: 8, 5, 4, 9, 1, 7, ...",general,6,0,3,6,2
648,"The first Europeans to see this beautiful Caribbean island were on the boat of  Alonzo Pinzon, who separated from Columbus to explore on his own, in 1492. It is the smallest of the Greater Antilles.  What island is it ?",general,Puerto Rico,Barbuda,Puerto Rico,Grand Cayman,Dominica
649,"It was one of the longest running off-Broadway plays. Its orchestra consisted of a harp and a piano. It was written by Tom Jones and Harvey Schmidt.  It originally starred Rita Gardner, Thomas Bruce and Kenneth Nelson.",general,The Fantasticks,Hair,When Tony Met Angela,Cats!,The Fantasticks
650,Which of these words means dealing with charity or aided by charity?,general,Eleemosynary,Eleemosynary,Nescient,Parvenu,Thaumaturgh
651,"U.S. President Hardings administration was rocked by this scandal, involving oil.",general,Teapot Dome,Teapot Dome,Livingston-Heathcote,Skull Island,Credit Mobilier
652,"Hammer v. Dagenhart  was an important Supreme Court case, which dealt what topic?",general,Child labor vis-a-vis interstate commerce,Segragation,The right to privacy,Abortion rights,Child labor vis-a-vis interstate commerce
653,The terms ahimsa and satyagraha  are generally associated with whom?,general,Mahatma Gandhi,Mahatma Gandhi,Angelina Jolie,Buddha,Indira Gandhi
654,"This friend of Vincent Van Gogh and once-successful stockbroker produced the famous work, The Yellow Christ.",general,Gauguin,Cezanne,Gauguin,Matisse,Pisarro
655,Which English coin represented one-twentieth of a pound?,general,Shilling,Crown,Shilling,Farthing,Pence
656,"The states of Arizona, Utah, New Mexico and Colorado form an exception to what important mathematical theorem?",general,Four Color Theorem,Continuum Theorem,Fermats Last  Theorem,Goldbachs Theorem,Four Color Theorem
657,Which of the following types of music are not generally associated with Jamaica?,general,Calypso,Mento,Reggae,Ska,Calypso
658,"The Golden State Warriors of the NBA once traded a player and a draft choice for center, Billy Joel Carroll.  Who were the two players they traded?",general,Robert Parrish and Kevin McHale,Dennis Johnson and  JoJo White,Robert Parrish and Kevin McHale,Rick Barry and Fred Hetzel,Cliff Hagan and Easy Ed MCCauley
659,Three of these people were competitors and / or critics of Newton.  Can you spot the odd one?,general,Issac Barrow,Gottfried Leibnitz,Christian Huygens,Issac Barrow,Robert  Hooke
660,"This woman, who was the second wife and queen consort of Henry VIII, is said to have become a headless ghost after her death.",general,Anne Boleyn,Mary Magdeline,Anne Boleyn,Mary Cox,Anne Cox
662,"King Richard III killed his two nephews, which were later reported to have been seen as ghosts. What were their names?",general,Edward V of England and Richard of Shrewsbury,Michael of Knottinghamm and Richard of Shrewsbury,Edward V of England and Richard of Shrewsbury,Edward the V of England and Michael of Knottinghamm,Edward of Shrewsbury and Richard the V of England
664,"Biggin Hill in London, that is said to be haunted by ghosts, was what kind of war location in the past?",general,World War II airbase,World War I airbase,Revolutionary War strategy base,World War II airbase,D-Day commandment center
666,"The Lamian Gardens of Rome are often claimed to be haunted by the ghost of the Roman Emperor Caligula, who died in what way?",general,Assassination,Natural causes,Assassination,Suicide,Poisoning
669,Extraterrestrial life may be closer than we think. Which of these natural satellites of Saturn is believed to have suitable conditions for existence of life?,general,Titan,Phoebe,Titan,Dione,Atlas
670,"In ufology, how many kinds of close encounters are there in J. Allen Hyneks classification system for observation and interaction with extraterrestrial intelligence within 150 meters (500 feet)?",general,6,5,4,6,3
671,"Due to Silicons similarity with Carbon, some scientists have proposed the possibility of Silicon-based life. Which popular TV production propagated the idea?",general,Star Trek,The Day the Earth Stood Still,The X files,Star Trek,Close Encounters of the Third Kind
672,"The Roswell UFO incident involves the discovery of debris of an alleged extraterrestrial space ship, which had crashed into a field near Roswell, New Mexico, USA. In which year did this happen?",general,1947,1956,1947,1973,1968
673,"Berkeley Universitys, Search For Extraterrestrial Intelligences project , SETI@Home, is an experiment open for everyone to join. What is SETI@Homes aim?",general,To use free processing time in volunteers computers to analyze radio data,To bring an alien to each volunteers home,To place radio telescopes at volunteers homes,To use free processing time in volunteers computers to analyze radio data,To train volunteers for space missions
674,"The catch phrase, The Truth Is Out There originated from which of these popular television series, dealing with mysteries and extraterrestrial life?",general,The X-Files,The First Wave,The Twilight Zone,The X-Files,The Outer Limits
675,"Crop circles, the cause of many contending believes, were adapted by a creative Swedish company for this rather rational purpose.",general,Advertisement,Crop fertilization,Advertisement,Conceptual modern art,Airplane navigation
676,"How did the alien invasion in Herbert Wells well-known science fiction novel, The War of the Worlds eventually come to a halt?",general,The aliens were unexpectedly killed by a terrestrial disease.,"All nations united and together, repelled the invasion.",The aliens were unexpectedly killed by a terrestrial disease.,The alien invaders took possession of Earth.,Aliens and humans reached an agreement to coexist on Earth.
677,"In ufology, what does the black triangle phenomenon refer to?",general,A type of triangular-shaped UFO,Strange triangular marks on Mars surface,A type of triangular-shaped UFO,Inexplicable black marks found on rock,A triangular area of frequent UFO or other unusual phenomena sightings
678,"The Dropa affair, one of the most intriguing UFO-related events in the history of ufology, is the supposed crash of an extraterrestrial spaceship about 12 thousand years ago near which of the following regions?",general,Tibet,Tasmania,Ecuador,Tibet,Mesopotamia
679,USA boycotted the 1980 Summer Olympics held in what city?,general,Moscow,Tehran,Moscow,Beijing,Prague
680,In December of 1979 the World Health Organization announced the eradication of what infectious disease?,general,Small Pox,Measles,Tuberculosis (TB),Malaria,Small Pox
681,What video game sparked a huge craze and inspired a TV series which aired on ABC from 1982 to 1984?,general,Pac-man,Pac-man,Pong,Defender,Space Invaders
682,Who made an assassination attempt on Ronald Reagan?,general,"John Hinckley, Jr.",James Brady,Lee Harvey Oswald,"John Hinckley, Jr.",Jack Ruby
683,"In 1983, riding on board the Challenger, she became the first American woman in space.",general,Sally Ride,Judith Resnik,Jerrie Cobb,Sally Ride,Sharon Christa McAuliffe
684,"In 1984, they became the first rap group to have an album certified gold.",general,Run-D.M.C.,Sugarhill Gang,Run-D.M.C.,Naughty By Nature,Soul II Soul
685,What company introduced its popular entertainment system in 1985?,general,Nintendo,Magnavox,Sega,Nintendo,Atari
686,"Kurt Waldheims Nazi past was revealed as he ran for president of this country, but he still won.",general,Austria,Germany,Austria,Canada,Sweden
687,"Nine years after invading Afghanistan, this country began withdrawing its troops in 1988.",general,USSR,USSR,Iran,Great Britain,Pakistan
688,What country in Southeast Asia changed its name to Myanmar?,general,Burma,Laos,Cambodia,Ethiopia,Burma
689,"In this part of the world tattooing has been a common practice since antiquity. Featuring elaborate geometrical figures, tattoos were a natural artistic design on the skin of their owner.",general,Polynesia,Indonesia,Polynesia,Malaysia,The Middle East
690,In this US state it is illegal to tattoo an unconscious person.,general,Texas,Nevada,Florida,California,Texas
691,These are the least painful parts of the body to put a tattoo on.,general,Fleshy parts of the arms and legs,The shoulders,The ankles,Fleshy parts of the arms and legs,The belly and the calf
692,This will fade a tattoo over time.,general,Sunlight,Washing substances,Water,The change of skin structure,Sunlight
693,"Although minimal, the risk of transmitting this disease through a tattoo needle exists. This disease can also be transmitted through the ink or dirty equipment and environment.",general,Hepatitis B,Tuberculosis,Hepatitis B,Cholera,Mumps
694,A Tattoo is a wound. It oozes for a couple of days after it has been made. This is not recommended for you to do after you get a tattoo.,general,Swim and sunbathe,Swim and sunbathe,Wash it soap,Eat hot food,Cover it with clothes
695,Fed up with your tattoo? There is a way to get rid of it. This is the most popular way of tattoo removal.,general,Laser treatment,Laser treatment,Dermabrasion,Surgery,Putting natural-colored ink over the tattoo
696,This is the reason why Maori women tattoo their faces.,general,To conceal age wrinkles,To conceal age wrinkles,To prevent the access of sunlight to their faces,To be more attractive to men,To indicate their social status
698,Which of the following native American groups of people speak a Southern Athabaskan language?,general,Apache,Arawaks,Alaskans,Arizonans,Apache
699,"What herb, also known as starflower, has five small, blue or pink, triangular-pointed petals?",general,Borage,Basil,Bay,Borage,Berberis
700,Who was the British Prime Minister on February 14th 1940?,general,Chamberlain,Chamberlain,Callaghan,Churchill,Canning
701,What long-running radio and television police drama was created by and starred Jack Webb?,general,Dragnet,Dragnet,Desperate Housewives,Deadwood,Dynasty
702,What is a young eel called?,general,Elver,Elver,Eeling,Eelet,Elvis
703,"What record label was established in 1978 and included New Order, The Durutti Column and Happy Mondays in its stable?",general,Factory Records,Fall records,Fire Records,Factory Records,Fiction records
704,Which daikaijÅ« (giant monster) most resembles a turtle?,general,Gamera,Gigan,Ghidora,Godzilla,Gamera
705,"Which English king was born in Pembroke Castle, Wales in 1457?",general,Henry VII,Henry IV,Henry I,Henry VIII,Henry VII
706,What is the name for fire sacrifice?,general,Immolation,Infiltration,Immolation,Impregnation,Innovation
707,"What term refers to the group of militia gunmen in the Darfur region of Sudan thought responsible for the serial massacre, rape and forced displacement in 1990 and 2001-2005?",general,Janjaweed,Jihad,Janjaweed,Jilbab,Jintrap
708,"Which of the listed words links a World War II destroyer, the band Teenage Fanclub and a murderous clown called Pennywise?",general,King,Kendo,Kettle,King,Kiki
709,"What was the first name of Mr Burton, who played Geordi La Forge in Star Trek: The Next Generation?",general,LeVar,Labatt,Limahl,LeVar,Lamar
710,Which one of the listed African countries does not border a sea or an ocean?,general,Malawi,Malawi,Madagascar,Mozambique,Mauritania
711,Which genus of plants does catnip (catmint) belong to?,general,Nepeta,Nigella,Nepenthes,Nyssa,Nepeta
712,Which Odd film was set in Northern Ireland?,general,Odd Man Out,Odd Jobs,Odd Couple,Odds Against Tomorrow,Odd Man Out
713,"What is the following an example of: Madam, Im Adam?",general,Palindrome,Perambulation,Palindrome,Personalisation,Personification
714,What word means a baked dish made mainly of eggs and milk?,general,Quiche,Quivive,Quoin,Quiche,Quiddich
715,"Complete this famous quotation, attributed to, and denied by, Winston Churchill.
Dont talk to me about naval tradition. Its nothing but ____, sodomy, and the lash.",general,Rum,Ropes,Rashes,Rotten biscuits,Rum
716,Which engineer founded the Institution of Mechanical Engineers in 1847?,general,George Stephenson,Robert Stephenson,Igor Sikorski,George Stephenson,Joseph Strauss
717,Which of these fish is least likely to be found in seawater?,general,Tench,Tench,Tuna,Tarpon,Trumpetfish
718,Which of the following countries has the highest population?,general,Ukraine,Uruguay,Uganda,Ukraine,Uzbekistan
719,Which of these vampire films was directed by horror supremo Wes Craven?,general,Vampire in Brooklyn,Vampyros Lesbos,Vampire in Brooklyn,Vampires Kiss,Vampires vs. Zombies
720,Which of these modern composers was born in South Africa?,general,Niel van der Watt,John Williams,Niel van der Watt,Andrew Lloyd Webber,Alex Wurman
721,Which of the following musical artists produces noise music?,general,Xome,Xome,Xmal Deutschland,X,XTC
722,Which youthful musician(s) is/are associated with the 1980s albums Killing Joke and Whats THIS for...!?,general,Martin Youth Glover,Paul Young,Martin Youth Glover,Musical Youth,Neil Young
723,What term refers to the study of fermentation?,general,Zymurgy,Zonary,Zigadenus,Zymurgy,Zoolatry
724,What is entomophobia a fear of?,general,Insects,Dust,Cows,Insects,Birds
725,What do you call a large group of islands?,general,Archipelago,Hawaii,Islet,Archipelago,Chanel
726,Who directed the 1991 film The Silence of the Lambs?,general,Jonathan Demme,Roman Polanski,Joel Coen,Steven Spielberg,Jonathan Demme
728,How many engines does a B-52 Bomber have?,general,8,2,8,4,6
729,"The 7 Virtues are:  Temperance, Charity, Diligence, Patience, Kindness, Humility, Chastity.  What are their opposites which are considered the 7 Deadly Sins?",general,"Lust, Gluttony, Greed, Sloth, Wrath, Envy, Pride","Greed, Anger, Envy, Jealousy, Conciet, Lust, Gluttony","Greed, Anger, Envy, Jealousy, Dominance, Lust, Gluttony","Lust, Gluttony, Greed, Sloth, Wrath, Envy, Pride","Carelessness, Anger, Envy, Jealousy, Conciet, Lust, Gluttony"
731,"This mini-series, starring Native American actors Gordon Tootoosis and Gerald Auger, was produced by Steven Spielberg and got a Golden Globe nomination in 2006.",general,Into the West,Into the West,Dances With Wolves,Powwow Highway,Dreamkeeper
733,What actress played the role of a transgender man in the movie Boys Dont Cry?,general,Hilary Swank,Helen Hunt,Hilary Swank,Hally Berry,Heather Graham
734,Who is the inventor of Tupperware?,general,Earl Tupper,Earl Tupper,John Smith,David Silas,Janis Tupperware
735,What happens to a goldfish when it is kept in the dark?,general,It turns a paler color.,It turns white.,It goes blind.,It dies.,It turns a paler color.
736,What is the largest country by area in Africa?,general,Sudan,Sudan,South Africa,Algeria,Egypt
737,Which of the following materials is the densest?,general,Iridium,Gold,Aluminum,Platinum,Iridium
739,"Sugar, a naturally occurring nutrient that makes food taste sweet, is classified in chemistry as what?",general,Carbohydrate,Nucleic acid,Protein,Lipid,Carbohydrate
740,"Making sugar by evaporating cane juice was developed in about 500 BC, in what country?",general,India,China,India,Egypt,Greece
741,"Nowadays, sugar is used in science and manufacturing as what?",general,All of these,Preservative,Bulking agent,All of these,Sweetener
743,"Scientists have proved that one of the health dangers, which ingesting sugar on a habitual basis involves, is the suppression of the activity of which system of the human body?",general,Immune system,Sensory system,Immune system,Reproductive system,Cardiovascular system
744,"Lactose is a type of sugar consisting of two subunits (galactose and glucose), found primarily in what food?",general,Milk,Milk,Fruits,Vegetables,Honey
746,Sugar is important for the proper function of which of these bodily systems?,general,Nervous system,Cardiovascular system,Endocrine system,Nervous system,Digestive system
747,"Apart from its culinary properties, sugar has many uses in science and manufacturing. It is used for all of the following, except one.",general,To increase ice creams freezing point,"To tan leather, printer inks and dyes.",To harden asphalt.,To increase ice creams freezing point,To help grow penicillin.
748,In 2004 the United States elected their _____ President.,general,43rd,42nd,30th,43rd,40th
750,How many US states were there in 1800?,general,16,22,3,30,16
751,What is a tort?,general,A law,A kind of pie,A type of computer,A law,A type of car
752,What city did the Indianapolis Colts move from in 1984?,general,Baltimore,Boston,New England,Baltimore,Los Angeles
753,"Antigua and Barbuda, Belize, and Zimbabwe are three countries which share just one of these four items.",general,Independence gained from the UK,"Population less than 30,000 people",Independence gained from the UK,Currency,Border
754,Three of the following animals are herbivorous. Which is the odd one?,general,Opossum,Guinea pig,Beaver,Capybara,Opossum
755,"The acetic acid, the acetylene and the ethene have an equal number of this atom in their molecules.",general,C,C,H,Fe,O
756,"Martin Lewis Perl, Riccardo Giacconi, and Georges Charpak all received the Nobel Prize in ....?",general,Physics,Physics,Literature,Chemistry,Medicine
757,All of these French writers were born before 1900 except one.,general,Simone de Beauvoir,Alexandre Dumas,Simone de Beauvoir,Marcel Proust,Gustave Flaubert
758,"Michael Ballack, Franz Beckenbauer, Oliver Kahn, and JÃ¼rgen Klinsmann all played for this team.",general,Bayern Munich,Wolfsburg,Bayern Munich,Schalke 04,Bayer Leverkusen
759,Three of these Al Pacino movies were released in the 1970s. Which one was not?,general,Scarface,The Godfather: Part II,The Godfather,Scarface,Serpico
760,All of these gadgets belong to James Bond except one.  Can you spot it?,general,Batarang,Batarang,Cigarette lighter (a disguised timed explosive),Polarizing Sunglasses,Phone Booth Trap
761,"Complete the title of an 80s song by Duran Duran:
New Moon on...",general,... Monday,... Thursday,... Monday,... Friday,... See ya soon!
762,Finish the title of a 1988 movie starring Richard Dreyfuss:  Moon Over _____,general,Parador,Middlesburg,Paraguay,Miami,Parador
763,"Finish the title of a song from the Hit TV Series, The Drew Carey Show.
Moon Over ____",general,Parma,Pittsburgh,Shaker Heights,Parma,Miamisburg
764,"1973 Pink Floyd album,entitled Dark Side of _____.",general,... the Moon,... the Sun,... Darkness.,... the Moon,... Parapsychology
765,Finish the title of a 1903 clasic tune:  Shine on...,general,...Harvest Moon,...Chrome Fenders,...You Crazy Diamond,...Harvest Moon,...In  The Sunshine
767,Complete the title to this Credence Clearwater Revival tune: Bad Moon ____.,general,Rising,Falling,Rising,Setting,in Aquarius
768,This is the title of a 1979 James Bond film.,general,Moonraker,Moonspinners,Moonshadow,Moonraker,Moondogs
771,Which of the following composers wrote the Moonlight Sonata  for piano?,general,Ludwig von Beethoven,Ludwig von Beethoven,Claude DeBussey,Wolfgang Amadeus Mozart,Igor Stravinsky
772,What is the name of Frank Zappas daughter?,general,Moon Unit,Dweezil,Moon Beam,Elektra Moon,Moon Unit
773,This is the title of a 1996 Tom DiCillo film starring John Turturro.,general,Box of Moonlight,"Sun, Moon and Stars",Lunar Landings,Box of Moonbeams,Box of Moonlight
785,"In Europe and Latin America, a league is a measurement unit of what physical quantity?",general,Distance,Volume,Weight,Distance,Speed
786,"This notable army officer and renowned general of the Confederate forces during the American Civil War, was the first person to graduate from the oldest military academy in the United States, West Point, with no demerits.",general,Robert E. Lee,Robert E. Lee,George Patton,Omar Bradley,Dwight D. Eisenhower
787,"Because of his notable achievements as a poet, writer, and independence movement leader, Jose Marti is considered the greatest hero of which country?",general,Cuba,Spain,Mexico,Cuba,Argentina
788,"The name of this chemical compound, coined by German-Swiss chemist Christian Friedrich SchÃ¶nbein in 1840, comes from the Greek word for smell.",general,Ozone,Silicone,Ozone,Osmium,Aroclor
789,"The first automatic electric traffic light with 3 colors was installed in Detroit, Michigan in what year?",general,1920,1920,1885,1850,1942
790,The original name of which city is translated as The Great City of Angelsâ?,general,Bangkok,Vadodara,Los Angeles,Bangkok,BogotÃ¡
791,Three of these religious organisations are notorious for their suicides motivated by religious and spiritual beliefs. Mark the odd one.,general,THC Ministry,Order of the Solar Temple,Peoples Temple,THC Ministry,Heavens Gate
792,Leather can bring out the best in some females.  Which feline fatale said  Youre the second man who killed me this week but Ive got seven lives left.?,general,Catwoman,Catwoman,Storm,Daredevil,Miss Kitty
793,"Cute little Gertie from E. T.  was no where in evidence when this actress played a evil Lolita
who seduces her friends dad, kills the mother and tries to frame her  friend  for murder.  What actress is  Poison Ivy?",general,Drew Barrymore,Drew Barrymore,Brooke Shields,Sara Gilbert,Tatum ONeil
794,What color is a John Deere tractor?,general,Green,Red,Blue,Green,Black
796,Approximately how many pounds of food should a normal adult horse consume in a day?,general,15-25,40-50,15-25,5-10,30-35
797,When should corn (maize) be planted?,general,Spring,Spring,Winter,Fall,Summer
798,What was meant by spring chickens in the early 1900s?,general,young male chickens,young male chickens,old male chickens,young female chickens,old female chickens
799,How many compartments are in a cows stomach?,general,4,6,4,5,3
800,Which is the largest crop for the Americas?,general,Corn,Corn,Wheat,Soybeans,Milo
801,Which is the correct name for a horse of either sex under the age of one year?,general,Foal,Colt,Yearling,Mare,Foal
802,How many square yards are there in an acre of land?,general,"4,840","4,350","4,520","4,840","4,130"
804,What is Willem J. Kolff credited for inventing?,general,Artificial kidneys and artificial heart,Artificial kidneys and artificial heart,Computer,Heart-Lung machine,CAT scan
805,Red fescue is a type of what?,general,Grass,Snake,Tree,Grass,Kangaroo
806,Why are Charles Dickens books so wordy?,general,He got paid by the word,He knew he had a short life and wanted to get everything on paper,He got paid by the word,That was the style of the day,He didnt want anyone to say Please Sir! More gruel!
807,What is a bo diddley?,general,A home-made guitar,A sandwich common to poor people,A rock and roll band,A home-made microphone,A home-made guitar
808,Which woodwind instrument is not made of wood and has no reeds?,general,Flute,Flute,Clarinet,Oboe,Accordion
809,Wilhelm Kolff invented what device?,general,Dialysis machine,Dialysis machine,Football helmet,Linotype machine,PET scan
810,In which US state is the city of Truth or Consequences located?,general,New Mexico,Mexico,Utah,New Mexico,Texas
811,How many bones does a shark have?,general,0,0,103,206,100
812,On what island does King Kong live?,general,Skull  Island,The Island of no Return,The Forbidden Island,Skull  Island,Crater Island
813,"Who invented the armonica, a musical instrument made up of a series of tuned spinning  bowls?",general,Benjamin Franklin,Sir Edward Elgar,Benjamin Franklin,Dean Shostak,Thomas Edison
814,What is the oldest  symphony  orchestra  in the USA?,general,The New York Philharmonic,The Symphony Orchestra of New   Orleans,The New York Philharmonic,The Boston Philharmonic,The Philadelphia  Philharmonic
815,"Which of these events happened on April 7, 1927?",general,The first  long distance Television image was sent.,The first  long distance Television image was sent.,Adolph Hitler made his infamous first attempt to take over Germany.,The New York Stock Exchange fell 67 points (29% then),The first Easter Parade in was held in New York  City.
816,Who is Katie Hnida?,general,The first female to play NCAA Division 1 football,The first female to be a  professional boxer,The first female to play NCAA Division 1 football,The first  American female to ride on the Space Shuttle,The first female Prime Minister of Ecuador
817,What did  engineer James Wright  invent in 1943?,general,Silly Putty,The oral polio vaccine,Silly Putty,The first chemical to repel sharks,Acetate cartoon cells
818,"In 1957 Major John Glenn, Jr. set an air speed record for the trip from California to New York. How long did the trip take?",general,3 hours 23 minutes 8.4 seconds,3 hours 23 minutes 8.4 seconds,2 hours 19 minutes 4.8 seconds,1 hours 21 minutes 4.8 seconds,1 hour 56 minutes 8.4 seconds
819,Which mass murderer was the inspiration for the movie character Norman Bates in Psycho and  for Buffalo Bill in Silence of the Lambs?,general,Ed Gein,Ed Gein,Ted Bundy,Rickie Sperko,Jeffrey Dahmer
820,What was the name of Ghana before the country gained its independence?,general,The Gold Coast,The Belgian Congo,Ivory Coast,The Gold Coast,Limpopo
821,What is the last name of the man credited with inventing the modern bicycle?,general,Michaux,Bremen,Michaux,Wright,Turnbull
822,Where is General George Patton buried?,general,Luxembourg,"Normandy, France",Arlington National Cemetery,"Washington, D.C.",Luxembourg
823,"This author of popular novels, who was a lecturer at Wellesley College, spoke fluent  English, Russian and French and made chess problems in his spare time.",general,Nabokov,Brecht,Pasternak,Nabokov,Steinbeck
824,What did Earl Bakk and Clarence W. Lillehie invent in 1957?,general,Internal heart pacemaker,Liquid oxygen jet fuel,Internal heart pacemaker,High Definition Television,Artificial heart
825,Organic chemistry is the scientific study of the organic compounds that by definition contain which element?,general,Carbon,Nitrogen,Carbon,Hydrogen,Oxygen
826,Which of these statements regarding the words imply and infer is correct?,general,"The speaker implies, the listener infers",All these statements are true,Imply and infer mean exactly the same thing,"The speaker implies, the listener infers","The speaker infers, the listener implies"
827,These two states have Miami Universities.,general,Florida and Ohio,Florida and Georgia,Florida and Ohio,Florida and Alabama,Florida and North Carolina
828,Which U.S. President settled the North Western border dispute with Canada and England?,general,Polk,Hayes,Polk,Mckinley,Pierce
829,The Era of Good Feeling is generally applied to describe the national mood of the United States during which years?,general,1815 - 1825,1783 - 1805,1805 - 1820,1825 - 1845,1815 - 1825
830,"In music, what does andante refer to?",general,Moderately slow,Stop,Moderately slow,Lively,Very slowly
831,"Benny Goodman, a great clarinetist, was always compared to this great jazz clarinetist, composer, bandleader, and writer.",general,Artie Shaw,Cootie Williams,Art Farmer,Bunny Berrigan,Artie Shaw
832,"This Sudanese/American basketball player and activist, 77 (2.31 m) tall, managed to block 397 shots during the 1985-1986 season, thus setting a rookie record.",general,Manute Bol,Yao Ming,Swede Holbrook,Manute Bol,Wilt Chamberlain
833,Which U.S. President attempted to purchase Cuba from Spain?,general,Pierce,Johnson,Pierce,Tyler,Taylor
834,Great Britains first test tube baby was born in what year?,general,1978,1962,1980,1978,1975
836,Who invented the first working television system?,general,John Logie Baird,Thomas Edison,Alexander Graham Bell,John Logie Baird,Benjamin Franklin
838,Indian Ink comes from what country?,general,China,Japan,United States,India,China
839,What was the name of Margaret Mitchellâs only book written in 1936?,general,Gone With The Wind,Death on the Nile,Double Indemnity,Inherit The Wind,Gone With The Wind
841,What infectious disease can be transmitted by a mosquito bite?,general,malaria,trichnaria,styorrhea,myharia,malaria
842,This novel written by German author Herman Hesse was published in 1922.,general,Siddhartha,Nirvana,Siddhartha,Sartaka,Samsara
843,"This term of Indian origin refers to ones fate or destiny, as the result of ones actions.",general,karma,samsara,sarana,nirvana,karma
844,"A character, played by which of these actors/actresses survived in the movie The Poseidon Adventure?",general,Red Buttons,Red Buttons,Shelly Winters,Stella Stevens,Gene Hackman
845,The character played by which of these actors/actresses did not survive in the disaster movie The Towering Inferno?,general,Robert Wagner,Steve McQueen,Susan Blakely,Paul Newman,Robert Wagner
846,Which cast member of the TV drama Dallas starred in the film Earthquake?,general,Victoria Principal,Larry Hagman,Victoria Principal,Patrick Duffy,Mary Crosby
848,What was the special speaker system used during the 1974 theatrical release of the movie Earthquake?,general,Sensurround,Tremor speaker simulators,Seismaseats,Sensurround,Tremorsound
849,Which actor/actress who starred in the film The Poseidon Adventure appeared in the TV series The Hardy Boys/Nancy Drew Mysteries?,general,Pamela Sue Martin,Pamela Sue Martin,Pamela Sue Anderson,Roddy McDowell,David Cassidy
850,What was the cause of the fire in the movie The Towering Inferno?,general,Faulty electrical wiring,Short circuit in the elevator shaft,A loose lid on a can of kerosene stored in a closet,Faulty electrical wiring,Arson
852,What contributed to the quick tipping over of the luxury ocean liner in the movie The Poseidon Adventure?,general,There was not enough ballast,There was not enough ballast,Shelley Winters was too close to the starboard side of the boat,Not enough speed when the wall of water hit,Engines were at full power too long so they shut down
853,Which one of these actors/actresses did not star in the movie Earthquake?,general,Fred Astaire,Lorne Greene,Charlton Heston,Ava Gardner,Fred Astaire
854,Who played the last juror to vote not  guilty in the 1957 movie Twelve Angry Men?,general,Lee J. Cobb,Ed Begley,Lee J. Cobb,Martin Balsam,"Ed Begley,Jr."
855,Which of these famous people  was not an epileptic?,general,Otto von Bismarck,Otto von Bismarck,Vladimir Ilyich Lenin,Rudi Dutschke,F.M. Dostoevsky
856,Which was the first country to win two consecutive FIFA World Cups in 1958 and 1962?,general,Brazil,Italy,France,Argentina,Brazil
857,Jose Raul Capablanca of Cuba was the first person from the Western Hemisphere to do what?,general,Win the World Chess Championship,Be President of the U.N. General  Assembly,Win the World Chess Championship,Win an Olympic  baseball game,Win the Nobel Prize for Literature
858,Why was a performance by Bob Dylan interrupted in 1998?,general,A shirtless man with the words Soy Bomb written on his chest leapt on stage.,A shirtless man with the words Soy Bomb written on his chest leapt on stage.,His lyrics did not pass the decency level required by CBS Television.,Tom Petty had not made it into the stage in time to play the musical bridge in the song.,The show ran 15 minutes over and ABC Television had gone to the evening news.
859,You go into a diner and  you hear the  waitress yell out Cats Eyes. What has someone just ordered?,general,tapioca,a breakfast of steak and two eggs,strawberries and cream,tapioca,sunny side eggs
860,"The Peace Symbol, which became an icon of the 1960s anti-war movement, derives from what?",general,two semaphoric signals,a slightly twisted cross,None of these,two semaphoric signals,an image of a nuclear bomber
