,question,category,answer,choices/0,choices/1,choices/2,choices/3
519,"Gelato, which is made with milk, cream, sugar, fresh fruit and nut purees, originated in this country.",newest,Italy,Italy,Finland,Spain,The UK
520,"The Peach Melba was named in honor of Australian soprano Nellie Melba, who in 1892 was performing in Wagners opera Lohengrin at Covent Garden. The French chef at the Savoy Hotel, London created the new dessert, and to display it, he used an ice sculpture of what animal?",newest,swan,dolphin,swan,snake,horse
521,Which of the following frozen desserts does NOT contain dairy ingredients?,newest,sorbet,Melba,sorbet,gelato,frozen custard
522,"What French Enlightenment writer, historian and philosopher made the following remark about ice cream: Ice-cream is exquisite. What a pity it isnt illegal.?",newest,Voltaire,Guy de Maupassant,Albert Camus,Voltaire,Blaise Pascal
523,"The mixture of shaved ice and evaporated milk, known as Halo-halo, originated in this country.",newest,The Philippines,Thailand,Japan,The Philippines,China
524,What US First Lady served ice cream at her husbands second Inaugural Ball in 1813?,newest,Dolley Madison,Elizabeth Monroe,Abigail Adams,Dolley Madison,Louisa Catherine Adams
525,"What federation, based in Lausanne, Switzerland, governs competitive swimming?",newest,FINA,FINA,FITA,FIFA,FIBA
526,What stroke is almost universally used during a freestyle swimming race?,newest,front crawl,breaststroke,front crawl,butterfly,back crawl
527,In which of the two swimming strokes can the flip turn be used in competitions?,newest,free style and backstroke,backstroke and breast stroke,butterfly and breaststroke,butterfly and free style,free style and backstroke
528,How many meters can be swum underwater in swimming races from the start and from each turn?,newest,15,15,20,10,5
529,During which Olympics were swimming goggles first used?,newest,1976 Montreal,1976 Montreal,1984 Los Angeles,1980 Moscow,1906 Athens
530,"Australian Sydney Cavill is credited as the originator of this swimming stroke, which was first swum in competition in 1933 and is the newest of the four major strokes.",newest,butterfly,free style,breaststroke,backstroke,butterfly
531,In what order are the strokes in Individual Medley swum?,newest,"Butterfly, Backstroke, Breaststroke, Freestyle","Butterfly, Breaststroke, Freestyle, Backstroke","Freestyle, Backstroke, Butterfly, Breaststroke","Breaststroke, Backstroke, Butterfly, Free Style","Butterfly, Backstroke, Breaststroke, Freestyle"
532,"In a relay race, which swimmer is called an anchor?",newest,the one who swims last,the slowest,the second fastest,the one who swims first,the one who swims last
533,Who is the first swimmer in history to have won eight gold medals in a single Olympics?,newest,Michael Phelps,Ian Thorpe,Matt Biondi,Michael Phelps,Johnny Weissmuller
534,At the age of 14 she became the youngest-ever female Olympic champion in swimming. She is the first female swimmer to have ever won the same swimming event at 3 consecutive Summer Olympics.,newest,Krisztina Egerszegi,Kyoko Iwasaki,Krisztina Egerszegi,Franziska van Almsick,Jennifer Thompson
535,"What painter wrote the following lines to describe to his brother Theo how he composed a sky, The dark blue sky is spotted with clouds of an even darker blue than the fundamental blue of intense cobalt, and others of a lighter blue, like the bluish white of the Milky Way..?",newest,Vincent van Gogh,Henri Matisse,Mark Rothko,Vincent van Gogh,Auguste Renoir
536,In what sci-fi comedy series is the Hooloovoo described as a superintelligent shade of the color blue that participated in the construction of the starship Heart of Gold?,newest,The Hitchhikers Guide to the Galaxy,The Time Machine,The Island of Doctor Moreau,The Hitchhikers Guide to the Galaxy,The War of the Worlds
537,"Who composed The Blue Danube waltz, which has become a sort of unofficial Austrian national anthem?",newest,Johann Strauss II,Wolfgang Amadeus Mozart,Johann Strauss II,FrÃ©dÃ©ric Chopin,Johannes Brahms
538,The term blue blood was originally used to refer to the the pale skin and prominent blue veins of nobles from this country.,newest,Spain,Italy,Spain,England,France
539,What expression was used in the 18th century for women who cared about culture and intellectual life and disregarded fashion?,newest,Bluestocking,Blue ribbon,Blue lace,Blue collar,Bluestocking
540,Which of these popular types of cheese is not blue?,newest,Gouda,Roquefort,Gorgonzola,Gouda,Stilton
541,What countrys National Football Team wear blue in honour of the royal House of Savoy which unified the country?,newest,Italy,Spain,Italy,The Netherlands,England
542,What people of Africa are also known as the Blue People due to the indigo colour of their veils?,newest,The Tuareg,The Tuareg,The Amhara,The Hottentots,The Bushmen
543,What blue movie is not correctly matched with the starring actors?,newest,"Mickey Blue Eyes - Tom Cruise, Elizabeth Hurley","Mickey Blue Eyes - Tom Cruise, Elizabeth Hurley","Blue Thunder - Roy Sheider, Malcolm McDowell","My Blue Heaven - Steve Martin, Joan Cusack","Blue Velvet - Isabella Rossellini, Dennis Hopper"
544,Where is the color blue located on the optical spectrum?,newest,between violet and green,between violet and green,between gray and green,between yellow and green,between black and red
545,What disease is named after the main character of an epic poem by Italian physician and poet Girolamo Fracastoro?,newest,Syphilis,Rubella,Syphilis,Gonorrhea,Polio
546,The word maverick refers to a person who refuses to abide by the dictates of a group and was derived from the name of Samuel Maverick. Who was he?,newest,a rancher who refused to brand his cattle despite the common practice at the time,a land agent who refused to lower rents,a man who illegally sold whiskey,a rancher who refused to brand his cattle despite the common practice at the time,a man who refused to pay taxes
547,What technology term comes from the epithet of a king who united the tribes of Denmark into a single kingdom?,newest,Bluetooth,Bluetooth,Java,Mozilla,Linux
548,What clothing item was named after a British Army Major General who commanded the Light Brigade during the Crimean War?,newest,cardigan,vest,sweater,pullover,cardigan
549,What word supposedly originated from the name of a soldier who was ridiculed because of his excessive devotion to Napoleon?,newest,chauvinism,fervor,allegiance,patriotism,chauvinism
550,What plant was named after a French ambassador who was sent to Portugal to negotiate the marriage of six-year-old Princess Marguerite de Valois?,newest,the tobacco plant (Nicotiana),hazel,basil,the tobacco plant (Nicotiana),willow
551,"The term masochism is derived from the name of Leopold von Sacher-Masoch, an Austrian writer who penned this novel.",newest,Venus in Furs,The 120 Days of Sodom,Guilty Pleasures,Venus in Furs,Quills
552,What word originated from the name of a French finance minister whose name became eponymous with anything done or made cheaply?,newest,silhouette,silhouette,discount,profile,shade
553,The term lynching derives from the name of Virginia planter Charles Lynch who headed an irregular court during this war.,newest,American Revolutionary War,Vietnam War,American Civil War,MexicanâAmerican War,American Revolutionary War
554,What snack was named after a British Earl was so keen on gambling that he would refuse to leave the table even to have a meal?,newest,sandwich,hamburger,bagel,pancake,sandwich
555,"What is the occupation of the beautiful and mysterious Catherine Tramell, who is the prime suspect in the thriller Basic Instinct?",newest,crime novelist,crime novelist,gay rights activist,architect,journalist
556,"In the movie L.A Confidential, Kim Basinger portrays a prostitute who is this actress look-alike.",newest,Veronica Lake,Veronica Lake,Lana Turner,Ava Gardner,Rita Hayworth
557,"In what movie does Milla Jovovich play a supreme humanoid being, who lands in the flying taxicab of a former major in the Special Forces?",newest,The 5th Element,The Matrix,Gattaka,The 5th Element,Seven
558,In what movie does Lana Turners character entice drifter John Garfield into a web of deceit and murder?,newest,The Postman Always Rings Twice,Chinatown,The Postman Always Rings Twice,Double Indemnity,Fatal Attraction
559,"What actress plays a character who cuts her wrists in a suicide attempt, fakes a pregnancy, kidnaps a child and boils a pet bunny?",newest,Glen Close,Glen Close,Kathleen Turner,Rebecca De Mornay,Sharon Stone
560,"In the silent movie Flesh and the Devil, this actress stars as a countess whose devastating allure drives men to ruin.",newest,Greta Garbo,Kim Novak,Vivian Lee,Marlene Dietrich,Greta Garbo
561,The movie Original Sin stars Angelina Jolie as a cunning con-woman who tricks a wealthy businessman into marriage. In what country is the movie mostly set?,newest,Cuba,Mexico,England,Brazil,Cuba
562,What movie stars Gloria Swanson as faded film star Norma Desmond who lures an aspiring screenwriter into her world of delusions?,newest,Sunset Boulevard,Body Heat,Sunset Boulevard,The Woman in the Window,Vertigo
563,The story of the movie Black Widow involves two women - a femme fatale (Theresa Russel) who preys on wealthy middle-aged men and a detective who grows obsessed with bringing her to justice. Who plays Justice Department agent Alexandra Barnes?,newest,Debra Winger,Rebecca De Mornay,Geena Davis,Kathleen Turner,Debra Winger
564,What happened to Nikita before she got transformed from a degenerate drug addict to a femme fatale into Luc Bessons self-titled thriller?,newest,She was sentenced to life in prison.,She attempted suicide.,She married  a secret agent.,She was raped.,She was sentenced to life in prison.
565,"A man was in his home, looking at a photograph. He used the following words to describe one particular person in that photograph. Brothers and sisters I have none: But that mans father is my fathers son. Who was he talking about?",newest,Himself,His son,His father,His grandfather,Himself
566,The Diamond Jubilee of Queen Elizabeth II marked the 60th anniversary of her accession to the throne. Who is the only other monarch in the history of the United Kingdom to have celebrated a Diamond Jubilee?,newest,Queen Victoria,Queen Victoria,King Henry VIII,King George VI,Queen Elizabeth I
567,"In 1947, Elizabeth II married Prince Philip who was a member of this countrys royal family.",newest,Greece,Denmark,Austria,Greece,Russia
568,Who of the following was NOT Prime Minister of the UK under Elizabeth II?,newest,Clement Attlee,David Cameron,Clement Attlee,Margaret Thatcher,Winston Churchill
569,Queen Elizabeth II is known for her love of these dogs and is known to have at least four of them in her retinue.,newest,Welsh Corgi,Golden Retriever,Dachshund,Welsh Corgi,Wire Fox Terrier
570,All of which unmarked birds in England are owned by Queen Elizabeth II?,newest,mute swans,pigeons,ducks,ravens,mute swans
571,Why did Queen Elizabeth II refer to 1992 as her annus horribilis (horrible year)?,newest,It marked the breakdown of her childrens marriages.,Prince Harry was expelled from school.,It marked the breakdown of her childrens marriages.,Her mother and sister died in 1992.,Princes Diana died in a car crash in 1992.
572,"Upon her accession to the throne, Elizabeth II became Head of the Commonwealth and queen regnant of seven independent Commonwealth countries. Which of these countries does not recognize her as queen?",newest,India,Pakistan,Canada,Australia,India
573,"Upon the death of her father, Elizabeth II was staying at the Treetops Hotel, built into the tops of the trees of the Aberdares National Park. In what country was Elizabeth II when she went up a princess and came down a queen?",newest,Kenya,Jamaica,Australia,The Dominican Republic,Kenya
574,"What Academy Award-winning actress portrays Queen Elizabeth II in the British drama The Queen, which depicts a fictional account of the events following the death of Princess Diana?",newest,Helen Mirren,Anjelica Houston,Helena Bonham Carter,Helen Mirren,Meryl Streep
575,Queen Elizabeths official birthday has generally been celebrated on a selected day around the end of May to the start of June. In what month is her actual birthday?,newest,April,April,July,November,March
576,"In this ballet a young man, named Franz, becomes infatuated with a life-size dancing doll.",newest,Coppelia,The Nutcracker,Giselle,Swanhilda,Coppelia
577,What ballet tells the story of a peasant girl whose ghost protects her lover after her premature death?,newest,Giselle,The Nutcracker,Giselle,Swan Lake,La Sylphide
578,The Lilac Fairy and Carabosse represent the two main conflicting forces of good and evil in this famous ballet by Pyotr Tchaikovsky.,newest,The Sleeping Beauty,Swan Lake,The Sleeping Beauty,Romeo and Juliet,The Nutcracker
579,"What ballet features a battle between an army of Gingerbread man soldiers and the mice, led by the Mouse King?",newest,The Nutcracker,La Bayadere,The Nutcracker,Giselle,La Sylphide
580,The music to which of these ballets was not composed by Pyotr Ilyich Tchaikovsky?,newest,Don Quixote,Swan Lake,The Nutcracker,Don Quixote,Sleeping Beauty
581,What is the name the character in Swan Lake which is generally known as the Black Swan?,newest,Odile,Odile,Swanhilda,Odette,Ovidia
582,"Who composed the music to the classical ballet La Bayadere, which is in ancient India?",newest,Ludwig Minkus,Andrei Droznin,Pyotr Ilyich Tchaikovsky,Alexander Borodin,Ludwig Minkus
583,Which character is not correctly matched with the ballet?,newest,Swanhilda - Ciderella,Von Rothbart - Swan Lake,Albrecht - Giselle,Swanhilda - Ciderella,Sugar Plum Fair - The Nutcracker
584,How many dancers traditionally perform the Danse des petits cygnes (Dance of the Little Swans) in Swan Lake?,newest,4,6,4,3,5
585,"In the ballet La Sylphide, what is James doing in act one when a sylph (a forest fairy) gazes lovingly upon him?",newest,sleeping,crying,fighting,sleeping,dancing
586,What was the code word for the secret project to develop the atomic bomb?,newest,Manhattan Project,Mushroom,Big Boy,X Plan,Manhattan Project
587,Hitler inadvertently helped the US to develop the atomic bomb by doing which of the following?,newest,causing many Jewish physicists to leave Germany and eventually work on developing the bomb,boasting that Germany had developed an atomic weapon,causing many Jewish physicists to leave Germany and eventually work on developing the bomb,selling the Soviet Union large stocks of uranium,announcing that Germany had developed long range aircraft that could bomb any US city
588,What country began working on developing an atomic weapon before the United States and eventually joined with the US in its development?,newest,Great Britain,the Soviet Union,Canada,France,Great Britain
589,Name the American physicist who led the team of scientists and engineers who developed the atomic bomb.,newest,Robert Oppenheimer,Edwin Hubble,Enrico Fermi,Albert Einstein,Robert Oppenheimer
590,In what US state was much of the development of the atomic bomb and the first test of an atomic bomb carried out?,newest,New Mexico,Montana,Alaska,New Mexico,California
591,Who made the final decision to drop atomic bombs on Japan?,newest,President Truman,General Eisenhower,President Truman,President Roosevelt,General MacArthur
592,"After US forces captured this island, a major air base was built there because it was close enough to Japan. The plane that dropped the first atomic bomb on Japan flew from the base on this island.",newest,Tinian,Luzon (Philippines),Tinian,Guadalcanal,Midway
593,"The precise number of people killed at Hiroshima by the atomic bomb is not known due to destruction of records, etc.
What is the best estimate of the number killed immediately (not counting those who died later of radiation effects or other injuries)?",newest,"80,000","80,000","250,000","25,000","720,000"
594,What leader of a nation besides the US and Britain had some information about the development of the atomic bomb in the US?,newest,Stalin of the Soviet Union because of Soviet spies,None of these,Chiang Kai-shek of China because the US informed him about the project,De Gaulle of France because several French scientists worked on the project,Stalin of the Soviet Union because of Soviet spies
595,Why was Hiroshima  chosen as the target of the first atomic bomb dropped on Japan?,newest,"Hiroshima had suffered almost no damage from conventional bombing, so it could be possible to discern how much damage would the atomic bomb cause.",All of these,"Hiroshima had suffered almost no damage from conventional bombing, so it could be possible to discern how much damage would the atomic bomb cause.",It was the second largest industrial city of Japan.,The Japanese emperors summer home was in Hiroshima.
596,Who was Agatha Christies second husband?,newest,Max Mallowan,Max Mallowan,Michael Upton Jones,Thomas Lipton,Julius Hyde
597,What was the Agatha Christie novel that related Hercule Poirots final adventure?,newest,Curtain,The Final Solution,Evil Under The Sun,Curtain,Nemesis
598,"What is the first name of Miss Marple, one of Agatha Christies most famous creations?",newest,Jane,Ruth,Dorothy,Mary,Jane
599,Which of the following is not a recurring character in the Hercule Poirot stories?,newest,John Moffat,Arthur Hastings,Miss Lemon,Inspector Japp,John Moffat
601,Which of the following characters was not created by Agatha Christie?,newest,Mr J. G. Reeder,Mr J. G. Reeder,Parker Pyne,Tommy Beresford,Ariadne Oliver
602,"Which  Billy Wilder film, starring Marlene Dietrich and Charles Laughton, was adapted from an Agatha Christie play?",newest,Witness for the Prosecution,Cat among the Pigeons,Dumb Witness,Ten Little Indians,Witness for the Prosecution
603,Which of these films is not based on a book by Agatha Christie?,newest,Murder Ahoy,Ordeal by Innocence,Murder Ahoy,Endless Night,The Alphabet Murders
604,Ray Bradbury was free to start a career in writing when he was rejected admission into the military during World War II due to this condition.,newest,bad eyesight,anaemia,bad hearing,asthma,bad eyesight
605,Ray Bradbury was greatly inspired by American author Edgar Rice Burroughs. Which of these famous novels was penned by Burroughs?,newest,Tarzan of the Apes,A Farewell to Arms,Tarzan of the Apes,A Journey to the Center of the Earth,The Fall of the House of Usher
606,What is emblazoned on the arm of Guy Montags uniform in Ray Bradburys dystopian novel Fahrenheit 451?,newest,a salamander,a cross,a snake,a salamander,blazing flames
607,In which of his novels does Ray Bradbury describe a nightmarish traveling carnival called Cooger  Darks Pandemonium Shadow Show?,newest,Something Wicked This Way Comes,Fahrenheit 451,Something Wicked This Way Comes,Death Is a Lonely Business,Dandelion Wine
608,"In Ray Bradburys book The Martian Chronicles, upon seeing their home planet Earth dwindle to the size of a pin dot, most colonisers succumb to this disease.",newest,the Great Loneliness,the Great Loneliness,the Red Planet Depression,the Great Wrath,the Red Desperation
609,"In 1971, an impact crater on Earths moon was named by the Apollo 15 astronauts in honor of one of Ray Bradburys novels. What is the name of the crater?",newest,Dandelion Crater,The Halloween Tree,Mr Electrico,Dandelion Crater,451 Crater
610,"In 1953, Ray Bradbury was hired by John Huston to work on the screenplay of the movie adaptation of this famous classic novel.",newest,Moby-Dick,The Prince and the Pauper,Moby-Dick,The Sound and the Fury,An American Tragedy
611,What is Ray Bradburys home city of Waukegan called in some of his novels?,newest,Green Town,Grim Town,Blue Town,Green Town,Ghost Town
612,What filmmaker stated that Ray Bradbury was [his] muse for the better part of [his] sci-fi career?,newest,Steven Spielberg,Steven Spielberg,Peter Weir,Robert Zemeckis,George Lucas
613,"Ray Bradbury died on June 5, 2012, at the age of 91 during what rare astronomical event?",newest,transit of Venus,transit of Venus,None of these,total solar eclipse,meteor shower
614,Why did Claire move in in the book The Clique?,newest,Her dad was an old college friend of Massies dad.,She is Massies relative.,It is part of a foreign exchange program.,Her dad was an old college friend of Massies dad.,Her mom is always offering their guesthouse to the less fortunate.
615,What private school do the Clique members attend in the Clique series?,newest,Octavian Country Day,Avian-Drakkhar Day,Octavian Country Day,Lenkin Country Day,Westchester Academy
616,"In The Clique, Dylans famous mother, Merri-Lee Marvil, is the host of what famous morning talkshow?",newest,The Daily Grind,The Daily Grind,Marvil-ous!,"Get Up, Westchester!",The REAL Merri-Lee Marvil
617,Why is Kristen  different from the rest of the original Clique girls?,newest,All of these,She is smart.,All of these,She is athletic.,She is poor.
618,In which books did Alicia try to tear apart the Clique?,newest,"Revenge of the Wannabes, Boys R Us","Best Friends for Never, Revenge of the Wannabes","A Tale of Two Pretties, My Little Phony","Revenge of the Wannabes, Boys R Us","These Boots are Made for Stalking, A Tale of Two Pretties"
619,In what book of The Clique series does Claire move in Massies room during renovations?,newest,Invasion of the Boy Snatchers,The Pretty Committee Strikes Back,A Tale of Two Pretties,My Little Phony,Invasion of the Boy Snatchers
621,Where did the Clique characters meet?,newest,A New Years Yves Party,A Masquerade Ball,A New Years Yves Party,A High School House Party,A Christmas Evening Spectacular
622,Who are Massies crushes in The Clique series of books?,newest,"Chris, Landon, Derrington, Cam","Michael, Finnick, Chris, Eric","Chris, Landon, Derrington, Cam","Derrick, Chris, Kemp, Dune","Cam, Landon, Michael, Finnick"
623,Where does Massie move in the last book of The Clique series?,newest,London,Tokyo,Malibu,Paris,London
624,What are the first names of author D. H. Lawrence?,newest,David Herbert,David Hugh,Dylan Hector,David Herbert,Denis Harold
625,Select the first and middle name of H. G. Wells.,newest,Herbert George,Herbert George,Hugh Gordon,Hector George,Herbert Gordon
626,Pick the correct first and middle names of C. S. Lewis.,newest,Clive Staples,Clive Stanley,Clive Staples,Charles Staples,Charles Stanley
627,Select the names of J. R. R. Tolkien.,newest,John Ronald Reuel,Jeremy Reginald Robert,John Roderick Rupert,John Ronald Reuel,Joseph Rupert Ronald
628,Select the names of P. G. Wodehouse.,newest,Pelham Grenville,Plumleigh Glossop,Phineas Geoffrey,Pelham Grenville,Percival Gideon
629,What are the names of E. L. Doctorow?,newest,Edgar Lawrence,Eric Landor,Ephraim Lionel,Edgar Lawrence,Edgar Lionel
630,What are the names of author J. P. Donleavy?,newest,James Patrick,Joseph Peter,James Patrick,John Patrick,Joseph Paul
631,What are the names of H. P.  Lovecraft?,newest,Howard Phillips,Howard Phillips,Henry Philip,Hector Pryce,Herbert Peter
632,Select the names of J. D. Salinger.,newest,Jerome David,Jerome David,Joseph Daniel,Joseph David,Jacob Daniel
633,Select the names of E. B. White.,newest,Elwyn Brooks,Edward Boston,Evan Bryce,Elwyn Brooks,Eric Blair
634,Which is the only novel by Charles Dickens that doesnt have scenes set in London?,newest,Hard Times,Oliver Twist,David Copperfield,A Christmas Carol,Hard Times
635,What famous character depicted by Bram Stoker goes to London in order to seduce Mina Harker?,newest,Dracula,Dracula,Faustus,Manfred,Frankenstein
636,On what famous London street does famous detective Sherlock Holmes live?,newest,Baker Street,Charing Cross Road,Oxford Street,Downing Street,Baker Street
637,What novel opens on a beautiful summer day with Lord Henry Wotton observing artist Basil Hallwards work?,newest,The Picture of Dorian Gray,A Portrait of the Artist as a Young Man,The Picture of Dorian Gray,Ulysses,Vanity Fair
638,"Name the author of the The Time Machine, The Invisible Man and The War of the Worlds, all of which have scenes set in London.",newest,H. G. Wells,H. G. Wells,Jules Verne,Joseph Conrad,D. H. Lawrence
639,"What fictional character is blown by the East wind to 17Cherry Tree Lane, London, and into the Banks household to care for their children?",newest,Mary Poppins,Mrs Dalloway,Mary Poppins,Malvina,Bellatrix Lestrange
640,"Winston Smith, the protagonist of this novel lives in London, the chief city of Airstrip One.",newest,Nineteen Eighty-Four,Animal Farm,Nineteen Eighty-Four,A Clockwork Orange,The Lord of the Flies
641,"What author described a day in the life of Mrs Dalloway, who goes around London in the morning, getting ready to host a party?",newest,Virginia Woolf,Muriel Spark,Virginia Woolf,Emily Bronte,Erica Jong
642,"This novel is said to be about migration, metamorphosis, divided selves, love, death, London and Bombay. Following a violent riot against the novel, the Supreme Leader of Iran issued a fatwa calling on all good Muslims to kill its author.",newest,The Satanic Verses,Rights of Man,The Satanic Verses,The Grapes of Wrath,Lady Chatterleys Lover
643,"Becky Sharp, a strong-willed and cunning young woman, is the protagonist of this classic novel.",newest,Vanity Fair,Desperate Remedies,The Mill on the Floss,Vanity Fair,The Professor
644,What was the first major battle of the Eastern Theater of the American Civil War?,newest,Bull Run,Bull Run,Antietam,Chancellorsville,Cedar Creek
645,The site of this 1862 battle had been the scene of a previous battle?,newest,Second Bull Run,Second Bull Run,Gettysburg,Chancellorsville,Antietam
646,Which battle featured the defence of Maryes Heights?,newest,Fredericksburg,Gettysburg,Shiloh,Fredericksburg,Rich Mountain
647,Which battle saw the defence of the Sunken Road or Bloody Lane as it was called after the battle?,newest,Antietam,Second Bull Run,Fredericksburg,Savages Station,Antietam
649,In which battle was Stonewall Jackson killed?,newest,Chancellorsville,Chancellorsville,Shiloh,Antietam,Mechanicsville
650,Which of these is not a battle of the Seven Days Battles?,newest,Bunker Hill,Fraysers Farm,Gaines Mill,Malvern Hill,Bunker Hill
651,What battle of the American Civil war raged for 12 days from 8 may to 19 May 1864?,newest,Spotsylvania Court House,Kennesaw Mountain,Spotsylvania Court House,Yellow Tavern,Gettysburg
652,At which battle was J E B Stuart killed?,newest,Yellow Tavern,Yellow Tavern,Spotsylvania Court House,Trevilian Station,Petersburg
653,Which battle of the American Civil War featured Picketts charge?,newest,Gettysburg,Gettysburg,Fredericksburg,Antietam,Chancellorsville
654,"What famous character leaves his family in Gascony and travels to Paris, encountering Milady de Winter on the way?",newest,dArtagnan,dArtagnan,La Mole,Edmond DantÃ¨s,Porthos
655,"What famous author wrote, If you are lucky enough to have lived in Paris as a young man, then wherever you go for the rest of your life, it stays with you, for Paris is a moveable feast?",newest,Ernest Hemingway,Ernest Hemingway,James Joyce,F. Scot Fitzgerald,Ezra Pound
656,"What novel by Charles Dickens, set before and during the French Revolution, opens with the sentence, It was the best of times, it was the worst of times?",newest,A Tale of Two Cities,A Tale of Two Cities,Oliver Twist,Hard Times,The Great Expectations
657,What American author penned the novel The Tropic of Cancer during his nomadic life in Paris?,newest,Henry Miller,Ernest Hemingway,William Burrows,William Faulkner,Henry Miller
658,What novel by Victor Hugo focuses on the struggles of ex-convict Jean Valjean and his experience of redemption?,newest,Les Miserables,The Man Who Laughs,The Red and the Black,Les Miserables,The Hunchback of Notre-Dame
659,"What American author wrote the novel The American, which is centered around an American businessmans courtship of a young widow from an aristocratic Parisian family?",newest,Henry James,Mark Twain,Henry James,John Steinbeck,Washington Irving
660,"In this novel by HonorÃ© de Balzac, a criminal-in-hiding named Vautrin tells naive law student EugÃ¨ne de Rastignac that he is making him an offer that he cannot refuse.",newest,Le PÃ¨re Goriot (Old Goriot),Madame Bovary,Gargantua and Pantagruel,The Man Who Laughs,Le PÃ¨re Goriot (Old Goriot)
661,"Julien Sorel is the protagonist of this satirical French novel, set during the Bourbon Restoration.",newest,The Red and the Black,Queen Margot,Old Goriot,The Man in the Iron Mask,The Red and the Black
662,This novel by American author James Baldwin is noteworthy for bringing complex representations of homosexuality. It follows the events in the life of an American living in Paris.,newest,Giovannis Room,Of Human Bondage,The Naked and the Dead,Giovannis Room,The Sun Also Rises
663,What is the pen name of Eric Blair who wrote the memoir Down and Out in Paris and London?,newest,George Orwell,Graham Greene,Salman Rushdie,George Orwell,Julian Barnes
664,"Aquaman, The Atom, Batman, The Flash, Green Arrow, Hawkman, Jonn Jonzz Martian Hunter, Superman and Wonder Woman are from which of these groups?",newest,The Justice League of America,The Avengers,The Justice League of America,The X Men,Challengers of the Unknown
665,"Allen Scot, Hal Jorden, John Stewart, Kyle Rainier, Guy Gardner have a costumed identity in common. What is it?",newest,Green Lantern,Nova,Green Lantern,Booster Gold,Spider Man
666,"Cyclops, Beast, The Angel, Iceman and Marvel Girl are from this group.",newest,The Original 5 X-men,The Original 5 X-men,The Avengers,Young justice,The Original 5 Teen Titans
667,"Dick Grayson, Jason Todd, Timothy Drake were all identified as this same super hero. Can you figure out which one?",newest,Robin,Fire Storm,Robin,Night Trasher,Silver Surfer
668,"Can you finish this oath? In brightest day, in blackest night, no evil shall escape my sight, let those who worship evils might beware my power ....",newest,Green Lanterns Light,Avengers Assemble,To the BatCave,Green Lanterns Light,This is a job for Superman
669,Jay Garrick and Barry Allen played the same role as this super hero.,newest,The Flash,Iron Man,Batman,Captain America,The Flash
670,"Robin, Kid Flash, Speedy, Aqua Lad and Wonder Girl are found in which of these groups?",newest,The original 5 Teen Titans,The Metal Men,The original 5 Teen Titans,The Squadron Supreme,The original 5 X-Men
671,Captain America was a hero of World War 2 in the 1960s. He wakes up from a frozen state on board a submarine. What group found him?,newest,The Avengers,Squadron Supreme,The Teen Titans,Justice league of America,The Avengers
672,On what planet was the Silver Surfer born?,newest,Zen La,Zen La,Thanagar,Krypton,Mars
673,Bruce Wayne (Batman) has a butler named Alfred. What is Alfreds nationality?,newest,English,Scottish,Irish,Swedish,English
674,"In this novel by Norman Mailer, a decorated war-hero and former congressman murders his wife and descends into the underworld of Manhattan jazz clubs and Mafia intrigue.",newest,An American Dream,An American Dream,The White negro,Naked Lunch,The Naked and the Dead
675,"This novel, set in Manhattan during the Wall Street boom of the late 1980s, is centered around the daily life of young investment banker Patrick Bateman.",newest,American Psycho,City of Dreams,American Psycho,The Long Day,The Rules of Attraction
676,"Some famous assassinations and assassination attempts have been associated with this novel, most of which is set in New York City.",newest,The Catcher in the Rye,A Clockwork Orange,Slaughterhouse Five,One Flew Over the Cuckoos Nest,The Catcher in the Rye
677,"This is Sylvia Plaths only novel, which was originally published under the pseudonym Victoria Lucas. The protagonists descent into mental illness parallels Plaths own experiences.",newest,The Bell Jar,Dying Inside,Annie on My Mind,The Bell Jar,The Dead and the Gone
678,"The ttitle character of this novel, set in the roaring 1920s, is a mysterious host of regular, extravagant parties. He has become an archetype of self-made Americans seeking to join high society.",newest,The Great Gatsby,The Age of Innoncence,The Glass Castle,The Great Gatsby,The Catcher in the Rye
679,"Name the author of the novels The Fountainhead and Atlas Shrugged, which are both set in New York City.",newest,Ayn Rand,Harper Lee,Edith Wharton,Sylvia Plath,Ayn Rand
680,"This literary work depicts Holly Golightly, a tenant in a brownstone apartment in Manhattan, who has become an American cultural icon.",newest,Breakfast at Tiffanys,Closing Time,Breakfast at Tiffanys,The Alienist,Motherless Brooklyn
681,What 1994 novel by Joseph Heller is a sequel to the popular Catch-22?,newest,Closing Time,The Winter of Our Discontent,Something Happened,Closing Time,Fahrenheit 451
682,"The New York Trilogy, which consists of the novels City of Glass, Ghosts, and The Locked Room, is this authors signature work.",newest,Paul Auster,Paul Auster,Erica Jong,Philip Roth,Adam Langer
683,This novel by Edith Wharton focuses on an upper-class couple whose impending marriage is threatened by the appearance of a woman plagued by scandal.,newest,The Age of Innocence,The History of Love,Extremely Loud and Incredibly Close,Women,The Age of Innocence
684,What company uses the swoosh as its logo?,newest,Nike,Audi,Lego,Nike,Nerf
686,Which of the following uncommon musical instruments does not contain strings?,newest,cuica,cuica,kutiyapi,bordonua,gayageum
687,Which U.S. President declared June 14th as Flag Day?,newest,Woodrow Wilson,Zachary Taylor,Grover Cleveland,Millard Fillmore,Woodrow Wilson
689,The character Nick Carraway is from which of the following novels?,newest,The Great Gatsby,Ulysses,Angels  Demons,The Last of the Mohicans,The Great Gatsby
690,Which spice is from the mint family?,newest,oregano,oregano,paprika,chive,basil
