,question,category,answer,choices/0,choices/1,choices/2,choices/3
467,"Which of the following drugs thins the blood?  (That is, it decreases the ability of the blood to clot.)",science-technology,Coumadin (warfarin),hydrochlorothiazide,Coumadin (warfarin),Lexapro (escitalopram),Biaxin (clarithromycin)
468,Valtrex (valacyclovir) treats which one of the following conditions?,science-technology,Genital herpes,Pityriasis alba,Genital herpes,HPV (genital warts),Syphilis
469,Botox (botulinum toxin) is used to treat which one of the following diseases?,science-technology,Headache,Headache,Congestive heart failure,Pulmonary hypertension,Kidney failure
470,Which one of the following medications reduces cholesterol?,science-technology,Lipitor (atorvastatin),erythromycin,Lipitor (atorvastatin),Verelan (verapamil),Imitrex (sumatriptan)
471,Where is the radial artery located?,science-technology,Forearm,Forearm,Abdomen,Behind the Knee,Neck
472,Which of these terms refer to the chambers of the heart -- the two on top and the two on the bottom respectively?,science-technology,Atria and Ventricles,Pericardia and Myocardia,Atria and Ventricles,Ventricles and Atria,"Atria and Ventricle, Atria and Ventricle"
474,Where is the femoral artery located?,science-technology,Thigh,Thigh,Uterus,Calf,Along the spinal column
475,Name the anastomotic loop of vessels near the base of the brain.,science-technology,Circle of Willis,Zygomatic Process,Thoracic Circulation,Portal Circulation,Circle of Willis
476,Bones in the wrists are called by what name?,science-technology,Carpals,Tarsals,Carpals,Phalanges,Metatarsals
477,Tarsals are located in what part of the body?,science-technology,Foot or eyelid,None of these,Foot or eyelid,Elbows,Hands
480,Which of the following describes the route of pulmonary circulation?,science-technology,R. ventricle to R. and L. pulmonary arteries to R  L lung,L atria to R pulmonary artery to R lung,L. ventricle to L pulmonary artery to L lung,R ventricle to R pulmonary artery to R lung,R. ventricle to R. and L. pulmonary arteries to R  L lung
481,How long on average does it take for the suns rays to reach earth?,science-technology,just over 8 minutes,just over 8 hours,just over 80 minutes,just over 8 seconds,just over 8 minutes
482,What animal has the broadest visual color spectrum?,science-technology,Butterfly,Elephant,American Kestrel Falcon,Butterfly,Bumblebee
483,What place has the maximum amount of sunshine in the US?,science-technology,"Yuma, Arizona","Anchorage, Alaska","Houston, Texas","St Petersburg, Florida","Yuma, Arizona"
484,What is the largest number mentioned in the Bible?,science-technology,"1,000,000","1,000,000","30,000","400,000","100,000"
485,Which animal has the longest gestation period?,science-technology,Black Salamander,Polar Bear,Black Salamander,Dung Beetle,Sumatran Rhino
486,How often does Halleys comet appear?,science-technology,Every 76 years,Every 100 years,Every 30 years,Every 25 years,Every 76 years
487,How much does human hair grow in a year?,science-technology,9 inches,9 inches,7 inches,12 inches,4 inches
488,Which natural disaster claimed the most lives during the second millennium?,science-technology,influenza,earthquakes,influenza,tsunami,plague
490,Which of the following travels at the speed of light?,science-technology,All of these,All of these,Radio rays,Gamma rays,X rays
491,This term is commonly used to refer to a person who becomes overly upset or angry when confronted with an issue.,science-technology,defensive,defensive,repressed,caustic,sublime
492,This term refers to a division of the psyche dominated by the pleasure principle.,science-technology,id,id,superego,libido,ego
493,This complex is a phase in child development characterized by jealousy and rivalry with the same sex parent.,science-technology,Oedipal complex,Messianic complex,Electra complex,Castration complex,Oedipal complex
495,This syndrome or disorder occurs after a very traumatic event and has intense symptoms such as reliving the event over and over.,science-technology,Post Traumatic Stress Disorder,Seasonal Affect Syndrome,Bi-Polar Disorder,Post Traumatic Stress Disorder,Attention Deficit Disorder
496,"Of the four nucleotides that make up Deoxyribo-Nucleic Acid (DNA), which of the following is a purine?",science-technology,Adenine,Adenine,Cytosine,Proline,Thymine
497,How many paired DNA chromosomes are there in a human male?,science-technology,23,23,18,20,24
498,Which of the following models of double-stranded DNA replication proved to be correct?,science-technology,Semiconservative replication,Semiconservative replication,Semidispersive replication,Conservative replication,Dispersive replication
499,What is the name for a unit of DNA usually consisting of regulatory regions and a protein-encoding region?,science-technology,Gene,Chromosome,Gene,Codon,Transcript
500,Transcription is the process of creating what from the DNA template?,science-technology,RNA,RNA,Fatty Acids,Protein,A Double Helix
501,How many nucleotides of DNA does it take to encode a single amino acid in a given protein?,science-technology,3,10,3,25,1
502,"This class of enzyme can cut DNA at a specific place, making biotechnology possible.",science-technology,Restriction Enzyme,Restriction Enzyme,Bayton Enzyme,Electrophoretic Enzyme,Limiting Enzyme
503,What is the three-letter acronym for the Nobel-winning process which allows DNA to be amplified?,science-technology,PCR,HCV,ATP,PCR,SRC
504,What makes retroviruses such as HIV so unusual with respect to DNA?,science-technology,"They start with RNA and encode DNA, the reverse of what cells do.","Their DNA reads 3 to 5, the opposite direction from cellular DNA.",They capture the cellular DNA and transfer it to other cells.,"They have no DNA, but their protein components directly encode for RNA.","They start with RNA and encode DNA, the reverse of what cells do."
505,"When Dr. Craig Venters private company, Celera, declared that they would beat the Human Genome Project in sequencing all human DNA, what did Venter tell Dr. Francis Collins, director of the HGP?",science-technology,You can do mouse.,The private sector always wins.,You can do mouse.,Just send me all your grant money.,Why dont you try something easier?
506,The Golgi apparatus found in most eukaryotic cells participates in the sorting and modification of what type of organic compounds?,science-technology,Proteins,Water molecules,Carbohydrates,Lipids,Proteins
507,"The cell has up to several thousands of these tiny organelles scattered in its cytoplasm. They are often called cellular power plants, because they convert organic materials into energy.",science-technology,Mitochondria,Mitochondria,Vacuoles,Chloroplasts,Ribosomes
508,Plastids are major cell organelles found in which of these groups of organisms?,science-technology,Plants and algae,Algae,Plants,Plants and animals,Plants and algae
509,The process of photosynthesis is carried out by which of these major cell organelles?,science-technology,Chloroplasts,Mitochondria,Ribosomes,Chloroplasts,Vacuoles
510,Which of these is not among the vacuoles functions in the cell?,science-technology,Production of ATP,Exporting unwanted substances,Capturing food materials,Production of ATP,Maintaining the internal pH
511,"Typical for the animal cells only, lysosomes are organelles built in the Golgi apparatus that contain what type of enzymes?",science-technology,Digestive enzymes,Inhibitors,Digestive enzymes,Amylase enzymes,Restriction enzymes
512,Which organelle makes up the cells translational apparatus that translates Messenger RNA (mRNA) into polypeptide chains?,science-technology,Ribosome,Lysosome,Mitochondrion,Ribosome,Golgi apparatus
513,Cell nuclei have two primary functions in the cell. The first is to to store genetic information needed for cellular division. What is the second one?,science-technology,To control chemical reactions,To maintain an acidic internal pH,To remove unwanted structural debris surrounding the cell,To control chemical reactions,To maintain internal hydrostatic pressure
514,Which of the following organelles is typical for animal cells only?,science-technology,Melanosome,Nucleolus,Vacuole,Melanosome,Golgi apparatus
515,Which one of these organelles is a part of the endomembrane system of eukaryotic cells?,science-technology,Endoplasmic reticulum,Chloroplast,Mitochondrion,Endoplasmic reticulum,Nucleus
517,What kind of cells carry oxygen around your body?,science-technology,red blood cells,fat cells,red blood cells,oxygen cells,blue cells
518,Name he glands that produce hormones.,science-technology,endocrine glands,salivary glands,sweat glands,endocrine glands,oil glands
519,This term refers to the organs that fill your abdominal cavity and chest.,science-technology,viscera,immune system,circulatory system,cementum,viscera
520,What is the biggest artery in the human body?,science-technology,aorta,umbilical,pulmonary,systemic,aorta
521,What part of the nervous system regulates involuntary actions such as heartbeat or digestion?,science-technology,autonomic nervous system,central nervous system,peripheral nervous system,involuntary nervous system,autonomic nervous system
522,"Dental caries, commonly known as a cavity, is one of the most common health disorders, second only to this one.",science-technology,Cold,Cold,Mumps,Fever,Sore throat
523,"A caries is formed as a result of food debris. Food remnants mix with saliva and bacteria, and result into this mixture that glues to the teeth.",science-technology,Plaque,Starch,Dirt,Amalgam,Plaque
524,Plaque and bacteria begin to accumulate approximately this long after eating.,science-technology,20 minutes,20 minutes,30 minutes,5 minutes,60 minutes
525,"This is one of the first symptoms of dental caries.  It is most pronounced when consuming sweet, hot or cold foods and liquids.",science-technology,Toothache,Numbness,Bad breath,Toothache,Saliva overproduction
526,"Cavities are generally painless. However, if not treated, they enlarge and eventually become painful as they reach the internal structure of the tooth, especially this part.",science-technology,Dentin,Dentin,Enamel,Calculus,Root
529,"Despite its natural origins, this food is particularly bad for your teeth; it is sticky and contains concentrated fruit sugar.",science-technology,Dried fruits,Puree,Chocolate Milk,Dried fruits,Juice
530,This substance is a substitute for sugar that can help prevent tooth decay. It decreases plaque formation and blocks the bacteria from producing the acids that cause cavities.,science-technology,Xylitol,Aspartame,NutraSweet,Xylitol,Dentin
531,This substance is naturally present in water. It keeps the enamel strong and can stop or even reverse the process of tooth decay.,science-technology,Fluoride,Nitrite,Nitrate,Chlorine,Fluoride
532,You might not be successful at exterminating microbes - they have been around this long.,science-technology,3.8 billion years,5 billion years,3.8 billion years,7 billion years,3 billion years
533,Bacteria consist of this number of cells.,science-technology,1,Billions,3,1,Millions
534,People use a kind of microbe to make this.,science-technology,Bread,Mineral water,Bread,Orange juice,Plastics
535,"Of all the microbes on Earth, only about this many have been identified.",science-technology,5 %,1 %,5 %,2 %,10 %
536,Lactic acid bacteria help achieve this.,science-technology,Keep vegetables fresher,Preserve pollen aroma,Keep vegetables fresher,Prevent milk from turning into yogurt,Keep honey diluted in water
537,"Bacillus Thuringiensis, which is usually found naturally in the soil, is used as this.",science-technology,Insecticide,Beer additive,Food additive,Insecticide,Wine ferment agent
538,There are billions of these microscopic creatures in your bed and they feed on this.,science-technology,Dead skin cells,Wood,Dead skin cells,Cotton fibres,Sweat
539,"This is why Mycobacterium Tuberculosis, the bacteria which causes tuberculosis is called the literary microbe.",science-technology,Many writers caught tuberculosis,There is a lot to read about it,It is discussed in many scientific books,It is mentioned in many literary works,Many writers caught tuberculosis
540,There is proof that microbes existed on this planet.,science-technology,Mars,Pluto,Mars,The Sun,Neptune
541,Microbes are generally considered to be this.,science-technology,Both harmless and deadly.,Harmless,Illness-causing,Deadly,Both harmless and deadly.
552,What is a difficult patient in medical jargon?,science-technology,A patient who upsets the doctor or the office staff in some way,A patient who upsets the doctor or the office staff in some way,A patient who has a disease which is difficult to treat,A patient who is terminal,An insane patient
553,What is called a capitated plan in the medical fields?,science-technology,"An insurance plan, which pays the doctor a certain amount per month",A treatment plan which relates to the patients head.,"An insurance plan, which pays the doctor a certain amount per month","An insurance plan, which only covers up to a certain amount per visit",A treatment plan which has a definite endpoint.
554,What does the term a positive review of systems refer to?,science-technology,"To every symptom question, the patient says yes","To every symptom question, the patient says yes",The patient reviews his symptoms well,A favorable review of systems,"To every symptom question, the patient says no"
555,"If the nurse writes NKDA on your chart, what does it mean?",science-technology,You told the nurse you are not allergic to any medications.,Your vital signs are WNL (within normal limits).,You told the nurse you are not allergic to any medications.,You did not pay your bill.,You missed an appointment.
556,"If the nurse approaches the doctor and says, Doctor, theres a code in the lobby, what is the doctor likely to do?",science-technology,Tell the nurse to call 911,Say thank you and resume what he was doing,Go home because the office is closed for the day,Pull out his wallet,Tell the nurse to call 911
557,"Choose the correct ordering of these medical jobs abbreviations, in increasing order of salary.",science-technology,"MA, LPN, RN, PA, MD","MA, LPN, PA, RN, MD","MA, PA, LPN, RN, MD","MA, LPN, RN, PA, MD","LPN, MD, PA, MA, RN"
558,"In medical practice, what is the purpose of a chaperon?",science-technology,To protect doctors against lawsuits by patients for inappropriate sexual advances,To distract the patient when the doctor is performing a painful procedure,To keep male and female patients apart,To keep male and female employees from behaving inappropriately in the office,To protect doctors against lawsuits by patients for inappropriate sexual advances
559,Which of the following abbreviations pertains to a diagnosis?,science-technology,ICD-9 Code,EM Code,CPT Code,ICD-9 Code,G-code
560,"In medical jargon, what is a Well Woman Exam?",science-technology,A routine gynaecologic exam,A full physical examination on a female adult who has no medical problems,An exam on the doctor by a female who is well,An exam on a female which finds herself to be well,A routine gynaecologic exam
561,Why do two patients sometimes have appointments with the same doctor at the same time?,science-technology,Because of no-shows,Because the doctors time is more valuable than the patients time,Usually due to a scheduling error,Because of no-shows,To make the patients angry
562,Which sitcom aired on ABC from 1952 to 1966 after a ten-year run on radio?,science-technology,Ozzie and Harriet,Friends,The Simpsons,Frasier,Ozzie and Harriet
563,Which of the following comedies has been on TV the most number of years?,science-technology,The Simpsons,The Simpsons,Seinfeld,Ozzie and Harriet,M*A*S*H
564,This is considered the first  American sitcom with a gay character.,science-technology,The Corner Bar,The Nancy Walker Show,Soap,Barney Miller,The Corner Bar
565,In what year was the word bastard first used on TV?,science-technology,1974,1964,1974,1960,1984
566,Which show was the first to have an episode which dealt with abortion?,science-technology,Maude,Room 222,All in the Family,Good Times,Maude
567,In which country was the term television coined?,science-technology,France,Canada,The USA,The United Kingdom,France
568,What year marked the first broadcast of a baseball game?,science-technology,1939,1949,1939,1946,1929
569,Who was the first US President to address the nation on TV?,science-technology,Truman,Hoover,Truman,Eisenhower,FDR
570,"The first scheduled TV  broadcasts, which began in 1928, originated in which US state?",science-technology,New Jersey,California,New Jersey,New York,Massachusetts
571,Which company paid for the first TV ad?,science-technology,Bulova (watches),Dawn (dishwashing detergent),Bulova (watches),Colgate (toothpaste),Tide (laundry detergent)
572,Which was the first soap opera broadcast on an American television network?,science-technology,Faraway Hill,Faraway Hill,Halls of Ivy,Love of Life,Love of Ivy
573,Which of these television networks came first?,science-technology,NBC,NBC,CBS,ABC,Fox
574,Which of the following was the first womens advocacy show?,science-technology,Leave It To The Girls,Leave It To The Girls,The Ladies Hour,The Ladies Home Journal Hour,Girl Talk
575,Which game show was hit by a scandal in 1958?,science-technology,Twenty-One,Twenty-One,Jeopardy,"The $64,000 Challenge","The $64,000 Question"
576,"This popular police show, which ran from 1951 to 1959, is famous for its very quick paced and to the point dialogue. It starred Jack Webb as police detective Joe Friday, badge#714.",science-technology,Dragnet,Dragnet,Los Angeles Precinct,The Streets of San Francisco,Men on the Streets
577,What was the occupation of TV personality Harry Volkman?,science-technology,TV weatherman,TV weatherman,TV variety show host,TV news caster,TV game show host
578,Containers used for disposing of needles and other sharp objects must be all of the following except which one?,science-technology,Recyclable,Disposable,Clearly Marked bio-hazard,Puncture resistant,Recyclable
579,For which of the following tubes is the blood to additive ratio most critical?,science-technology,Light Blue stopper,Lavender Stopper,Light Blue stopper,Green Stopper,Red Stopper
580,Which type of patient is most likely to have an AV fistula or graft?,science-technology,Dialysis,Arthritic,Wheelchair-bound,Hospice,Dialysis
581,Which of the following is NOT needed for skin puncture?,science-technology,povidone-iodine pad,Lancet,povidone-iodine pad,Micro-collection device,Gauze pad
584,In what type of tube is blood drawn for a substance abuse test?,science-technology,Red,Light blue,Dark Green,Small Lavender,Red
585,What vein is usually the first choice when selecting a site for venipuncture?,science-technology,Median Cubital,Median Cubital,Accessory Cephalic,Cephalic,Basilic
586,Which part of a cell contains the chromosomes or genetic material?,science-technology,Nucleus,Endoplasmic Reticulum,Cytoplasm,Golgi Apparatus,Nucleus
587,How many bones is an adults human skeletal system made up of?,science-technology,206,132,318,206,354
588,What marrow produces blood cells in the human body?,science-technology,Red marrow,Blue marrow,Yellow marrow,Green marrow,Red marrow
589,In some animals life cycle there are several stages of development involving abrupt bodily changes. What is this biological process called?,science-technology,Metamorphosis,Birth,Adolescence,Growth,Metamorphosis
590,What do you call the transfer of pollen grains from the anther to the stigma of flowers?,science-technology,Pollination,Reproduction,Fertilization,Pollination,Migration
591,What is the smallest basic particle of matter?,science-technology,Atom,Atom,Mass,Volume,Molecule
592,What do you call the force which slows down and stops a moving object?,science-technology,Friction,Friction,Gravitational force,Magnetic force,Molecular force
593,"The Baroque period of architecture is characterized by vivid colours, luxurious materials and elaborate surface textures. Which of these buildings is an example of typical Baroque architecture?",science-technology,St Peterâs Basilica,The Royal Scottish Academy,St Peterâs Basilica,Solitude Palace,Lincoln Memorial
594,"When a client complained that the roof in his building leaks, this famous architect who had designed the building replied: âThatâs how you can tell itâs a roofâ.  Another work of his was the Guggenheim Museum in New York.",science-technology,Frank Lloyd Wright,Aldo Rossi,Frank Lloyd Wright,Michael Graves,Frank Owen Gehry
595,This annually awarded architecture prize is usually referred to as âThe Nobel Prize for Architectureâ.,science-technology,Pritzker Architecture Prize,Thomas Jefferson Medal,Aga Khan Award,Pritzker Architecture Prize,Stirling Prize
596,"This architecture style is characterized by the use of materials such as stainless steel and aluminium. It aimed at nontraditional elegance that symbolizes wealth and sophistication.  It originated in Europe in 1920s and formed its name in 1925 at the Worldâs Fair, held in Paris.",science-technology,Art Deco,Archigram,Rococo,Art Deco,Baroque
597,"Sharply pointed spires, stained glass and pointed arches are typical for this architecture style. It is mainly associated with cathedrals and other religious buildings.",science-technology,Gothic,Rococo,Gothic,Neo-Grec,Art Nouveau
598,"This Spanish architect designed La Sagrada Familia, one of the most famous buildings in Barcelona.",science-technology,Antonio Gaudi,Carlo Scarpa,Mario Botta,Alvar Aalto,Antonio Gaudi
599,"There are seven tall buildings in Moscow, regarded as typical examples of Stalinist Architecture. What are these similarly designed buildings referred to?",science-technology,âStalinâs Seven Sistersâ,âStalinâs Seven Wondersâ,âStalinâs Seven Giantsâ,âStalinâs Seven Brothersâ,âStalinâs Seven Sistersâ
600,"The groundbreaking design of this building was created by Danish architect, Jorn Utzon. It is located by the sea, and its roof resembles white sails.",science-technology,Sydney Opera House,Metropolitan Opera,Carnegie Hall,La Scala,Sydney Opera House
601,"The construction of this famous building was completed on November 1st, 1800. It was designed by Irish-born architect James Hoban, who was inspired by the Leinster House in Dublin.",science-technology,The White House,Williams Tower,Federal Hall,The White House,The Chrysler Building
602,"This architectural term, which refers to a free-standing bell-tower, comes from Italian and means a high bell tower.",science-technology,Campanile,Campanile,Cellula,Mensole,Triforium
603,"In The Wizard of Oz movie, Scarecrow states which very important mathematical theorem?",science-technology,The Law of Pythagoras,Euclids Fifth Postulate,The Law of Pythagoras,Eulers Theorem,Newtons Axiom
604,"In this movie Ayla, played by Daryl Hannah, teaches her new family to count all the way to ten.",science-technology,The Clan of the Cave Bear,The Clan of the Cave Bear,Caveman and Cavewoman,Way of the Caveman,Land of the Tribe
605,"In which movie does Edward James Olmos play a teacher in Los Angeles who gets an entire class of low-income, Hispanic students to pass the Advanced Placement Calculus test?",science-technology,Stand and Deliver,Stand and Deliver,Proof,Stand By Me,Pi
606,Proof was originally a play about a brilliant mathematician who worries about inheriting her fathers insanity. Which actress was the star of the 2005 movie of the same name?,science-technology,Gwyneth Platrow,Gwyneth Platrow,Kate Blanchett,Claire Danes,Kirsten Dunst
607,In this fine movie Dustin Hoffman plays a mathematician who gets tired of being picked on.,science-technology,Straw Dogs,Straw Dogs,Sunday Father,The Point,Sphere
608,In which movie does Bud Abbott âprove to Lou Costello that 13 x 7 = 28?,science-technology,In the Navy,Splinters in the Navy,Youre in the Navy,Francis in the Navy,In the Navy
609,Which of these is a movie about a mathematician who develops a formula that predicts the prices of stock markets?,science-technology,The Bank,The Bank,The Puzzle,The Formula,The Tricks
610,What 1997 movie featured Cartesian co-ordinates (the usual type of graph paper) and factoring numbers?,science-technology,Cube,Cube,The Sphere,Gleaming the Cube,Proof
611,"In this film, high school student Max Fisher, played by Jason Schwartzman, is asked to use calculus to find the area of an ellipse.",science-technology,Rushmore,Mr. Novak,Room 222,Rushmore,The High School
612,"In the movie âLittle Big League, the hero must solve this problem: John can finish a job in five hours. Mary can finish the same job in three hours. If they work together, how long will it take to finish the job? What is the answer?",science-technology,1 and 7/8 hours,1 and 7/8 hours,4 hours,1 and 1/4 hours,2 hours
614,"A flash of lightning can heat the air around it, which gives off vibrations and expansion of the air thus causing what?",science-technology,Thunder,Thunder,Tornadoes,Hail,Finger lightning
615,A lightning bolt can produce what voltage?,science-technology,1 billion volts,4 million volts,400 million volts,1 million volts,1 billion volts
616,What does the term bolts from the blue mean?,science-technology,Horizontal lightning that seems to come from no where,Horizontal lightning that seems to come from no where,Lighting strikes on a clear day,Blue vertical lightning bolts,Lightning over an ocean
617,"According to the U.S. National Weather Service, after you see and hear the last flash of lightning and roar of thunder, you should wait how long before presuming outdoor activities?",science-technology,30 minutes,1 hour,2 hours,30 minutes,10 minutes
618,What did early Greeks believe lightning was?,science-technology,The weapon of Zeus,The weapon of Zeus,A warning from Minerva,The sign of death,A symbol of good fortune
619,Which of Santa Klaus reindeersâ name means lightning?,science-technology,Blitzen,Dasher,Prancer,Blitzen,Donner
620,"Between 1997 and 2006, there were how many reported deaths from lightning?",science-technology,437,393,437,750,825
621,Which statement concerning whales is true?,science-technology,Some whales have one blow hole and some have two.,All whales have two blow holes.,Some whales have one blow hole and some have two.,Every whale has exactly one blow hole.,Only some whales have blow holes.
622,Which of these statements is true?,science-technology,Humans and elephants are the only mammals that cry.,Humans are the only mammals that cry.,All land mammals cry.,Humans and elephants are the only mammals that cry.,All mammals cry.
623,What is the meaning of plasmodium?,science-technology,The parasite that causes malaria,The parasite that causes malaria,The part of the blood that covers red and white blood cells and platelets,The liquid-like substance found in animal and plant cells,The gel-like substance that holds fish eggs together
624,Quickly calculate 95^2 (i.e. 95X95). What is the result?,science-technology,9025,810025,8125,9025,"987,654,321"
625,What molecule has the formula O3?,science-technology,Ozone,Ozone,Tritium,Deuterium,Peroxide
627,Upon what does the loudness of a sound depend?,science-technology,The amplitude of the wave,The pitch of the sound,None of these,The frequency of the wave,The amplitude of the wave
628,Which of these is hottest?,science-technology,a lightning bolt,the surface of the sun,a lightning bolt,the laser used in eye surgery,a microwave oven
629,"All telephones in the USA were shut down on August 2, 1922. Why?",science-technology,It was the day when Alexander Graham Bell died.,The International Brotherhod of Communications Workers went on strike.,"The electrical workers in New York, Chicago, and Washington went on strike.",It was the day when Alexander Graham Bell died.,It was the day  for the Orson Welles  War of the Worlds radio telecast.
630,"In 1989, a Mastiff was recognized by the Guinness Book of World Records as the heaviest dog in the world. What was the weight of the dog?",science-technology,343 pounds,182 kilograms,173 pounds,298 pounds,343 pounds
631,Which of these events occurred in 1589?,science-technology,Sir John Harington invented the modern flush toilet.,Sir Thomas Crapper invented the modern flush toilet.,Zacharias Hanssen invented the modern flush toilet.,Sir John Harington invented the modern flush toilet.,Otto von Guericke invented the modern flush toilet.
632,Which of these animals makes the loudest noise?,science-technology,The humpback whale,The humpback whale,The Andean condor,The whale shark,The howling monkey
633,Who invented the water thermometer?,science-technology,Galileo,Galileo,Fahrenheit,Celsius,Santorio Santorio
634,In which city was Albert Einstein born ?,science-technology,Ulm,Ulm,Berlin,Bonn,Munich
635,"Einsteins father owned a company that made small magnetos, which he was later forced to sell to this, much larger corporation.",science-technology,Siemens,"Bavarian Electrical Supplies , GmbH",Siemens,Krups,BMW
637,On Friday evenings it was the custom of Jewish families to invite college students over for a home cooked meal. One of the students the Einsteins often ate with introduced Albert to science.  What was his name ?,science-technology,Max Talmud,Max Born,Max Malamud,Max Silberstein,Max Talmud
638,In which year was Albert Einstein born?,science-technology,1879,1869,1899,1889,1879
639,"During this year, Einstein had three incredible papers published in the physics journals, and obtained his doctoral degree.",science-technology,1905,1905,1912,1907,1929
640,In which US city did Einstein live out his last years?,science-technology,"Princeton, New Jersey","Cambridge, Massachusetts","New Haven, Connecticut","Boca Raton, Florida","Princeton, New Jersey"
642,"What important thing did Einstein do on August 2nd, 1939?",science-technology,He wrote a letter,He proved the Theory of Special Relativity,He found the speed of light,He wrote a letter,He proved  E=mc^2
643,In 1948 Albert Einstein was offered this new job.,science-technology,President of Israel,Head of the Institute for Advanced Study,President of Israel,Head Dean of  Princeton University,Chief of the Atomic Energy Commission
644,In what year did Einstein pass away?,science-technology,1955,1960,1955,1954,1956
648,Sore muscles should be excercised...,science-technology,Only youre not sore to the touch,Never as it might damage the muscle,It depends which muscle it is,Always as it helps heal the soreness,Only youre not sore to the touch
652,Which of the following foods is poorest in carbohydrates?,science-technology,Pork,Cheese,Potatoes,Pork,Milk
653,Which of these meals would be most suitable for a low carb diet?,science-technology,An apple with cottage cheese,An apple with cottage cheese,Soya sauce,A ham sandwich,Meat and potatoes
654,Trans-fats are definitely unwholesome. Which of these foods is poorest in trans fatty acids?,science-technology,sunflower oil,margarine,vegetable shortenings,sunflower oil,cookies
655,What is the building block of green plants that cant be broken down into sugar molecules and passes through the human body undigested?,science-technology,dietary fiber,dietary fiber,glucose,dextrose,fructose
656,Which of the following fats contain trans-fats?,science-technology,Partially hydrogenated fats,All types of animal fats,Partially hydrogenated fats,None of these,Non-hydrogenated fats
657,Which of these types of fat raises both LDL(bad cholesterol) and HDL(good cholesterol)?,science-technology,Saturated,Saturated,Trans,Monounsaturated,Polyunsaturated
658,Which of these is especially rich in omega-3 and omega-6 fatty acids?,science-technology,Flax seed,Brown sugar,Chicken,Flax seed,Wheat gran
659,"Health specialists still argue about the maximum daily salt intake. But it is for sure that if you overdose on salt, it may affect your health negatively. What is likely to happen if you add too much salt in your diet?",science-technology,All of these,All of these,It can cause neurological problems,It may bring you high blood pressure,It can lead to electrolyte disturbance
660,"Cod liver oil is often used in many diets and healthy regimes, as a powerful source of omega-3, vitamin A and D. Some medical specialists believe that in the summer months cod liver oil should not be taken, for what reason?",science-technology,"Because cod liver oil contains vitamin D, and the sun also creates vitamin D.  If vitamin D is overdosed, your face may become spotty",Because Vitamin D becomes toxic when heated,None of these,Because the pills melt in hot weather and it is easy to overdose,"Because cod liver oil contains vitamin D, and the sun also creates vitamin D.  If vitamin D is overdosed, your face may become spotty"
661,Which of these people would be able to successfully combine their regimes with a low carb diet without having to violate one of them?,science-technology,A vegetarian,All of these,A vegetarian,A vegan,A fruitarian
662,"This unit,  named after one of the main discoverers of electromagnetism, is the base unit of electrical current.",science-technology,Ampere,OHM,Frequency,Ampere,Capacitor
663,Which term refers to the number of complete cycles of an alternating current that occur per second?,science-technology,Frequency,Watt,Frequency,Wavelength,Ohm
664,"Which term refers to the efficiency of an electric machine, measured in watt hours or kilowatt hours?",science-technology,Energy Efficiency,OHM,Frequency Efficiency,Farad,Energy Efficiency
665,"This unit, named after the German physicist who discovered the relation between voltage and current, is the basic unit of electrical resistance.",science-technology,Ohm,Watt,Frequency,Ohm,Resistor
667,What is the unit of power that shows how fast a circuit uses electrical energy?,science-technology,Watt,Watt,Frequency,Voltage,Amp
669,"What is the basic unit of electric pressure, also known as emf?",science-technology,Volt,Current,Amp,Volt,Watt
670,This term refers to the distance between repeating units of a wave pattern and is commonly designated by the Greek letter lambda (Î»).,science-technology,Wavelength,Amp,Wave distance,Volt,Wavelength
672,How much blood does the average adult human have?,science-technology,10-12 pints (5-6 liters),10-12 pints (5-6 liters),10-12 gallons (38-45 liters),10-12 quarts (10-11 liters),4-8 pounds (2-4 kg)
673,What substance is added to blood to keep it from clotting until it is needed?,science-technology,Salt,Sugar,Ethanol,Mecurium,Salt
674,The members of which profession used to be called leechersâ because of the methods they used in the past?,science-technology,Doctors,Pharmacists,Doctors,Dentists,Lawyers
676,Approximately what percentage of humans have blood of the type Rh +?,science-technology,85 %,33 %,35 %,85 %,74 %
677,What percentage of humans have type O blood?,science-technology,45 %,33 %,25%,There is no way to tell.,45 %
678,Which blood type is called the universal recipient?,science-technology,AB,AB,O,A,B
679,Which fictional character had T-Negative blood type?,science-technology,Mr. Spock,King Billy Haraah,The Scorpion King,Mr. Spock,Dr. Who
680,Which type of blood cells can be stored the longest?,science-technology,Erythrocytes (red blood cells),Platelets,Blood plasma,Erythrocytes (red blood cells),Leukocytes (white blood cells)
681,Healthy people over 17 can donate what part of their blood every two weeks?,science-technology,Platelets,Platelets,White blood cells,Blood serum,Red blood cells
682,Who was the first physician to demonstrate that arteries carry blood throughout the body?,science-technology,Galen,Galen,Valen,Valecious,Herodotus
683,Which of these people is the Austrian biologist and physician who first identified the four basic blood types?,science-technology,Karl Landsteiner,Karl Landsteiner,Felix Bernstein,William Osler,Charles Richard Drew
684,In 1658 he became the first person to describe and observe red blood cells (erythrocytes).,science-technology,Jan Swammerdan,William Osler,Jan Swammerdan,Marcello Malpighi,Felix Bernstein
685,In 1924 who was the German mathematician who developed a proof showing that blood types were genetic?,science-technology,Felix Bernstein,Franklin McLean,Charles  R. Drew,Felix Bernstein,William Osler
