,question,category,answer,choices/0,choices/1,choices/2,choices/3
1508,"The music video of which single by Chris Brown portrays a school dance inside a gym, where Brown meets an attractive girl?",music,Run It,Gimme That,Say Goodbye,Yo (Excuse Me Miss),Run It
1509,"Mark Lindsay, the lead singer of Paul Revere and the Raiders, had a top ten hit with Arizona in 1970. Later that year, this second try peaked at number 25. He never charted again.",music,Silver Bird,Sweet Bird of Paradise,Silver Bird,Lonely Bird,Birds of a Feather
1510,"The Five Man Electrical Band, a Canadian group, had a hit in 1971 with Signs which reached number 3. This follow up peaked at number 26.",music,Absolutely Right,Absolutely Right,Earthling,Control of Me,Sunny Days
1511,"One of the most fondly remembered one hit wonders of the 70s is Brandy by the Looking Glass (1972). Their second attempt, which reached number 33, is forgotten today. Name that song.",music,Jimmy loves Mary-Anne,The Sailor Returns,Aint Got Time Any More,Jimmy loves Mary-Anne,Brandys Still a Fine Girl
1512,"In the summer of 1974, you couldnt go anywhere without hearing this artists number 1 hit Rock Your Baby. The following spring, it was hard to go anywhere where they played his follow up song, I Get Lifted.",music,George McRae,George Harrison,George Michael,George Clinton,George McRae
1513,"This Canadian band had a fondly remembered hit with Last Song. Their next attempt, Close Your Eyes, isnt so well remembered.",music,Edward Bear,Stampeders,Guess Who,Edward Bear,Lighthouse
1514,"A song found in many collections of 70s one hit wonders is Sky High (1975). It wasnt quite a one hit wonder, though, as the groups Love Fire made it to number 30 the following year. What was the group?",music,Jigsaw,Skylark,Jigsaw,Pilot,Bullet
1515,"This New Orleans funkster hit number 6 with 1970s Groove Me. His follow up Baby Let Me Kiss You didnt groove too many people, though, peaking at number 29.",music,King Floyd,King Floyd,George Duke,Major Harris,General Johnson
1516,"The Canadian group The Poppy Family hit number 2 with Which Way You Goin Billy? in 1970. A few months later, this song performed by them peaked at number 29.",music,Thats Where I Went Wrong,Where Evil Grows,Thats Where I Went Wrong,I Was Wondering,You Dont Know What Love Is
1517,"This singers song Me and Mrs. Jones is frequently heard on oldies stations, which is not surprising, since it reached number one in 1972. For some reason we rarely heard his follow up, Thanks for Saving My Life.",music,Billy Paul,Billy Paul,Billy Preston,Billy Joel,Billy Swan
1518,"This groups song Sideshow is a popular oldie which reached number 8. The follow up, Three-Ring Circus also released in 1974, didnt make it as far, despite having a similar theme.",music,Blue Magic,Free Movement,Moments,Dramatics,Blue Magic
1519,"The Bellamy Brothers had a number one smash with Let Your Love Flow in 1976. They tried this lame pick-up line the next time around, and it peaked at number 39.",music,If I Said You Had a Beautiful Body Would You Hold it Against Me,Your Feet Must Be Tired Cause Youve Been Running Through My Mind,"There Must Be Something Wrong With My Eyes, I Cant Take Them Off You",If I Said You Had a Beautiful Body Would You Hold it Against Me,Ill Cook You Dinner if You Cook Me Breakfast
1520,This group cracked the top 10 in 1973 with Natural High. The next year Outside Woman only made it as high as number 34.,music,Bloodstone,Blackbyrds,Originals,Avant Garde,Bloodstone
1521,Who was the lead singer of Deep Purple from 1973-1976?,music,David Coverdale,Tommy Bolin,Ian Gillan,Rod Evans,David Coverdale
1522,Who was the lead singer of  The Temptations from 1968-1977?,music,Dennis Edwards,Dennis Edwards,David Ruffin,Paul Williams,Eddie Kendricks
1523,What popular 1950s quartet did Levi Stubbs front?,music,The Four Tops,The Flames,The Elgins,The Contours,The Four Tops
1524,Maurice White and Philip Bailey were lead singers of this popular 1970s band.,music,"Earth, Wind  Fire","Earth, Wind  Fire",The Stylistics,Sly and The Family Stone,The Commodores
1525,Disco become so popular in the late 70s that everyone had to get on the bandwagon.  What heavy metal act released the disco hit I Was Made for Lovin You?,music,KISS,KISS,Black Sabbath,AC/DC,Judas Priest
1526,"Can you name this 80s tune:
I made it through the wilderness
Somehow I made it through
Didnt know how lost I was
Until I found you?",music,Like A Virgin,Like A Virgin,Little Red Corvette,Borderline,Purple Rain
1527,"Name the 80s song which contains the following lyrics:
Traveling in a fried-out combie
On a hippie trail, head full of zombie
I met a strange lady, she made me nervous
She took me in and gave me breakfast
And she said...",music,Down Under,Electric Avenue,Come on Eileen,Down Under,IOU
1528,"Now in the street there is violence
And - and a lots of work to be done
No place to hang out our washing
And - and I cant blame all on the sun
Can you name this 80s tune?",music,Electric Avenue,Electric Avenue,Dance Hall Days,Safety Dance,Lets Dance
1529,"Can you name this 80s song:
Sometimes its like someone took a knife baby
Edgy and dull and cut a six-inch valley
Through the middle of my skull
At night I wake up with the sheets soaking wet
And a freight train running through the
Middle of my head
Only you can cool my desire?",music,Im On Fire,Saturday in the Park,Black Friday,Fire  Ice,Im On Fire
1530,"Im just an average man with an average life
I work from nine to five, hey hell I pay the price
All I want is to be left alone in my average home
But why do I always feel like Im in the Twilight Zone
Can you name this 80s tune?",music,Somebodys Watching Me,The Girl is Mine,Say Say Say,State of Shock,Somebodys Watching Me
1531,"Give me time
To realise my crime
Let me love and steal
I have danced inside your eyes
How can I be real
Can you name this 80s tune?",music,Do You Really Want to Hurt Me?,Karma Cameleon,Church of the Poison Mind,Tell Me Something Good,Do You Really Want to Hurt Me?
1532,"What 80s song contains the following lyrics:
Turnaround, every now and then I get a
little bit lonely and youre never coming around
Turnaround, Every now and then I get a
little bit tired of listening to the sound of my tears
Turnaround, Every now and then I get a
little bit nervous that the best of all the years have gone by
Turnaround, Every now and then I get a
little bit terrified and then I see the look in your eyes
Turnaround bright eyes, Every now and
then I fall apart
Turnaround bright eyes, Every now and
then I fall apart?",music,A Total Eclipse of the Heart,A Total Eclipse of the Heart,Queen of Hearts,Bette Davis Eyes,Its A Heartache
1533,In what city  was Ludwig van Beethoven born?,music,Bonn,Hanover,Bonn,Vienna,Berlin
1534,In what city did classical composer Beethoven die?,music,Vienna,Vienna,Bonn,Hanover,Berlin
1535,What was Ludwig van Beethovens major instrument?,music,Piano,Clarinet,Cello,Violin,Piano
1536,What important event in Ludwig van Beethovens life happened in 1798?,music,Beethoven first noticed his hearing loss,Beethoven wrote his first piano sonata,Beethoven wrote his first violin sonata,Beethoven wrote his first symphony,Beethoven first noticed his hearing loss
1537,To whom was the Beethovens Third Symphony originally dedicated?,music,Napoleon,Napoleon,Wellington,Bach,Hayden
1538,What is the nickname for Beethovens Fifth Symphony?,music,The Fate,The Ode to Power,The Ode to Nature,The Fate,The Wake Up Call
1539,Which one of the following was not a teacher of Ludwig van Beethoven?,music,Mozart,Schenk,Albrechtsberger,Christian Gottlieb Neefe,Mozart
1540,How many times was Ludwig van Beethoven married?,music,0,0,1,3,2
1541,To which small town outside of Vienna did Ludwig Beethoven go in 1802?,music,Heilgenstadt,Salzburg,Heilgenstadt,Bahner,Habensburg
1542,How many symphonies did Beethoven write?,music,9,14,16,8,9
1543,What were Ludwig van Beethovens instructions for the Fifth Symphony?,music,Allegro con brio,Pianissimo,Allegro con vivio,Andante,Allegro con brio
1544,"In 1972, he had a #3 hit with (If Loving You Is Wrong) I Dont Want To Be Right. The next year he didnt do as well with Ill be Your Shelter (In Time Of Storm).",music,Luther Ingram,King Floyd,Luther Ingram,Bobby Womack,Dr. John
1545,"She had a #1 smash in 1976 with Torn Between Two Lovers. Three years later, she only reached #39 with the song Good Friend (from the movie Meatballs).",music,Mary MacGregor,Mary MacGregor,Maureen McGovern,Melissa Manchester,Maria Muldaur
1546,"This group topped the charts in the summer of 74 with the song Rock The Boat. In the fall of 74, they didnt do as well with Rockin Soul.",music,Hues Corporation,Hews Corporation,Hues Corporation,Hyooze Corporation,Hughes Corporation
1547,"He reached #4 with Run Joey Run in the summer of 75, but didnt make it that far with The Last Game Of The Season (A Blind Man In The Bleachers) later that year.",music,David Geddes,David Gates,David Geddes,David Gold,David Gray
1548,"This Canadian band hit it big with Sweet City Woman in 1971. Five years later, they only reached #40 with Hit The Road Jack, a song which featured Wolfman Jack.",music,Stampeders,Stampeders,Edward Bear,Lighthouse,Brave Belt
1549,"She had a number 1 hit in 1977 with Dont Leave Me This Way, but two years later only made it to #34 with Saturday Night, Sunday Morning.",music,Thelma Houston,Phoebe Snow,Natalie Cole,Minnie Ripperton,Thelma Houston
1550,"This singer had a top ten hit with Shannon in 1976, but only got as far as #37 with Springtime Mama later that year.",music,Henry Gross,Kenny Nolan,Henry Gross,Austin Roberts,Eric Carmen
1551,This group had a big hit with Moonlight Feels Right in the summer of 1976. Their attempt the next summer with Everybody Be Dancin only reached #38.,music,Starbuck,Starship,Stargard,Starland Vocal Band,Starbuck
1552,"In 1973, they made it to the top 10 with Stuck In The Middle With You. The next year, their follow up, Star didnt do as well.",music,Stealers Wheel,Stealers Wheel,Steal Away,Steel Breeze,Steely Dan
1553,"This singer reached number 6 with Do You Know What I Mean in 1971. His next song, Can I Get A Witness, only made it to #39 the same year.",music,Lee Michaels,Bobby Bloom,Dave Edmunds,Jonathan Edwards,Lee Michaels
1554,"This artist had a #4 smash in 1979 with Chuck E.s In love. Her follow up, Young Blood snuck into the top 40 (at #40) for a single week.",music,Rickie Lee Jones,Brenda K. Starr,Billie Joe  McAllister,Rickie Lee Jones,Emmylou Harris
1556,Who sang Pac -Man Fever in the 80s ?,music,Buckner  and Garcia,Buckner  and Garcia,McFadden and Whitehead,Ashford and Simpson,Peaches and Herb
1557,What group sang the 1979 song Aint No Stoppin Us Now?,music,McFadden and Whitehead,The Four Tops,The Spinners,McFadden and Whitehead,The OJays
1558,This singer had a hit song in the 80s with Gloria.,music,Laura Branigan,Cyndi Lauper,Liuzet Melendez,Laura Branigan,Bonnie Tyler
1559,What group sang the 1973 song Aint No Woman,music,The Four Tops,The Five Discs,The Four Tops,Seven Seasons,The Four Seasons
1560,This singer sang Seasons in the Sun in 1974.,music,Terry Jacks,Glen Campbell,John Denver,Terry Jacks,Steve Forbert
1561,This band had a hit song in the 80s called A Night to Remember.,music,Shalamar,Rufus,Emotions,Silver Convention,Shalamar
1562,This singer had a hit song in the 70s called Blue Bayou.,music,Linda Ronstadt,Linda Ronstadt,Joan Baez,Percy Sledge,Olivia Newton-John
1563,This group had a hit song with Play That Funky Music in 1976.,music,Wild Cherry,Steve Miller Band,Thin Lizzy,Wild Cherry,The Kinks
1564,Who sang the 1983 hit song called Total Eclipse of the Heart?,music,Bonnie Tyler,Laura Branigan,Bonnie Tyler,Joan Jett,Cyndi Lauper
1565,This band had a hit song called Feel Like Makin Love.,music,Bad Company,The Who,The Rolling Stones,Bad Company,Grateful Dead
1566,"This English progressive rock band, formed in 1967, recorded the albums Pawn Hearts and Still Life.",music,Van der Graaf Generator,Vorcej,Van der Graaf Generator,Jethro Tull,Vital Duo
1567,"In 1969, Guitarist Martin Barre joined which rock band?",music,Jethro Tull,Thunder,Jethro Tull,Stawbs,Genesis
1568,"This bass guitarist left King Crimson in 1973 and became a founding member of British rock band, Bad Company.",music,Boz Burrell,Mel Collins,John Wtton,Greg Lake,Boz Burrell
1570,"John Wetton and Bill Bruford, former members of King Crimson, founded which British progressive rock group?",music,UK,Curved Air,Dogstar,UK,Dragonfly
1571,"Jon Anderson, best known as the lead singer of the progressive rock band, Yes, sang on which King Crimson album?",music,Lizard,U.S.A.,Islands,Lark s Tongue in Aspic,Lizard
1573,"In 1970, British progressive rock keyboard player, Rick Wakeman, joined which group?",music,The Strawbs,Steely Dan,The Strawbs,Mother Earth,Yes
1574,Who sang the 80s song Leader of the Band?,music,Dan Fogelberg,Dave Loggins,Glen Campbell,David Gates,Dan Fogelberg
1575,"Who performed the 1990 song Ice, Ice Baby?",music,Vanilla Ice,Ice Cube,Ice T,Grandmaster Flash,Vanilla Ice
1576,Who was the lead singer of the English rock band Queen?,music,Freddy Mercury,Freddie Fender,Freddy Mercury,Joe Perry,Eddie Kendricks
1577,Who had a hit song in 1975 called Rhinestone Cowboy?,music,Glen Campbell,Glen Campbell,Willie Nelson,Bill Singer,Jerry Reed
1578,How long is the song Stairway to Heaven?,music,8 minutes,11 minutes,8 minutes,10 minutes,6 minutes
1579,Beyonce Knowles was a member of this band in the late 90s and early 2000s.,music,Destinys Child,Destinys Child,Jade,T.L.C.,S.W.V.
1580,Who performed the hit song Dont You Want Me?,music,Human League,Human League,Bow Wow Wow,Kajagoogoo,Frankie Goes to Hollywood
1581,Brother and sister Richard and Karen were in this popular group in the 70s.,music,The Carpenters,The DeFranco Family,The Osmonds,The Coors,The Carpenters
1582,The Safety Dance was a hit single in 1983 for this Canadian band.,music,Men Without Hats,The Village People,Men at Work,Men Without Hats,Tears for Fears
1583,After the Lovin was a hit song for this singer in 1976.,music,Engelbert Humperdinck,Tom Jones,Engelbert Humperdinck,Dion,Johnny Cash
1584,What band performed the 1993 song Plush?,music,The Stone Temple Pilots,Bush,Nirvana,Candlebox,The Stone Temple Pilots
1585,Which of these rock bands performed the song Spoonman?,music,Soundgarden,The Stone Temple Pilots,Godsmack,Nirvana,Soundgarden
1587,Name the band that performed The Animal Song in 1999.,music,Savage Garden,Matchbox 20,Soundgarden,Candlebox,Savage Garden
1588,Which of these bands performed the songs Whats This Life for and My Own Prison?,music,Creed,Candlebox,The Goo Goo Dolls,Marcy Playground,Creed
1589,Which female artist performed Have You Ever in 1998?,music,Brandy,Monica,Mariah Carey,Celine Dion,Brandy
1591,Which band performed the 1997 song Sex and Candy?,music,Marcy Playground,Marcy Playground,Bush,Pearl Jam,Candlebox
1593,Which of these bands performed the song Iris in 1998?,music,The Goo Goo Dolls,Marcy Playground,Hootie and the Blowfish,The Goo Goo Dolls,Candlebox
1594,Who performed the song What Its Like in 1998?,music,Everlast,Collective Soul,Everlast,Lenny Kravitz,Kid Rock
1595,"Youre sitting on a train eyeing up the cute member of the opposite sex sitting across from you. Then suddenly they are speaking to you. However far away, I will always love you. However long I stay, I will always love you. Whatever words I say, I will always love you. I will always love you.
Youre about to confess your undying love for this stranger when you suddenly realise...they have a discman in their lap and earplugs in their ears. What was the object of your affection actually singing?",music,Love Song,Love Song,Far and Away Love,The Song of Love,I will always love you
1596,"Its Wednesday afternoon. You are sitting at your desk looking blankly at your computer screen. Suddenly a loud sneeze interrupts your thoughts of Saturday night. Its Mario, the office flirt. You ask him what is wrong and he says to you... Its getting cold and Im starting to sneeze. I wipe my nose on my sleeve. I got the sniffles, Id better drink my tea. Oh dya wanna, wanna catch a cold with me?  You politely refuse. Later Lloyd tells you that Mario stole his line from a song by whom?",music,Jewel,Jewel,Angie Stone,INXS,J-LO
1597,"Finally the weekend is here! What is a better way to spend it than painting the house? Okay, so you dont have a life. You are looking at your red door. What colour MUST you paint it?",music,Black,Purple,Black,Green,Blue
1598,"Back to work on Monday morning. You find pinned to your computer a song written by a secret admirer: I love your skin, oh so white. I love your touch cold as ice and I love every single tear you cry. I just love the way youre losing your life
Scary! Sure you dont tan easily and you do have poor circulation, but youre not dying! You read on as your admirer tells you that you are gone with something. What is it?",music,Gone with the Sin,Gone with the Sin,Gone with the Salvation of Mankind,Gone with the Solar System,Gone with the Sun
1599,"Over lunch your workmate Lloyd is telling you about his weekend.
Last night my kisses were banked in black hair. And in my bed, my lover, her hair was midnight black.  And all her mystery dwelled within her black hair. And her black hair framed a happy heart-shaped face.  You guess he has a thing for girls with black hair! However, as is always the case, Lloyds heart was broken by this raven-haired vixen. Where was the train she boarded going?",music,To the West,To the West,To the East,To the South,To the North
1600,"After listening to Lloyds sad tale of his love life, your friend Julie, from accounts, tells you her tragic history with men. After she has finished Lloyd suggests that she follow what Placebo says. What is he talking about?",music,Change your taste in men,Get a hair cut and get a real job,I will never love again,Love the one your with,Change your taste in men
1601,You are called into your boss office. What have you done? She is looking out the window. Without turning to you she sings the following lines: I see a ship in the harbor. I can and shall obey.  But if it wasnt for your misfortune Id be a heavenly person today. What sort of day is your boss having?,music,A Blue Monday,A Heavenly Monday,A Blue Monday,A Dark Monday,A Sad Monday
1602,"Time is slowly ticking by. It is almost home time. Your favorite song, Chunky Chunky Air Guitar, comes over the radio. After the song has finished and Lloyd has stopped his air guitar performance and come down from his desk, you ask him who the song is by. What does he say?",music,The Whitlams,The Verve,The Whitlams,The Cure,The Vines
1603,"Home time has finally rolled around, ending a very strange day. You are packing up your belongings when a blur runs past you screaming the words Sometimes I feel Ive got to run away, Ive got to get away. What song is this from?",music,Tainted Love,Blind,Cars,Tainted Love,Killing Me Softly
1604,Name the composer.,music,Georges Bizet,Luigi Boccherini,Franz Joseph Haydn,Alexander Borodin,Georges Bizet
1605,Name the composer,music,Ludwig van Beethoven,Fryderyk Chopin,Luigi Boccherini,Franz Joseph Haydn,Ludwig van Beethoven
1606,"The Dr. Martens shoes, footwear typical of punk fashion, were invented in which country?",music,Germany,England,China,Germany,USA
1607,"Which one of these bands famous for their punk clothing style, released the album Punks Not Dead?",music,The Exploited,The Beatles,The Wu Tang Clan,Westlife,The Exploited
1608,"The leather bracelets and necklaces with metal spikes, worn by punk rockers, are called by what name?",music,Spike bands,Pikes,Prickles,Thorn armbands,Spike bands
1609,Which element of punk fashion is a special leather or jeans jacket with patches of the owners favourite rock band on?,music,Kutte,Chucks,Dickie,Kutte,DM
1610,"The famous punk rock hairstyle, in which hair is dyed in bright colours and points straight up, is called by what name?",music,The Mohawk hairstyle,The Shoshone hairstyle,The Navajo hairstyle,The Mohawk hairstyle,The Cheyenne hairstyle
1611,"What term refers to the punk subculture which preaches total abstinence from drugs, alcohol and tobacco?",music,Straight edge,Straight edge,Crust punk,Gothic,Grunge
1612,"The Chuck Taylor All-Stars shoes, produced by Converse and popular in punk rock fashion, were first made in what year?",music,1917,1917,1967,1988,1973
1613,"Which UK thrash metal band coined the term crust, used to define a subgenre of hardcore punk?",music,Hellbastard,Sex Pistols,Madball,Hellbastard,Ramones
1614,"Plain grey flannel t-shirts, simple denim jackets, long undyed hair and ripped jeans are typical of which subculture?",music,Grunge,Crust punk,Straight punk,Emo hardcore,Grunge
1615,What was the name of Sex Pistols manager whose clothing shop in London influenced British punk fashion?,music,Malcolm McLaren,Annabella Lwin,Sid Vicious,Malcolm McLaren,Kurt Cobain
1616,"Advise. Down on 42nd Street You dont tug on Supermans cape and You dont pull the mask off the old Lone Ranger and most of all, you dont mess around with Big Jim Walker.
That is until a country boy from south Alabama named Willy McCoy came looking to get his money back.  What do they call Willy back home in South Alabama?",music,Slim,Mister McCoy,Slim,Willie C,Stagger Lee
1617,"So good night, you Moonlight Ladies croons the singer. Wont you let me go down in my dreams?  Who is told to rockabye?",music,Sweet Baby James,Ode to Billie Joe,"Hey, Jude",Sweet Baby James,The Ballad of Peter Pumpkinhead
1618,"In his song Movin Out, Billy Joel inquires Who needs a house out in Hackensack? Mama if thats moving up, then Im moving out. What is the subtitle of the song?",music,(Anthonys Song),(Simons Song),(Tonys Song),(Anthonys Song),(Hitchs Song)
1619,"He was born in a cross-fire hurricane and howled at my Ma in the drivin rain. But dont worry, Its all right now. In fact, its a gas. Gas! Gas!",music,Jumpin Jack Flash,Bad Bad Leroy Brown,Mack the Knife,Stagger Lee,Jumpin Jack Flash
1620,"I know something is wrong.
Cause Chuck Es in love with the little girl singing this song.
Dont you know
Chuck Es in love, Chuck Es in love
Chucks in love with me.
Who is the little girl singing the song?",music,Rickie Lee Jones,Linda Ronstadt,Emmylou Harris,Rickie Lee Jones,Dolly Parton
1621,"This is a little ditty about two kids growing up in Americas heartland. Who did John Mellencamp warn
Hold on to 16 as long as you can?",music,Jack and Diane,Jack and Diane,Dick and Jane,Chuck and Diane,Frankie and Johnny
1622,On the south side of Chicago lived the baddest man in town. According to Jim Croce Who was badder than old King Kong and meaner than a junkyard dog?,music,Bad Bad Leroy Brown,Charlie Brown,Dont Mess With Jim,Bad Bad Leroy Brown,Stagger Lee
1623,Some people may call this gentleman a Space Cowboy or Gangster of Love. In the song The Joker who says I really love your peaches want to shake your tree?,music,Maurice,Maurice,John,Jimmie Mack,Billie
1624,Monkees member Robert Michael (Mike) Nesmith was independently wealthy because his mother invented what commonly used product?,music,White Out,White Out,Post it Notes,Computer Disks,Scotch Tape
1625,What TV show did The Monkees member Micky Dolenz appear in as a child?,music,The Circus Boy,All in the Family,Route 66,The Circus Boy,The Naked City
1626,What career did The Monkees member David Thomas (Davy) Jones want to take as a child?,music,Jockey,School Teacher,Pro Wrestler,Jockey,Actor
1627,"Which one of these is not an album released by the 1960s band, The Monkees?",music,Gonna Buy Me a Dog,Gonna Buy Me a Dog,Take a Giant Step,The Birds the Bees and the Monkees,Pleasant Valley Sunday
1630,This 50s Broadway musical starring Rosalind Russell was based on the play My Sister Eileen.,music,Wonderful Town,Chicago,The City of Angels,On the Town,Wonderful Town
1631,Mama Morton is a character from this play that has had successful revivals and has been made into an Oscar-winning movie.,music,Chicago,Mama Mia,Chicago,Auntie Mame,Dear World
1632,Elphaba is the lead character in which clever show based loosely on The Wizard of Oz?,music,Wicked,La Cage aux Folles,Follies,Wicked,The Boy From Oz
1633,Charity Valentine is a character in this Bob Fosse hit show which was later made into a somewhat disappointing movie.,music,Sweet Charity,Damn Yankees,The Pajama Game,Sweet Charity,Redhead
1634,In this Ethel Merman show Mr. Goldstone is a minor character but is featured in a rousing number.,music,Gypsy,Wildcat,Mame,Damn Yankees,Gypsy
1635,Miss Gooch is a character in which award-winning Jerry Herman musical based on an earlier play?,music,Mame,Mame,The Jersey Boys,Dear World,Jerrys Girls
1636,Aunt Eller is a character in which Rogers and Hammerstein early show?,music,Oklahoma,Oklahoma,Me and Juliet,Annie Get Your Gun,Nine
1637,"In this musical later made into a movie, Sandy is a major character with very few lines.",music,Annie,The Lion King,West Side Story,Gigi,Annie
1638,Seymour is the leading man in which Broadway hit show based on a movie?,music,Little Shop of Horrors,The Rocky Horror Show,The Boy from Oz,Little Shop of Horrors,Best Little Whorehouse in Texas
1639,Bloody Mary is a native woman who devises very cunning schemes in which Rogers and Hammerstein show?,music,South Pacific,The Goodbye Girl,Little Shop of Horrors,Rocky Horror Show,South Pacific
1640,"Life it seems, will fade away
Drifting further every day
Getting lost within myself
Nothing matters ....",music,no one else,nor yourself,no one else,Im an elf,I cant feel myself
1641,"Hush little baby, dont say a word
And never mind that noise you heard
Its just the beast under your bed,
In your closet, ...",music,in your head,it is dead,it is bad,in your head,start to beg
1642,"Taste me you will see
more is all you need
youre dedicated to
...",music,how Im killing you,how Im feeling you,how youre getting through,self destroying you,how Im killing you
1643,"Im your only true friend now
Theyll betray
Im forever there
Im your dream, make you real
Im your eyes when you must steal
Im your pain ...",music,when you cant feel,in your heel,and you must kneel,when you cant feel,and Im real
1644,"Dream the same thing every night
I see our freedom in my sight
No locked doors, No windows barred
No things to make ...",music,my brain seem scarred,my brain seem scarred,me sweep the yard,me fall apart,me fall into the dark
1645,"What Ive felt
What Ive known
Never shined through in what Ive shown
Never free
Never me
...",music,So I dub the unforgiven,So I dub the unforgiven,Never been the unforgiven,So I feel no need,So now Im the unforgiven
1646,"Let my heart go
Let your son grow
Mama, let my heart go
Or, ...",music,let this heart be still,let my heart feel,let this heart be still,let me kill,let me be real
1647,"I cant remember anything
Cant tell if this is true or dream
Deep down inside i feel to scream
...",music,This terrible silence stops me,I have lost and so has my team,This terrible silence stops me,This pain inside is so extreme,I no longer am supreme
1648,"So close no matter how far
Couldnt be much more from the heart
Forever trusting who we are
...",music,And nothing else matters,And now we are the stars,And nothing else matters,My brain seems scarred,And only this matters
1649,"If I could have my wasted days back
Would I use them to get back on track?
Stop to warm at karmas burning
Or look ahead, but ...",music,keep on turning,keep on learning,still have yearnings,still not turning,keep on turning
1650,"In the 2004 movie The Phantom of the Opera, the Phantom and Raoul had a sword fight. This replaced what event from the play?",music,The Phantom shot fireballs at Raoul.,Christine going to her fathers grave.,The Phantom shot fireballs at Raoul.,There was a sword fight in the play too.,Raoul shot fireballs at the Phantom.
1652,"The Punjab lasso, mentioned in the novel The Phantom of the Opera is made from what?",music,Cat gut,Rope,Cat gut,Hair,Flesh soaked in blood
1653,What character from the book The Phantom of the Opera does not appear in the play and in the movie?,music,The Persian,The Persian,The Siren,The Acrobat,The Viscount
1654,"In the novel The Phantom of the Opera, the masquerade is referred to as what?",music,Masked Ball,Masquerade,Hidden Gala,Masked Ball,Costume Party
1655,What are the Phantoms initials in the book The Phantom of the Opera?,music,O. G.,M. E.,P. O.,O. G.,A. P.
1656,"In the novel The Phantom of the Opera, Christine must choose between which of the following?",music,Grasshopper and Scorpion,Grasshopper and Scorpion,Door and Window,Fate and Destiny,Music and Love
1657,"What slight difference is there between the fictional character Meg, described in the book The Phantom of the Opera and the character Meg in the movie?",music,Her hair color,Her role in the Opera House,Her mother,Her hair color,Her relationship with the opera managers
1658,What song does the wind-up monkey box play in the movie The Phantom of the Opera?,music,Masquerade,All I Ask of You,Masquerade,Angel of Music,Phantom of the Opera
1659,"In the novel The Phantom of the Opera, what does the Phantom sometimes wear in order to look more normal?",music,A fake nose,A second mask,A full body suit,A fake nose,A wig
1661,"In The Phantom of the Opera, when the managers hear Christines full name (Christine Daae), what do they ask about her?",music,About her relatives,About her relatives,About a played she had starred in earlier in her life,About her retiring,About her nationality
1662,"Who performed the songs Janies Got A Gun, Dream On, Crazy, Walk This Way?",music,Aerosmith,Aerosmith,Poison,Led Zeppelin,AC/ DC
1663,"What band performed Free Bird, That Smell, Gimme Back My Bullets, Sweet Home Alabama?",music,Lynyrd Skynyrd,Aerosmith,Lynyrd Skynyrd,Led Zeppelin,Jethro Tull
1664,"Who recorded Dancing in the Dark, Streets of Philadelphia, The Rising, Born in the U.S.A.?",music,Bruce Springsteen,Heart,Bob Seger,Guns n Roses,Bruce Springsteen
1665,"Who recorded Listen To Her Heart, Dont Do Me Like That, Refugee, Mary Janes Last Dance?",music,Tom Petty and The Heartbreakers,Poison,Tom Petty and The Heartbreakers,The Eagles,Pat Benatar
1666,"Who recorded Love Is a Battlefield, Hit Me with Your Best Shot, Heartbreaker, Invincible?",music,Pat Benatar,Joan Jett  the Blackhearts,Heart,Pat Benatar,Blondie
1667,"Who performed Bungle in the Jungle, Skating Away, Farm on the Freeway, Steel Monkey?",music,Jethro Tull,Creedance Clearwater Revival,Genesis,Jethro Tull,Dire Straits
1668,"Who recorded Night Moves, Turn the Page, Like a Rock, Old Time Rock and Roll?",music,Bob Seger,Dire Straits,Metallica,Bruce Springsteen,Bob Seger
1669,"What band performed Shine On You Crazy Diamond, Wish You Were Here, Comfortably Numb, Another Brick in the Wall?",music,Pink Floyd,Genesis,Pink Floyd,Led Zeppelin,The Doors
1670,"Who performed Sultans of Swing, Walk of Life, Romeo and Juliet, Money for Nothing?",music,Dire Straits,Bruce Springsteen,Bob Seger,Creedance Clearwater Revival,Dire Straits
1671,"Who performed Runnin with the Devil, Panama, Ill Wait, Hot for Teacher?",music,Van Halen,Poison,Van Halen,MÃ¶tley CrÃ¼e,KISS
1672,Lt. Joe Cable of the U.S. Marine Corps is the handsome young Marine stationed on an island in a Japanese-controlled territory in which long-running show of the 50s-60âs?,music,South Pacific,South Pacific,How the West Was Won,Breakfast at Tiffanys,Gentleman Prefer Blondes
1673,Madame Zsa-Zsa is the female lead in which Jerry Herman hit of the 80s?,music,La Cage aux Folles,Wicked,The Boy from Oz,Nine,La Cage aux Folles
1674,Frank Butler is the male lead in which Berlin show of the 50s?,music,Annie Get Your Gun,Fosse,Nine,Annie Get Your Gun,Sweet Charity
1675,Old Deuteronomy is a wise old character in which long-running show suitable for children of all ages?,music,Cats,The Lion King,Youre a Good Man Charlie Brown,Into the Woods,Cats
1676,Anita is the best friend of the female lead in which musical that was later transformed into an award-winning movie musical?,music,West Side Story,Dear World,West Side Story,Cabaret,Mame
1677,Which show actually written by Patrick Dennis also features him as one of the lead characters?,music,Mame,Rent,Mame,Hello Dolly,Nine
1678,Sky Materson is a character from this Frank Lessor play of the 50s and 60s that has had many revivals.,music,Guys and Dolls,The Student Prince,Words and Music,The Boys from Syracuse,Guys and Dolls
