,question,category,answer,choices/0,choices/1,choices/2,choices/3
233,At what location does the PS2 role-playing game Final Fantasy X start?,video-games,Zanarkand,Zanarkand,Mt. Gagazet,Besaid,Kilika
234,Which other team member do you meet first in the PS2 game Final Fantasy X?,video-games,Auron,Rikku,Kimhari,Auron,Yuna
235,"In Final Fantasy X, where does Yuna perform her first Sending?",video-games,Kilika,Kilika,Besaid,Djos̩,Home
237,Which of these is not a blitzball team from the PS2 game Final Fantasy X?,video-games,Ronso Rovers,Guado Glories,Besiad Aurochs,Ronso Rovers,Luca Goers
238,"In Final Fantasy X, where do you get each of the following aeons respectively: Ifrit, Shiva, Yojimbo, Valefor, Magus Sisters, Ixion?",video-games,"Kilika, Macalania, Calm Lands, Besaid, Requiem, Djose","Djose, Requiem, Besaid, Macalania, Calm Lands, Kilika","Kilika, Macalania, Calm Lands, Besaid, Requiem, Djose","Macalania, Kilika, Calm Lands, Gagazet, Requiem, Djose.","Kilika, Djose, Calm Lands, Requiem, Besiad, Macalania"
239,Where is Maester Seymour the final time you have to fight him in the PS2 role-playing game Final Fantasy X?,video-games,In the Sea of Sorrows inside Sin,On top of Mt. Gagazet,On the Highroad in Bevelle,Outside Besaid,In the Sea of Sorrows inside Sin
240,"According to Final Fantasy X, what does this sentence in the Al Bhed language translate to: Xna ehi ayo degurk e wouj?",video-games,Why are you taking a quiz?,How can you ignore a call?,Did you see Tidus swim?,Why not see snakes a rule!,Why are you taking a quiz?
241,"In Yunas speech at the end of Final Fantasy X, what phrase is an almost direct reference to Tidus?",video-games,The dreams that have faded,The friends who have gone,Stand by your friends,The dreams that have faded,Life is a game of blitzball
242,What does Sarias Song do in Legend of Zelda Ocarina of Time?,video-games,Enables you to talk to Saria,Enables you to fly,Teleports you to the Hyrule Castle,Teleports you anywhere,Enables you to talk to Saria
248,Where can you find the Spiritual Gem of Water in Legend of Zelda and the Ocarina of Time?,video-games,Zoras Domain,Deku Tree,Zoras Domain,Death Moutain,Sky World
249,What game console is the strategy video game Thrillville available on?,video-games,Xbox/PSP/PS2,DS/Gamecube/PS3,Xbox/PSP/PS2,PSP/PS3/PS2,PS3/PS2/DS
252,"In the simulation and strategy Thrillville, what is the best way to increase your attraction meter?",video-games,Play the flirt mini-game,Play the flirt mini-game,Talk with the person,A challenge the person to a mini-game off,Ride rides together
257,Who are the people that save the gang from Tabuu in Super Smash Bros. Brawl?,video-games,"Ness, King Dedede, Luigi, Kirby","Ness, King Dedede, Luigi, Kirby","Mario, Luigi, Pit, Bowser",Nobody saves them.,"R.O.B., Lucario, Snake"
258,How many rooms are there in the Great Maze in Super Smash Bros. Brawl?,video-games,40,There is no great maze.,126,999999,40
259,What character from Super Smash Bros. Brawl was not in Super Smash Bros. Melee?,video-games,Ike,Pikachu,Falco,Link,Ike
260,"Including the Melee Pokemon Stadium, how many stadiums in Super Smash Bros. Brawl are related to Pokemon?",video-games,3,2,6,1,3
261,What is the function of the the Astral Amulet in the computer game Chrono Cross?,video-games,Serves as a key to open  dimension ports to other worlds,Serves as a key to open  dimension ports to other worlds,To see the future,Makes you invisible,Upgrades your weapons
262,"In the computer game Chrono Cross, the water dragon gives you what ability?",video-games,Ice Breath,Ice Breath,Fire attack,Blizzard storm,Water attack
263,Who made the following statement in the game Chrono Cross: I love you so much... That is why I sometimes desire to smash you to bits!!!?,video-games,Fate,Fate,Kid,Lynx,Sarge
264,Which of these songs from the Chrono Cross soundtrack is on the sound clip?,video-games,Radical Dreamers,Garden of the Gods,Radical Dreamers,Frozen Flame,Dream of  the Shore Near Another World
265,"Which Chrono Cross character delivered the following words: In your eyes, I perceive both the look of a beauty  and the look of a beast.?",video-games,Fortune Teller,Harle,Kid,Fortune Teller,Serge
266,Listen to the sound clip and name the song from the Chrono Cross soundtrack.,video-games,Dreamwatch of time,Dreamwatch of time,Radical Dreamers,Time Scar,Dragon Knight
268,What type of Pokemon is Sableye?,video-games,Ghost dark,Ghost,Ghost dark,Ghost psychic,Ghost poison
269,What type of Pokemon is Tyranitar?,video-games,Rock dark,Rock dark,Ground dark,Ground,Ground rock
276,Name the RuneScape character who is the duke of Lumberidge.,video-games,Horacio,Horacio,Haracio,Roald,Royald
279,"In the game RuneScape, wearing Zamorack armour requires this level.",video-games,40,50,40,35,99
280,"At the start of the RPG game Final Fantasy VIII, which characters are shown in the opening movie?",video-games,"Squall, Seifer, Rinoa, Edea","Squall, Seifer, Rinoa, Edea","Squall, Rinoa","Squall, Seifer, Quistis","Zell, Selphie, Squall"
281,What is inside the lamp given to you by Headmaster Cid before your first official SEED mission in the role-playing game Final Fantasy VIII?,video-games,Diablos,Ethers,Ifrit,Potions,Diablos
282,"In Final Fantasy VIII, what is Seifers romantic dream?",video-games,To be Edeas knight,To be Edeas knight,To marry Selphie,To date Rinoa,To go on holiday with Ade
284,What did Squall say to the torturer in D-District Prison about SEED in Final Fantasy VIII?,video-games,They want to plant flowers and then invade the countries.,They want to kill as many Galbadians as possible.,They want to nuke the planet and fly to a sanctuary.,They want to plant flowers and then invade the countries.,They want to master as many GFs as possible.
285,"Which two characters played Rock, Paper, Scissors in the role-playing game Final Fantasy VIII?",video-games,The Brothers,Seifer and Squall,Adel and Edea,The Brothers,Squall and Zell
286,"In the last fight of the role-playing game Final Fantasy VIII, who does Ultimecia summon?",video-games,Griever,None of these,Rinoa,Ultima Weapon,Griever
289,Which of these is not included in the game Animal Crossing?,video-games,A barbers shop.,A tailors shop,A dump,A museum,A barbers shop.
293,What can you have in your house in the game Animal Crossing?,video-games,A basement,Rats,A mailbox,A roller-coaster,A basement
296,"In Runescape, what creature lives in the basement of Draynor Manor?",video-games,a vampire,a vampire,a witch,a werewolf,a zombie
297,What is the highest level your character can go up to in the Runescape game for non-members?,video-games,126,99,126,113,It never ends
299,What fruit grows on Karmaja in the Runescape video game?,video-games,bananas,peaches,oranges,apples,bananas
300,What item do you obtain from the 2006 Runescape Christmas Special?,video-games,a reindeer hat,a pair of Santas magical boots,a reindeer hat,a Santa hat,a polar bear suit
305,"Which of these anime characters can use the technique, known as Rasengan?",video-games,Naruto,Kakashi,Lee,Tenten,Naruto
306,What did anime character Sasuke say when he received the cursed seal?,video-games,Im an avenger.,Ill destroy your whole clan.,Im an avenger.,With this power Ill brake every bone in your body.,You are dead.
308,What is Narutos favorite food?,video-games,ramen,tomatoes,pizza,brocoli,ramen
309,Who taught Sasuke the Chidori technique in the Naruto series?,video-games,Kakashi,Naruto,Itachi,Kakashi,Orochimaru
310,What technique in the Naruto series was created by Kakashi?,video-games,Chidori,Primary lotus,Rasengan,Leaf whirlwind,Chidori
311,What does Naruto dream of being in the self-titled anime series?,video-games,hokage,hokage,real estate salesman,singer,a pizza man
312,What Naruto character was initially infatuated with Sasuke?,video-games,Sakura,Ino,None of these,Sakura,Hinata
313,You get the P90 weapon at what level in Call of Duty 4?,video-games,40,37,43,34,40
314,How many different weapons are there in Call of Duty 4?,video-games,29,30,29,17,22
318,How many skins for the weapons are there in Call of Duty 4?,video-games,6,5,6,3,1
320,Which of these is not a stage in the first game of Banjo and Kazooie for Nintendo 64?,video-games,Cloud Cuckooland,Gobis Valley,Mumbos Mountain,Cloud Cuckooland,Freezeezy Peak
321,"In the adventure video game Banjo-Kazooie, how many turtles are in Tiptups choir?",video-games,6,7,6,5,8
322,"In Gobis Valley from the Banjo-Kazooie adventure video game, how many notes are there in front of the door that you ride the magic carpet to?",video-games,5,3,5,9,7
327,Complete the title of the 2nd quest in Act III of the computer game Diablo II:  Blade of the _____ Religion.,video-games,Old,New,Lost,Old,Found
328,"In the third quest of Act III in Diablo II, how many items must be retrieved?",video-games,4,4,1,5,2
329,"Who must you talk to, in order to activate the Lam Esens Tome quest in the computer game Diablo II?",video-games,Alkor,Asheara,Ormus,Deckard Cain,Alkor
330,"The 5th quest in Act III of Diablo II is activated by Ormus, only if you are able to find this place.",video-games,Travincal,Kurast Bazaar,Durance of Hate,Upper Kurast,Travincal
331,What boss must be fought in the last quest in Act III of the computer game Diablo II?,video-games,Mephisto,Andariel,Diablo,Baal,Mephisto
332,What reward will you receive upon completing the first quest in Act IV of the game Diablo II?,video-games,Two skill points,Free repair,Two skill points,Free potions,Two points in your attributes
333,You must talk to this person in order to activate your 2nd quest in Act IV of the computer game Diablo II.,video-games,Deckard Cain,Tyrael,Halbu,Jamella,Deckard Cain
334,What is the title of the last quest in Act IV of the computer game Diablo II?,video-games,Terrors End,Diablo: Lord of Terror,Revenge,Terrors End,Restoration of Goodness
335,"Which one of these songs is NOT in the final section of Guitar Hero III, Lous Inferno?",video-games,Stricken,Stricken,Raining Blood,One,The Number of the Beast
337,What song is unlocked after beating Tom Morello in a guitar battle in the video game Guitar Hero III?,video-games,Bulls on Parade,Bulls on Parade,She Bangs the Drums,Schools out,Slow Ride
338,"After you beat Guitar Hero III on Expert, you are informed that you can really test your skill by doing this.",video-games,playing Expert in Precision Mode,playing Expert in Precision Mode,playing people online,trying to get 5 stars on every song,battling against a friend
339,On what date was the release of Call of Duty 4: Modern Warfare announced?,video-games,"April 25, 2007","April 25, 2007","March 10, 2007","June 30, 2007","June 22, 2007"
340,How many times can a player trade in their levels at prestige mode in the first-person shooter Call of Duty 4?,video-games,10,11,9,10,12
344,Who do you have to talk in order to receive your first quest after creating a character in the game Diablo II?,video-games,Akara,Kashya,Akara,Warriv,Charsi
345,What is the 2nd quest in the first chapter of the computer game Diablo II?,video-games,Sisters Burial Grounds,The Forgotten Tower,Sisters Burial Grounds,Den of Evil,The Search for Cain
346,Who must be rescued in the third quest of the game Diablo II?,video-games,Deckard Cain,Deckard Cain,Raven,Gheed,Flavie
347,What must be retrieved in the fifth quest of the first act of the computer game Diablo II?,video-games,Horadric Malus,Horadric Headpiece,Horadric Staff,Horadric Cube,Horadric Malus
348,What is the last quest in Chapter I of the computer game Diablo II?,video-games,Sisters to the Slaughter,Sisters to the Slaughter,Fathers to the Slaughter,Brothers to the Slaughter,Mothers to the Slaughter
349,Who must be defeated in the first quest of the second chapter of the computer game Diablo II?,video-games,Radament,Radament,Duriel,Tal Rasha,Summoner
350,"Which item must be formed, to succeed in the second quest of Chapter II of the computer game Diablo II?",video-games,Horadric Staff,Horadric Malus,Horadric Shaft,Horadric Headpiece,Horadric Staff
351,What is your objective of the 4th quest of Chapter II in the game Diablo II?,video-games,to get the Journal,to kill the Summoner,to kill all monsters in the Arcane Sanctuary,to open the portal to the Kurast Docks,to get the Journal
352,Who must be killed in the 5th quest in Chapter II of  Diablo II?,video-games,Summoner,Hell Clan,Summoner,Ghoul Lord,Specter
353,Who must be saved in the last quest in Chapter II (The Seven Tombs) of the computer game Diablo II?,video-games,Tyrael,Tyrael,Ormus,Jamella,Halbu
354,Name Master Chiefs partners in the video game Halo 1.,video-games,Green Horns,Alienators,Alien Hunters,Green Toads,Green Horns
355,Name the aliens with the shields in the game Halo 1.,video-games,Jackals,Hunters,Jackals,Grunts,Elites
357,What is the name of the Halo 1 aliens with plasma cannons?,video-games,Hunters,Hunters,Grunts,Elites,Jackals
358,What are the smallest aliens you face in the video game Halo 1?,video-games,Grunts,Jackals,Hunters,Elites,Grunts
359,These aliens are the protectors of halo in the video game Halo 1.,video-games,Elites,Jackals,Hunters,Elites,Grunts
361,What is the name of Samus enemies common to nearly every Metroid video game,video-games,Space Pirates,Space Pirates,The Federation,The Chozo,X Parasites
362,What is the name of the suit Samus starts out with in almost every Metroid video game?,video-games,Varia Suit,Power Suit,Gravity Suit,Varia Suit,Phazon Suit
363,What word is always attached to the names of the shots that come from Samus arm-mounted gun in the Metroid video game?,video-games,Beam,Beam,Rocket,Gun,Launcher
364,What type of character is Samus from the Metroid video game?,video-games,Human Female,Chozo Male,Human Male,Luminoth Female,Human Female
365,"In the Metroid video game, what is Samus profession?",video-games,Bounty Hunter,Professional Collector,Soldier,Pirate,Bounty Hunter
366,What special abilities are unique to Metroids in the video game series Metroid?,video-games,They can suck out your life energy.,They can suck out your life energy.,They can kill by physical contact.,They can create lifelike illusions.,They can kill by eye contact.
367,Which of these is not an upgrade Samus receives in the Metroid game series?,video-games,Grenade Launcher,Grenade Launcher,Morph Ball,Missile Launcher,Grapple Beam
368,"In the Metroid video game series, what species created the suit and most of the upgrades available to Samus?",video-games,The Chozo,The Lords of Science,The Chozo,The Luminoth,The X
369,Which of these is not an ability available to Samus while in Morph Ball Mode of the Metroid video game?,video-games,Phazon Bomb,Phazon Bomb,Bomb,Power Bomb,Boost Ball
370,"Naruto was first published in 1999, in this magazine.",video-games,Weekly Shonen Jump,Weekly Shonen Run,Weekly Shonen Jump,Monthly Shonen Jump,None of these
371,Who is the only female Akatsuki member in the Naruto manga series?,video-games,Konan,Jugo,Madara,Kanan,Konan
372,Who is the first ninja recruited for the fictional team Hawk?,video-games,Suigetsu Hozuki,Suigetsu Hozuki,Shunsuke Sakuya,Sasuke Uchiha,Akeno Watanabe
373,Namikaze Sateraito is the opening song for the first 22 episodes of which Naruto season?,video-games,1,1,7,6,8
374,Orochimarus Curse is the title of which volume of the Naruto manga?,video-games,7,5,6,7,4
376,What can you wield after the Monkey Madness Quest in RuneScape?,video-games,Dragon Scimitar,Dragon Scimitar,Dragon Spear,Dragon Halberd,Dragon Longsword
378,Which of the following RuneScape defence armors is the best?,video-games,Veracs (full),Dragon (full),Guthans (full),Dharoks (full),Veracs (full)
379,When was the first version of RuneScape released to the public?,video-games,January 4th 2001,"July 4th, 2003",Febuary 8th 1998,January 4th 2001,June 5th 2001
382,What was RuneScape originally named?,video-games,DeviousMUD,DeviousMUD,Runeworld,DeviousWOF,RuneLand
383,What is the name of the evil god in RunesSape whose rival is Saradomin?,video-games,Zamorak,Guthan,Guthix,Dharok,Zamorak
385,What weapon do you wield after the Regicide Quest in RuneScape?,video-games,Dragon hally,Dragon hally,Flaming sword of death,Dragon longsword,Dagon scimitar
386,"Ash Ketchum, the main protagonist in the Pok̩mon anime, is loosely based on what other character?",video-games,Red,Blue,Green,Red,Yellow
387,In what way can you evolve the Pokemon Gilgar into Gliscor in the Diamond and Pearl Pokemon series for Nintendo DS?,video-games,none of these,none of these,train it at night,Trade it while holding a razor fang,trade it
389,Which of the following is not a game in The Last Half of Darkness series?,video-games,The Last Half of Darkness: New Ways to Die,The Last Half of Darkness 3,The Last Half of Darkness: Shadows of the Servants,The Last Half of Darkness VGA,The Last Half of Darkness: New Ways to Die
390,Which of these is not the title of an actual PC game?,video-games,Last Warrior of Orion,Power Rangers Time Force,Last Warrior of Orion,Master of Magic,Archon Ultra
391,Which of the following is part of the game Archon Ultra?,video-games,Valkyrie,Valkyrie,Black Knight,Witch,Orc
393,Which of these horror movie based games isnt a PC game?,video-games,Blade,The Mist,Alien Trilogy,Blade,Clive Barkers Undying
394,Which of these games was not developed by New World Computing?,video-games,X-COM: UFO Defense,Heroes of Might and Magic,Planets Edge,Might and Magic,X-COM: UFO Defense
395,Which of the following is not an adventure game?,video-games,Raptor: Call of the Shadows,Dragon Lore: The Legend Begins,Raptor: Call of the Shadows,The Nine Lives of the Secret Agent Katt,7th Guest
396,What type of game is Power Rangers Time Force?,video-games,All of these,All of these,3D Action game,Mini-game collection,2D Side-scroller
397,Who created the game Last Half of Darkness?,video-games,William R. Fisher III,Brian Moriarty,Bill Gates,William R. Fisher III,Roberta Williams
398,Which of the following is not a real role-playing game?,video-games,Last Guardian,Albion,Dungeon Master,Last Guardian,Bloodnet
399,What is the name of the evil dragon in RuneScape that players have to kill in the Dragon Slayer quest?,video-games,Elvarg,Elvarg,Delrith,Hector,Verac
400,"In the RuneScape game, on the Construction Skillcape emote, the character performing the emote does which of the following?",video-games,Builds a small house around himself,Builds a small house around himself,Hammers down nails on a board,Makes a workbench with a saw,Builds a bridge
404,What was the reward in RuneScapes 2008 Easter Seasonal Event?,video-games,a chocatrice cape that turns you into a wrapped egg,a chocolate sword that you can eat off of 3 times a day healing 10hp,a chocatrice cape that turns you into a wrapped egg,Easter bunny ears that make your speed increase,a giant cookie
406,"To start the Demon Slayer Quest in RuneScape, you must talk to which one of these?",video-games,The Gypsy,a dwarf,The Gypsy,Sir Vyrinn,The duke of Lumbridge
407,In what RuneScape quest do you have to use a friend from the opposite gang?,video-games,Shield of Arrav,Dragon Slayer,Shield of Arrav,Vampire Slayer,Romeo and Juliet
408,"In the game Super Mario Kart, how many coins do you receive for placing 1st in a single race?",video-games,9,15,9,10,12
410,"In the game Super Mario Kart, what does the mushroom item do to the racer?",video-games,gives the racer a short burst of speed,poisons the racer so they cant steer correctly,gives the racer a short burst of speed,makes the racer large to run over other racers,slows the racer so they dont go as fast
411,"All of the following cups are in the game Super Mario Kart, except which one of these?",video-games,Lightning cup,Star cup,Mushroom cup,Special cup,Lightning cup
413,"In the Flower cup, in the game Super Mario Kart, on which track do you start?",video-games,Choco Island,Donut Plains 2,Choco Island,Koopa Beach 1,Mario Circuit 1
416,"All of the following are items used in the game Super Mario Kart, for the Super NES, except which one of the following?",video-games,blue shell,coins,banana peel,ghost,blue shell
417,"On the Nintendo 64 version of Mario Kart, Wario replaced which of the following playable characters from the Super NES version?",video-games,Koopa Troopa,Princess Peach,Koopa Troopa,Donkey Kong,Yoshi
419,How many of the following Power Rangers games are for PC: Power Rangers; Power Rangers: Lightspeed Rescue; Power Rangers: Super Legends; Power Rangers Zeo Versus the Machine Empire; Power Rangers: Ninja Storm Double Pack?,video-games,5,5,4,2,1
420,"Excluding collections, how many Might and Magic games were released from 1986 to 2002?",video-games,11,11,9,10,7
421,"In Might and Magic 8, which of these classes are unselectable for the main character?",video-games,Dragon,Vampire,Dark Elf,Knight,Dragon
423,In which of these games does the player take the role of Kirt?,video-games,Shadowcaster,Marvel: Ultimate Alliance,Quest for Glory,Freedom Force,Shadowcaster
424,Which of these games is rogue-like?,video-games,Ancient Domains of Mystery,Neverwinter Nights,Baldurs Gate,The Elder Scrolls 4 Obvilion,Ancient Domains of Mystery
425,How many races are there in Star Wars: Galactic Battlegrounds? (With expansion),video-games,8,12,7,8,6
426,What do you transform into in stage 4 of Altered Beast?,video-games,Weretiger,Werewolf,Werebear,Weredragon,Weretiger
427,Which of these games isnt an action/adventure hybrid?,video-games,Grand Theft Auto,Grand Theft Auto,Kings Quest: Mask of Eternity,The Nine Lives of the Secret Agent Katt,The Adventures of Maddog Williams
428,Who is the protagonist of the PC game Blood?,video-games,Caleb,Ellen Ripley,Hugo,Blake Stone,Caleb
429,Which of these isnt a game from the Hugo series?,video-games,Hugos Castle of Death,Hugos Castle of Death,Hugos House of Horror,Nightmare 3D,Whodunit?
430,Name the odd game.,video-games,Archon,The Terminator,Doom,Twilight 2000,Archon
431,Which of these games was not developed by Blizzard?,video-games,Hammer of the Gods,Blackthrone,Diablo,The Lost Vikings,Hammer of the Gods
432,Which of these games was developed by New World Computing?,video-games,Planets Edge,Pizza Tycoon,Planets Edge,Blackthrone,One Must Fall 2097
433,Which of these isnt a Sega collection for PC?,video-games,Sega Genesis Collection,Sega Genesis Collection,Sonic 3 and Knuckles,Sega Smash Pack,Sonic Adventure DX: Directors Cut
434,"In the Nancy Drew conputer games, Nancy Drews trusty sidekicks are cousins George Fayne and this slightly plump blonde.",video-games,Bess,Jenny,Beth,Bess,Tess
435,These two detective brothers appear several times in the Nancy Drew computer games to help Nancy solve mysteries.,video-games,Frank and Joe,Frank and Joe,Frank and Moe,Fred and Joseph,None of these
436,What was the very first Nancy Drew computer game?,video-games,Secrets Can Kill,Treasure in the Royal Tower,Secrets Can Kill,Message in a Haunted Mansion,Secret of the Old Clock
437,What did Nancy Drew find along with a message in the computer game Message in a Haunted Mansion?,video-games,A shark tooth,A piece of glass,A bat wing,She did not find anything along with the note.,A shark tooth
438,In which of these computer games did Nancy Drew wake up in the middle of the night because of a nightmare?,video-games,Ghost of Blackmoor Manor,Creature of Kapu Cave,Secrets Can Kill,She never had a nightmare.,Ghost of Blackmoor Manor
439,"Which of these characters appears in the Nancy Drew computer game Lights, Camera, Curses!?",video-games,Molly McOwens,Rick Arlen,None of these,Molly McOwens,Sally McDonald
440,"In the computer game Warnings at Waverly Academy, what was pictured on Nancy Drews cabin door?",video-games,"Mr. Mingles, the cat","Mr. Mingles, the cat",A butterfly with you and your roommates names in it,it was blank,The Waverly Academy crow
441,"Rick Arlen is known as an arrogant television star from Stay Tuned for Danger, but his picture appears in what place in another Nancy Drew game?",video-games,In a briefcase,His picture never appears in another game,In a briefcase,In a bottle,In a bedside picture frame
444,"In the Nancy Drew computer game Ghost Dogs of Moon Lake, what is the rangers last name?",video-games,Smith,Smith,Wilkinson,Madison,His last name was never revealed
445,"When you first start Wonderland Online, where do you find yourself?",video-games,On a ship,On a ship,On an island,On a dock,In a volcano
446,"When your raft gets washed up, what is the place it lands (for the first time) in the game Wonderland Online?",video-games,Starter Beach,Beginners Island,Tutorial Ridge,Starter Beach,Newbie Point
447,Which one of these is not a jelly monster you can find on North Island in the game Wonderland Online?,video-games,Pear,Pineapple,Pear,Kiwi,Grape
448,"In Wonderland Online, which of these makes your level go up?",video-games,Killing monsters,Killing monsters,Fishing,Setting up shops,Compounding items
451,What game starts when you talk to some fierce rabbits at Kelan Village in Wonderland Online?,video-games,Reaction,Operation,Situation,Conversation,Reaction
452,What does a mermaid at North Island ask you to fetch for her as a quest in the game Wonderland Online?,video-games,A shell,Her true love,Her will,A message in a bottle,A shell
453,How many characters in Super Smash Bros Brawl have the Final Smash Attack of Landmaster?,video-games,3,none,3,2,4
454,How many characters are there at the beginning of Super Smash Bros Brawl?,video-games,20,19,15,21,20
455,How many Super Smash Bros Brawl characters have 2+ characters in their team?,video-games,5,6,5,4,3
456,How many bosses are there in Subspace Emissary in Super Smash Bros Brawl?,video-games,8,10,9,8,5
457,What are the bosses in the first Metroid game?,video-games,"Ridley, Kraid, Mother Brain","Alpha Metroid, Gamma Metroid, Zeta Metroid, Omega Metroid, Queen Metroid","Ridley, Mother Brain, Queen Metroid","Ridley, Kraid, Mother Brain","Ridley, Kraid, Queen Metroid"
458,Chronologically what is the last boss Samus has faced in the Metroid series?,video-games,Omega Metroid,Omega Metroid,Queen Metroid,Mother Brain,Aurora Unit 313
459,In Metroid Prime 3: Corruption Samus fights Meta Ridley while falling down which of the following?,video-games,Generator Shaft,Elevator Shaft,Generator Shaft,Ventilation System,Garbage Disposal
460,Why is Phatoons eye his weak point in the Metroid series?,video-games,His eye is the only thing that connects him to the material world.,He will run away if blinded.,His eye is the only thing that connects him to the material world.,His eye is his only weapon.,It is unknown.
461,The Pinnacle of Project Helix is what kind of Phazon Infused Space Pirate?,video-games,Omega Pirate,Berserker Lord,Berserker Knight,Omega Pirate,Elite Pirate
464,What is Nightmares main weapon in the Metroid series?,video-games,Multi-laser system,Gravity Manipultain Device,Phazon Cannons,The ability to create hallucinations,Multi-laser system
466,Where does the first game of the Crysis series take place?,video-games,Lingshan Islands,Mars,Caribbean Islands,Lingshan Islands,North Korea
467,"Of the Crysis characters below, who is not a member of Raptor Team?",video-games,Alcatraz,Psycho,Alcatraz,Aztec,Prophet
468,What Crysis character founded C.E.L.L?,video-games,Jacob Hargreave,Jacob Hargreave,Dr. Gould,Tara Strickland,Major Lockhart
469,Which city is not a Ceph point of interest in the Crysis game series?,video-games,Paris,London,Paris,Cairo,Hawaii
471,What is the Typhoons Rate of Fire in the Crysis games?,video-games,500 Rounds Per second,500 Rounds per minute,720 Rounds per second,"None, the Typhoon fires a beam that you must focus on the target",500 Rounds Per second
475,What year was Crysis character Jacob Hargreave born?,video-games,1896,1967,1896,2001,1919
476,Which map is considered as a remake of the much loved Halo 3 map Valhalla?,video-games,Ragnarok,Exile,Haven,Vortex,Ragnarok
478,What are the only two weapons you can use in Grifball in Halo 4 Multiplayer?,video-games,Gravity Hammer and Energy Sword,Gravity Hammer and Energy Sword,Sniper Rifle and Binary Rifle,Rocket Launcher and Incinerator Canon,Storm Rifle and Supressor
479,What is the award you get for infecting every player in Flood mode in Halo 4 Multiplayer?,video-games,Gravemind,Hunter,Gravemind,Floodifier,Flood Master
482,On what ship does the Halo 4 Multiplayer take place?,video-games,UNSC Infinity,UNSC Pillar of Autumn,UNSC Infinity,UNSC Spirit of Fire,None
484,What is the Promethean pistol called in Halo 4?,video-games,Boltshot,Hardlight Pistol,Plasma Pistol,Light Pistol,Boltshot
485,Which armor ability allows the user to see through walls in Halo 4?,video-games,Promethean Vision,Advanced Vision googles,Promethean Vision,X-ray Vision,Heat Scanner
486,What happens when you die in the 2006 Runescape Halloween Event?,video-games,The Grim Reaper comes to claim your body.,You burst into flames of different colors.,The Grim Reaper comes to claim your body.,Saradomin reincarnates your body after you die.,nothing
490,When were Runescape Bots introduced?,video-games,January 2001,September 2001,January 2001,May 1997,January 1997
491,How many sub-quests are there in the quest Recipe for Disaster?,video-games,10,six,91,5,10
492,"The King Black Dragon was the highest level monster in Runescape until 7 September 2004, when it was replaced by which of the following?",video-games,The Kalphite Queen,Mithril Dragon,Dust Devil,None of these,The Kalphite Queen
495,Which of these RuneScape weapons is the most powerful?,video-games,Ahrims staff,Ancient staff,Sardomin staff,Iban staff,Ahrims staff
496,Which of these is the best type of RuneScape weapon for non members?,video-games,Dragon,Rune,Granite,Barrow,Dragon
497,Which of these RuneScape quests is the most difficult?,video-games,Monkey Madness,Final Showdown of Death,Prince Ali Rescue,Monkey Madness,Dragon Slayer
501,Which of the following is not a place in RuneScape?,video-games,Duel Wars,Bounty Hunter,Duel Wars,Castle Wars,Clan Wars
502,Name the female character and one of the four survivors in LFD1.,video-games,Zoey,Marylin,Zoey,Roxanne,Mimi
503,What is the main difference between LFD1 and LFD2 in regard to use of weapons?,video-games,In LFD1 there are no melee weapons like the ax or the machete.,In LFD2 you can use a flame thrower.,In LFD1 there are no melee weapons like the ax or the machete.,In LFD1 there are no pipe bombs.,In LFD2 you can throw hand grenades.
507,Name the fictional government agency or organization that was supposed to fight the infection and evacuate people from infected areas in LFD.,video-games,CEDA,CEDA,UNSC,PETA,USAA
508,In LFD2 the Parish campaign takes place in this city.,video-games,New Orleans,Savannah,Miami,Atlanta,New Orleans
509,What is the name of fictional band featured in LFD2?,video-games,The Midnight Riders,The Runarounds,The Rockabillies,Stagnant Water,The Midnight Riders
510,What pestilence or disease caused people to turn into zombies and deformed some of them into super mutants in LFD?,video-games,The green flu,Swines disease,The mutant virus,Nuclear malaria,The green flu
511,What is the name of the race car driver encountered in the Dead Center campaign of LFD2?,video-games,Jimmy Gibbs Jr.,Hank Buffet,Speedy Weedy,Jimmy Gibbs Jr.,Herb Gonzales
512,In LFD1 the achievement known as Do Not Disturb is awarded for which of the following?,video-games,Sneaking past all Witches in a campaign without disturbing one,Not interrupting a fellow survivor when he is busy shooting at one of the zombies,Not waking up your fellow survivors while they are sleeping in the safehouse,Not disturbing a zombie while its eating someone,Sneaking past all Witches in a campaign without disturbing one
513,In LFD2 the achievement known as the CHAIN OF COMMAND is awarded for which of the following?,video-games,Killing 100 Common Infected with the chainsaw,Tying up one of the special infected with some chain,Using a chainsaw to cut through some dense brush,Killing 100 Common Infected with the chainsaw,Whipping one of the zombies with a piece of chain
516,What unique Zord do the Time Force Rangers have?,video-games,Time Shadow,Time Shadow,Last Time,Time Knight,Dark Time
517,"Zelda, featured in The Legend of Zelda series of video games, is what kind of character?",video-games,The princess,The main villain,The old lady,The princess,The elfin hero
518,What is the currency used in the Legend of Zelda video game series?,video-games,Rupees,Coins,Triangles,Rings,Rupees
519,Which of these is not a race featured in the Legend of Zelda video games?,video-games,Hobbit,Zora,Hylian,Hobbit,Rito
520,Which of these items is always in Links arsenal in the Legend of Zelda games?,video-games,Boomerang,Boomerang,Wand of Gamelon,Hookshot,Magic cape
521,In The Legend of Zelda series of video games Zelda possesses which piece of the Triforce?,video-games,Wisdom,Power,Wisdom,All of them,Courage
