,question,category,answer,choices/0,choices/1,choices/2,choices/3
1076,What did Andy say was pretty gross in the movie The Breakfast Club?,movies,Claire dehydrating,Benders feet,Allisons hand-eating,Brian crying,Claire dehydrating
1079,Steve McQueen played a bounty hunter in which popular western series that ran from 1958 to 1961?,movies,Wanted Dead or Alive,Sundance,Have Gun Will Travel,Rawhide,Wanted Dead or Alive
1080,"Complete these lyrics from the theme song of a western that was on TV in the 1960s:
A soldier of fortune is a man called______________.
_______________  ______________ where do you roam?.",movies,Paladin,Paladin,Chester,Johnny Yuma,Sundance
1081,Who played trail boss Gil Favor in the long-running television western series Rawhide?,movies,Eric Fleming,Eric Fleming,Adam West,Sheb Wooley,Jock Mahoney
1082,Which famous actor and director began his career on the western series Rawhide?,movies,Clint Eastwood,Clint Eastwood,Rory Calhoun,Earl Holliman,John Wayne
1084,"Complete the lyrics of the theme song of the TV show The Rebel:
______________________Was a rebel, he roamed through the west.   He got fighting mad, this
rebel lad.  He was panther quick, and leather tough and he knew when hed been pushed enough.",movies,Johnny Yuma,Sundance,Pahoo Cockiewah,Johnny Yuma,Jock Mahoney
1086,What was the name of the wagon cook in the western series Rawhide?,movies,Wishbone,Pete,Rowdy,Wishbone,Charley Grub
1088,This weekly series was about a benevolent uncle and his niece Penny. He zoomed around in a small plane rounding up the rustlers and all the bad men.,movies,Sky King,King for a Day,Mile High Ranch,Sky King,King of the Sky
1089,Who stars as Chris Gardner in the movie The Pursuit of Happyness?,movies,Will Smith,Will Smith,Tim Robbins,Chris Gardner,Samuel L. Jackson
1090,Who directed the 2006 movie The Pursuit of Happyness?,movies,Gabriele Muccino,Will Wang,Gabriele Muccino,James Brooks,Tim Robbins
1091,Who played Chris Gardners son in the drama film The Pursuit of Happyness?,movies,Jaden Christopher Syre Smith,Bobby Pinkett,Bobby Smith,Jaden Christopher Syre Smith,Jared Pinkett
1092,"Which former ER star played Chris Gardners wife, Linda in The Pursuit of Happyness?",movies,Thandie Newton,Thandie Moore,Thandie Newton,Julianne Marguiles,Thandie Marguiles
1093,"In the movie The Pursuit of Happyness, Alan Frakesh, the man who trained Chris, was played by what famous voice actor?",movies,Dan Castellaneta,Dan Castellaneta,Yeardly Smith,Harry Shearer,Hank Azaria
1094,"At the beginning of the film The Pursuit of Happyness, what does Chris do for a living?",movies,He sells bone density scanners.,He repairs medical equipment.,He sells Metalife door to door.,He sells bone density scanners.,He sells CAT scan machines.
1095,Where is the movie The Pursuit of Happyness set?,movies,in the San Francisco area,in the Seattle  area,in the San Francisco area,in the Denver area,in the Los Angeles area
1096,Early in the movie The Pursuit of Happyness a woman steals something important from Chris. Who portrays this woman?,movies,Joyful Raven,Gabriel Union,Florence Mitchell,Martina Grayhurst,Joyful Raven
1097,Why is the word happiness misspelled in the title of the 2006 movie The Pursuit of Happyness ?,movies,It is written that way on the wall of the daycare center.,This is the way Chris wrote it on his sons wall.,This is the way Chris son spells it.,This is the way Chris wife spelled it in a letter.,It is written that way on the wall of the daycare center.
1098,At what firm does Chris get an internship in the drama movie The Pursuit of Happyness?,movies,Dean Witter,Merrill Lunch,Goldman Sachs,Smith Barney,Dean Witter
1100,What is the name of Will Smiths high school in Philadelphia after which his production company is named?,movies,Overbrook,McClymonds,Clinton,Ho-Ho-Kus,Overbrook
1102,In 1921 George Melfords The Sheik debuted and established this star as the cinemas best known lover.,movies,Rudolph Valentino,Rudolph Valentino,George Waggner,Walter Long,Frank Butler
1103,"What is the name of Charlie Chaplins first feature-length film, also directed by him?",movies,The Kid,Pay Day,The Kid,A Days Pleasure,The Gold Rush
1105,"What breed was the first canine movie star, Rin Tin Tin?",movies,German Shepherd,German Shepherd,Border Collie,Labrador,Greyhound
1106,"All of these movies but one, star Wallace Reid, considered to be one of the most attractive actors of the silent era.",movies,Racing Hearts,The Dictator,Racing Hearts,Thirty Days,Whats Your Hurry?
1107,"Animator Walt Disney directed his first cartoon, Alice in Wonderland for this company.",movies,Laugh - Gram Studios,Loews Inc.,Paramount,Famous Players - Lasky,Laugh - Gram Studios
1108,"In the film The Gold Rush, Georgia Hale plays the role of the showgirl, a role originally written for this actress.",movies,Lita Grey,Lolita Parker,Lita Grey,Lillian McMurray,Edna Purviance
1110,"Wait a minute, wait a minute, you aint heard nothin yet. is a quote from this first feature-length talkie, produced by Warner Bros.",movies,The Jazz Singer,The Jazz Singer,Applause,Movietone,Blackmail
1111,"Which Star Wars character said, She lied, she lied to us.?",movies,General Moff Tarkin,Darth Vader,Emperor Palpatine,General Moff Tarkin,Han Solo
1112,"What Star Wars character delivered the line, Viceroy, we have captured the Queen.?",movies,a droid,stormtrooper,a droideka,a clone,a droid
1113,"Which Star Wars character said, Luke, I am your father.?",movies,Darth Vader,The Emperor,Darth Vader,Count Dooku,Darth Maul
1114,"Which Star Wars character said, You have interfered with our affairs for the last time?",movies,Count Dukoo,Count Dukoo,Mace Windu,Yoda,Darth Maul
1115,Which Star Wars character ordered Wipe them out. . . all of them.?,movies,Emperor Palpatine,General Grievous,Emperor Palpatine,Darth Maul,Jango Fett
1116,"Which Star Wars character stated, The Dark side I sense in you?",movies,Yoda,Obi-Wan,Mace Windu,Yoda,Anakin
1118,This trio of talented ladies starred in the 2000 movie Chocolat.,movies,"Juliette Binoche, Lena Olin, Judi Dench","Kathy Bates, Sharon Stone, Carrie-Anne Moss","Cher, Susan Sarandon, Julia Roberts","Kate Blanchet, Judi Dench, Juliette Binoche","Juliette Binoche, Lena Olin, Judi Dench"
1119,"What year did the version of King Kong that starred Fay Wray, Bruce Cabot and Steve Clemente come out?",movies,1933,2005,1940,1933,1976
1120,"In 1982 Julie Andrews, James Garner and Lesley Ann Warren starred in this musical about a female impersonator.",movies,Victor Victoria,Bosum Buddies,Mrs. Doubtfire,Mr. Mom,Victor Victoria
1121,"This 1994 movie starred Tommy Lee Jones, Robert Downey Jr. and Juliette Lewis.",movies,Natural Born Killers,Cape Fear,The Fugitive,Gun Crazy,Natural Born Killers
1124,"This 2006 movie starred Jason Statham, Amy Smart and Efren Ramirez.",movies,Crank,Napoleon Dynamite,Crank,Mirrors,The Transporter
1125,"Elizabeth Berkley starred in this movie with Campbell Scott, Jesse Eisenberg and Isabella Rosselini.",movies,Roger Dodger,Mrs. Parker and the Vicious Circle,Death Becomes Her,Roger Dodger,Showgirls
1126,"In the 2006 movie Superman Returns, opening titles reveal that Superman has been absent from Earth for five years. Where was he during this period?",movies,Krypton,His hometown,The Sun,Krypton,College
1128,"What is Supermans secret identity, and where does he work?",movies,"Clark Kent, Daily Planet","Mark Kennedy, Daily Planet","Mark Kennedy, Daily Report","Clark Kent, Daily Planet","Clark Kent, Daily Report"
1129,"In the Movie Superman Returns, how does Lex Luthor plan to defeat Superman and kill billions of people?",movies,by using one of the stolen Kryptonian crystals,none of these,by shooting a Kryponite bullet at Superman,by using one of the stolen Kryptonian crystals,by blowing up the world
1130,"In the move Superman Returns, what did Lois Lanes fiance Richard enjoy doing.",movies,piloting a seaplane,acting,racecar driving,piloting a seaplane,trying to chase Superman
1131,What is the name of Lex Luthors girlfriend in the film Superman Returns?,movies,Kitty,Cookie,Mary,Kitty,Amila
1133,"In what movie can the following conversation be heard?
Sir Leigh Teabing: And this is from the gospel of Mary Magdalene herself.
Sophie Neveu: She wrote a gospel?
Robert Langdon: She may have.",movies,The Da Vinci Code,The Seventh Sign,Angels and Demons,Passion of Christ,The Da Vinci Code
1134,"In what 1939 movie do we hear this?
_________: Why, anybody can have a brain. Thats a very mediocre commodity. Every pusillanimous creature that crawls on the Earth or slinks through slimy seas has a brain. Back where I come from, we have universities, seats of great learning, where men go to become great thinkers. And when they come out, they think deep thoughts and with no more brains than you have. But they have one thing you havent got: a diploma.",movies,The Wizard of Oz,The Wiz,The Wizard of Oz,Rebecca,Hells Kitchen
1135,"This is part of a conversation held between which two characters in the 2008 movie Tropic Thunder?
______: Thats the theme song for the Jeffersons!
______: Man, just cause its a theme song dont make it not true.",movies,Alpa Chino and Kirk Lazarus,Les Grossman and Cody,Alpa Chino and Kirk Lazarus,Kirk Lazarus and Tugg Speedman,Jeff Portnoy and Tyra Banks
1136,"What 1975 movie is this conversation from?
Brody: Then why dont we have one more drink and go down and cut that shark open?
Ellen Brody: Martin? Can you do that?
Brody: I can do anything; Im the chief of police.",movies,Jaws,Orca,Jaws,Terminator,Deep Blue Sea
1137,"Which Batman movie does this quote come from?
Mayor: What do we got?
Lt. James Gordon: Nothing. No matches on prints, DNA, dental. Clothing is custom, no labels. Nothing in his pockets but knives and lint. No name, no other alias.",movies,The Dark Knight,Batman Begins,Batman Forever,The Dark Knight,Batman Beyond
1139,"This exchange was heard in what 2006 movie?
Shanti: Alright, Ill show you. The traditional view of time is linear, like a river, flowing from the past towards the future.
Doug Carlin: But you can change the course of a river, right?
Shanti: Exactly. Introduce a significant enough event at any point in this river and you create a new branch, still flowing toward the future, but along a different route. Changed.
Denny: Yeah, but that river is the Mississippi and were lobbing what amounts to a pebble into it. Thats a very few tiny ripples in a kind of big body of water, dont you think?",movies,Deja Vu,Final Destination 3,Deja Vu,Hostel,Manchurian Candidate
1140,In 1989 Winona Ryder teamed up with Christian Slater and Jeremy Applegate to star in this movie.,movies,Heathers,The Breakfast Club,K-9,Heathers,Dont Tell Mom the Babysitter is dead
1141,"This 1988 anime feature, set in Tokyo, is about a military project that endangers the city when it turns a biker gang member into a rampaging psychopath.",movies,Akira,Heavy Metal,Felix,Gummo,Akira
1143,"This tag belongs to what 1973 movie?
Where robot men and women are programmed to serve you for... Romance... Violence... Anything.",movies,Westworld,Blade Runner,"I, Robot",Futureworld,Westworld
1144,"This quote is from what 1978 cult favorite?
Fat, drunk and stupid is no way to go through life son.",movies,Animal House,Revenge of the Nerds,Animal House,American Graffiti,Porkys
1145,"In this 1993 drama, based on Richard Speights book Desperate Justice, a girl is beaten and raped by the janitor of her school, but he doesnt go to prison because there is no proof that he had committed the crime.",movies,A Mothers Revenge,A Mothers Fight for Justice,A Mothers Prayer,Justice,A Mothers Revenge
1146,"In this 1992 movie, directed by Charles Robert Carner, two girls take their pretty friend to a creek, where they torture and finally kill her.",movies,A Killer Among Friends,A Friendship To Die For,A Kidnapping In The Family,Friends Till The End,A Killer Among Friends
1147,"In this 1998 movie, based on a true story,  young Tina Spangler, portrayed by Kirsten Dunst, discovers she is pregnant. Although being pregnant tears her world apart, it also helps her find a true purpose in life.",movies,Fifteen and Pregnant,Fifteen and Pregnant,For the Love of My Child: The Anissa Ayala Story,Pregnant at Fifteen,For All Time
1148,"This 1997 drama, directed by Jack Bender, focuses on the problems of Suzanne Boxer, an unstable young girl who befriends Heather, as she dreams of having Heathers life.",movies,Friends Til the End,Friends Til the End,A Friendship To Die For,A Friend of the Family,A Girl Thing
1149,"This 1992 movie, directed by Michael Ray Rhodes, tells the story of a woman suffering from a manic depressive disorder. As she is unable to take care of her children, they are sent to live with foster parents.",movies,In the Best Interest of the Children,In the Best Interest of the Child,Kates Secret,In the Best Interest of the Children,Keys to Her Past
1150,What film company released the film Shrek the Third?,movies,Dreamworks,Disney,Universal,New Line,Dreamworks
1151,"At the end of Shrek the Third, we see that Shrek becomes a father. How many kids does he have?",movies,3,4,3,1,2
1152,This former member of Monty Python provided the voice of Merlin in the 2007 movie Shrek the Third.,movies,Eric Idle,Michael Palin,Terry Gilliam,Eric Idle,John Cleese
1153,Which of these characters in the 2007 film Shrek the Third was voiced by Larry King?,movies,Doris the ex/evil stepsister,Cyclops,Doris the ex/evil stepsister,King Harold,The Ship Captain
1155,He played a tough judge in the Clint Eastwood flick Hangem High in 1968. He was also the businessman with the store of weapons in Stephen Kings Maximum Overdrive.,movies,Pat Hingle,Wally Cox,Richard Crenna,Pat Hingle,Dan Haggerty
1156,He is best known for the role of Capt. Cragen on Law and Order: SVU.,movies,Dann Florek,Ice-T,Richard Belzer,Dann Florek,Gavin McCloud
1157,"In real life, he was a prisoner of war in WWII taken at the Battle of the Bulge. On film, he starred with Burt Reynolds and Dolly Parton in The Best Little Whorehouse in Texas. He played the Governor, who sang a little tune called Sidesteppin. Do you remember how he set his hat sideways, then spun his head so the hat would settle.",movies,Charles Durning,Peter Ustinov,Jerry Reed,Dom Deluise,Charles Durning
1158,This character actor starred with Michael Landon in both Little House on the Prairie and Highway to Heaven. The characters he played were Mr. Edwards and Mark Gordon.,movies,Victor French,Victor French,Sebastian Cabot,Will Geer,Jerry Reed
1159,"He played Dudley Frank in the 2007 movie, Wild Hogs and Tick Tock in the movie Seabiscuit.",movies,William H. Macy,William H. Macy,Strothers Martin,Tim Allen,Martin Lawrence
1160,He starred with Gary Cooper in Sgt. York as a sympathetic preacher. He played Nash Crawford in a couple of the Over the Hill Gang films in the early 70s. Movie critics have listed him as one of the finest actors in motion picture history.,movies,Walter Brennan,William Holden,Peter Lawford,Walter Mattheau,Walter Brennan
1161,What do we first see Meg and Christine doing in the 2004 movie The Phantom of the Opera?,movies,Running down the stairs and chalking their ballet shows.,Practicing their ballet for Hannibal.,Putting their ballet shoes on.,Running down the stairs and chalking their ballet shows.,Lighting a candle for Christines father.
1162,"In the movie The Phantom of the Opera, Raoul remembers Christine, while listening to which song?",movies,Think of Me,Magical Lasso,Think of Me,The Mirror,All I Ask of You
1163,"Fill in the missing words said by the Phantom in the movie The Phantom of the Opera:
Look at your _______ in the ___________! I am there inside!",movies,face; mirror,face; mirror,head; sunshine,face; Phantom,eyes; mirror
1164,"In the movie The Phantom of the Opera, what does Christine do to the Phantom before leaving with Raoul for the first time?",movies,She kisses him.,She puts his mask back on.,She sings for him.,She hugs him.,She kisses him.
1165,Which actress played young soprano Christine in the movie The Phantom of the Opera?,movies,Emmy Rossum,Sarah Brightman,Judy Garland,Lindsay Lohan,Emmy Rossum
1166,"In the movie The Phantom of the Opera, Christines dad called her by what name?",movies,Little Lotte,Angel of Music,Little Christine,Little Lotte,Laura Little
1167,Who played the protagonist role of Jim Halsey in the 1986 thriller The Hitcher?,movies,C. Thomas Howell,Charlie Sheen,Rob Lowe,C. Thomas Howell,Emilio Estevez
1169,"In the 1985 animated feature film version of the anime classic Fist of the North Star, what character defeats Shin?",movies,Raoh,Kenshiro,Raoh,Rei,Ken
1171,Who plays Hammer in the  1988 movie Im Gonna Get you Sucka?,movies,Issac Hayes,Sam Jackson,David Sole,Issac Hayes,Eddie Murphy
1173,"What character in the movie Dirty Dancing said, You just put your pickle on everybodys plate college boy, and leave the hard stuff to me.",movies,Johnny,Billy,Max Kellerman,Neil Kellerman,Johnny
1174,"What Dirty Dancing character said, Shes with me. She came with me.?",movies,Billy,Robbie,Billy,Neil,Johnny
1175,"What  Dirty Dancing character delivered the line, Go back to your playpen...Baby.?",movies,Penny,Neil,Johnny,Penny,Lisa
1176,What is Babys real name in the movie Dirty Dancing?,movies,Frances,Jessica,Sarah,Frances,Penelope
1177,"In the movie Dirty Dancing, who is Billy related to and how?",movies,Johnny (cousin),Penny (brother),Johnny (brother),Johnny (cousin),Max (nephew)
1178,Who are the wallet thieves in the movie Dirty Dancing?,movies,The Shumachers,The Housemans,The Shumachers,The Pressmans,The Sheldricks
1179,How are Neil and Max related in the film Dirty Dancing?,movies,Neil is Maxs grandson.,Max is Neils father.,Neil is Maxs uncle.,Max is Neils uncle.,Neil is Maxs grandson.
1180,What college is Baby planning to attend in the movie Dirty Dancing?,movies,Mt. Holyoke,Yale,Harvard,Mt. Holyoke,Notre Dame
1181,"What 1956 movie is this dialog from?
Christine Penmark: Rhoda, what happened to old Mrs. Post in Witchita?
Rhoda: There was some ice on the stairs and I slipped and fell into her, that was all.
Christine Penmark: Was that all, Rhoda?
Rhoda: No, I slipped on purpose.",movies,The Bad Seed,Forbidden Planet,The Bad Seed,Accused of Murder,Lust for Life
1182,"What 1985 film can the following be heard in?
Were all pretty bizarre. Some of us are just better at hiding it, thats all.",movies,The Breakfast Club,Cocoon,St. Elmos Fire,The Goonies,The Breakfast Club
1183,"This movie is a bout Patrick Bateman, a wealthy investment banker who is trying desperately to hide his psychopathic alter ego from everyone.",movies,American Psycho,Wallstreet,Henry: Portrait of a Serial Killer,American History X,American Psycho
1185,"What movie about side show performers, released in 1932, was banned from the UK for 30 years?",movies,Freaks,Metropolis,Phantom of the Opera,Freaks,Scarface
1186,"This 1989 movie is about  Bob and Diane, drug-driven Bonnie and Clyde, who rob drugstores to finance their habit.",movies,Drugstore Cowboy,The Little Mermaid,My Left Foot,Checking Out,Drugstore Cowboy
1188,The 1980 movie Airplane had a star studded cast. Can you match the actor with the character he played?,movies,Robert Stack - Rex Cramer,Robert Stack - Rex Cramer,Lloyd Bridges - Ted Striker,Robert Hays - Dr. Rumack,Peter Graves - McCroskey
1189,"The voice of Piglet on many Winnie the Pooh programs, this actor played juror #2 in the movie 12 Angry Men.",movies,John Fiedler,Lee J. Cobb,Joseph Sweeney,Martin Balsam,John Fiedler
1190,"The man playing Juror #1 in 12 Angry Men was a premier character actor throughout his career, acting in over 100 programs and movies. In Death Wish, he played Bennett, an aging man victimized by street hoodlums.",movies,Martin Balsam,Jack Klugman,Martin Balsam,E.J. Marshall,Lee J. Cobb
1191,"This actor, who portrayed Mr. McCardle, Juror #9 in 12 Angry Men, passed away in 1964 after a brilliant career in early television and motion pictures.",movies,Joseph Sweeney,Joseph Sweeney,John Fiedler,Ed Begley,Jack Warden
1192,"This actor, who played Juror #4 in the movie 12 Angry Men, also starred as Ev Hillman in the The Tommyknockers.",movies,E. G. Marshall,Lee J. Cobb,E. G. Marshall,Karl Malden,John Fiedler
1193,Which actor played the young man who was Juror #5 in the movie 12 Angry Men?,movies,Jack Klugman,Jack Klugman,Martin Balsam,E.G. Marshall,Joseph Sweeney
1194,"In the film 12 Angry men, this actor played Juror #3, an emotionally distraught father whose son hadnt spoken to him in two years.",movies,Lee J. Cobb,Lee J. Cobb,Martin Balsam,E. G. Marshall,Jack Klugman
1195,"This actor, who won a Tony for Inherit the Wind in 1956, played the racist who was Juror #10 in 12 Angry Men.",movies,Ed Begley Sr.,Ed Begley Sr.,Lee J. Cobb,E. G. Marshall,Henry Fonda
1196,"This actor, whose children are named Jane and Peter, was Juror # 8 in 12 Angry Men.",movies,Henry Fonda,Lee J. Cobb,Henry Fonda,James Stewart,Ed Begley Sr.
1197,"In the movie 12 Angry Men, Juror #7 voted guilty so that he could leave early and watch Cleveland play the Yankees. When the not guilty votes became a majority, he switched his vote. Name the actor who portrayed the character.",movies,Jack Warden,Jack Warden,Jack Klugman,Lee J. Cobb,Martin Balsam
1199,"Robert Langdon, the main character in the movie The Da Vinci Code helps in the solving of a murder case by using his skills in what profession?",movies,Symbologist,Psychologist,Detective,Museum curator,Symbologist
1200,"Audrey Tautou, famous for her role in Amelie, played Sophie Neveu in the film The Da Vinci Code. Which of the following actresses was originally considered for the role of Sophie?",movies,Kate Beckinsale,Christina Ricci,Sarah Michelle Gellar,Meg Ryan,Kate Beckinsale
1201,The blade or pyramid is a symbol used heavily throughout the movie The Da Vinci Code. Which of these does it NOT represent ?,movies,Royalty,Fire,Royalty,Masculinity,The Christian Trinity
1202,What symbol in the movie The Da Vinci Code  was used in connection to the Holy Grail?,movies,Chalice,Chalice,Fleur-de-lis,Anhk,Latin Cross
1203,Which character is related to the victim murdered in the beginning of the film The Da Vinci Code?,movies,The victim was not related to anyone.,Robert Langdon,The victim was not related to anyone.,Sir Leigh Teabing,Sophie Neveu
1204,"The plot of the movie The Da Vinci Code revolves around The Priory of Sion, a European secret society founded in 1099. Which of these people was not  mentioned as a member of that organization?",movies,Bezu Fache,Bezu Fache,Jacques Sauni̬re,Sir isaac Newton,Leonardo Da Vinci
1205,"Silas the Monk , the loyal servant of the Lord, repeated what phrase in the movie The Da Vinci Code?",movies,I am a ghost,I am nobody,I am holy,I am Silas,I am a ghost
1206,"At the end of the movie The Da Vinci Code, we learn that the true Holy Grail, Mary Magdelene lies beneath what famous museum?",movies,Musee du Louvre - Paris,Tate Gallery - London,Musee du Louvre - Paris,Musee dOrsay - Paris,Uffizi Gallery - Florence
1207,"In the film The Da Vinci Code, when Sophie finds out that she is the heir to the royal blood, what miracle does she jokingly try to perform?",movies,Walk on water,Withering a fig tree,Walk on water,Turn water into wine,Part the sea
1208,Who was the director of the 1959 film Operation Petticoat?,movies,Blake Edwards,Frank Capra,Mel Brooks,Blake Edwards,Alfred Hitchcock
1209,In the movie Operation Petticoat the captains journal of Lt. Cmdr. Matt T. Sherman begins on what date?,movies,"December 10, 1941","December 25, 1941","December 31, 1941","December 10, 1941","December 7, 1941"
1210,What is the name of the submarine in the movie Operation Petticoat?,movies,Sea Tiger,The Barracuda,Sea Wolf,Sea Tiger,The Tiger Shark
1211,In Operation Petticoat who portrayed Lt. (j.g.) Nicholas Holden?,movies,Tony Curtis,Cary Grant,Tony Curtis,Dick Sargent,Gavin MacLeod
1212,Why is the submarine in the film Operation Petticoat pink?,movies,There wasnt enough undercoating in white or red to do the whole thing in one color so they mixed the two colors together resulting in the pink color.,It was a new experimental camouflage that backfired.,There wasnt enough undercoating in white or red to do the whole thing in one color so they mixed the two colors together resulting in the pink color.,The supply crewman was color blind and made a bad trade for paint.,It was painted pink in order to blend in with the coral reefs where they would be doing maneuvers.
1213,Who is Seaman Hornsby in the film Operation Petticoat?,movies,A Pig,The Captian,A Pig,The supply officer,A Nurse
1214,Which character in the film Operation Petticoat uses her girdle to fix part of the machinery?,movies,"Maj. Edna Haywood, RN","Lt. Dolores Crandall, RN","Maj. Edna Haywood, RN","Lt. Barbara Duran, RN",Lt. Watson
1215,Who does Lt. Cmdr. Matt T. Sherman marry in Operation Petticoat?,movies,"Lt. Dolores Crandall, RN","Maj. Edna Heywood, RN","Lt. Reid, RN","Lt. Barbara Duran, RN","Lt. Dolores Crandall, RN"
1217,Ernest Borgnine debuted on Broadway playing a male nurse in what production?,movies,Harvey,White Breath,Harvey,Annie Get Your Gun,Road to Hope
1219,Ernest Borgnine played General Worden in this 1967 hit military movie.,movies,The Dirty Dozen,The Wild Bunch,The Dirty Dozen II,The Dirty Dozen,Bad Day At Black Rock
1220,How many times has Ernest Borgnine been married?,movies,5,2,3,4,5
1222,"From 1984-1986, Ernest Borgnine starred with Jan-Michael Vincent as an aging helicopter pilot in which program?",movies,Airwolf,Boones Sky,Airwolf,Flight Zero,Johnny Guitar
1224,"This is one of the first times that the Scarlet Letter was put on film. This silent version released in 1926 brings all the heart-wrenching drama of Hawthornes story, and is perhaps even more poignant without sound. Name the 2 stars who play Hester and Reverend Dimmesdale..",movies,Lillian Gish and Lars Hanson,Douglas Fairbanks Sr and Mary Pickford,Lillian Gish and Lars Hanson,Dorothy Gish and John Gilbert,Louise Brooks and John Barrymore
1225,When did the movie Scream hit the theaters?,movies,1996,1997,1996,1995,1994
1226,What is the name of the fictional town in which the movie Scream is set?,movies,Woodsboro,Woodsmith,Woodstock,Woodston,Woodsboro
1227,What is Sydneys mothers name in the movie Scream?,movies,Maureen,Riley,Penny,Dorothy,Maureen
1228,In the movie Scream what kind of a store does Randy work at?,movies,Video,Candy,Grocery,Liquor,Video
1230,How long was the opening scene of the movie Scream?,movies,12 mins,11 mins,12 mins,10 mins,9 mins
1232,"This actor played partner/ sidekick and fellow escaped convict to John Goodmans character, in the 1987 Coen brothers movie Raising Arizona.",movies,William Forsythe,William H. Macy,John Turturro,Nicholas Cage,William Forsythe
1234,Which of the following actors has not appeared in an adaptation of Akira Kurosawas film Yojimbo?,movies,Kurt Russell,Clint Eastwood,Bruce Willis,Christopher Walken,Kurt Russell
1235,"This actor played Jody, a kidnapped British soldier held by an IRA foot soldier with a transvestite lover in the 1992 film The Crying Game.",movies,Forest Whitaker,Stephan Rea,Forest Whitaker,Adrian Dunbar,Peter MacNicol
1237,"This actor, famous for starring in the Matrix series, plays Tres father in the 1991 film Boyz N the Hood.",movies,Laurence Fishburne,Yaphet Kotto,Laurence Fishburne,Denzel Washington,Danny Glover
1238,After appearing in movies like Arachnophobia and Speed actor Jeff Daniels starred in this 1994 Farrelly brothers film.,movies,Dumb and Dumber,Dumb and Dumber,Something Wild,Kingpin,Fargo
1240,Who was the title character in the movie Young Frankenstein?,movies,Gene Wilder,Gene Hackman,Peter Boyle,Gene Wilder,Kenneth Mars
1242,"What actress played the lab assistant, Inga in the movie Young Frankenstein?",movies,Teri Garr,Teri Garr,none of these,Madeline Kahn,Sally Struthers
1243,Who falls in love with the monster in the comedy film Young Frankenstein?,movies,Elizabeth,Elizabeth,Inga,no one,Inspector Kemp
1244,"In the movie Young Frankenstein, how does Frederick lure the monster back to the castle?",movies,He plays music,He chases him back into the castle.,He entices him with food.,He plays music,He has Elizabeth call him.
1245,What was the musical performed by Frederick and the monster in the film Young Frankenstein?,movies,Puttin on The Ritz,Puttin on The Ritz,Its Alive!,Frau Blucher,My Name is Frankenstein!
1246,The film Young Frankenstein is a parody of the various film adaptations of the Frankenstein novel written by this novelist.,movies,Mary Shelley,Mary Shelley,R.L. Stine,Stephen King,Robin Cook
1247,What is the name of the huge blue diamond from the 1997 movie Titanic?,movies,Heart of the Ocean,Blue Heart,Hope Diamond,Eye of the Hurricane,Heart of the Ocean
1248,Which of these Academy Awards did the 1995 drama Braveheart NOT win?,movies,Costume Design,Best Picture,Best Director,Costume Design,Best Makeup
1249,"What actor portrayed Paris in the 2004 movie Troy, based on Homers Iliad?",movies,Orlando Bloom,Brad Pitt,Sean Bean,Peter OToole,Orlando Bloom
1250,What was the tagline from the theatrical release poster of the 1994 movie Speed?,movies,Get ready for rush hour.,Sometimes speed saves lives.,As fast as you can.,Things are gonna get racy.,Get ready for rush hour.
1251,What is the name of the demon haunting Danas apartment in the 1984 sience fiction comedy Ghostbusters?,movies,Zuul,Caesar,Chester,Zuul,Akasha
1252,What happens to the shark at the end of the 1975 movie Jaws.,movies,It is killed,It escapes,They find out it is pregnant,It is killed,Non of these
1253,"In what type of plant does Rockys buddy, Paulie, work in the 1976 movie Rocky?",movies,Meat-packing plant,Diapers plant,Weaponry plant,Candy plant,Meat-packing plant
1254,What happened to Madonna during the filming of the 1996 movie Evita?,movies,She got pregnant.,She broke her leg.,She was infected with measles.,She got pregnant.,Her father passed away.
1255,In what country was the 2000 Academy Award winning movie Gladiator filed?,movies,All of these,England,All of these,Morocco,Malta
1256,"What actress appeared in the 1999 drama movie Magnolia, also starring Tom Cruise?",movies,Julianne Moore,Reese Witherspoon,Julianne Moore,Julia Roberts,Minnie Driver
1259,What was the first movie in which Denzel Washington starred?,movies,Carbon Copy,Cry Freedom,Glory,Malcolm X,Carbon Copy
1260,When was Denzel Washington born?,movies,"December 28, 1954","December 28, 1954","September 24, 1952","December 15, 1956","March 7, 1958"
1264,When was the film Bambi released?,movies,1942,1942,1946,1933,1936
1265,Who wrote the original story on which the movie Bambi is based?,movies,Felix Salten,Felix Salten,Lance Rentzel,Ken Anderson,Carlo Collodi
1268,What season is it when Bambis mother is shot by the poachers in the movie Bambi?,movies,winter,spring,fall,winter,summer
1269,"In the Disney animated feature Bambi, after the mother is shot, Bambis father leads him away into the thicker parts of the woods. What is  the name of Bambis father?",movies,The Prince of the Woods,The Prince of the Woods,Redding,The Stag,The Alpha Stag
1270,Happiness is fleeting in the story of Bambi as another stag fights him for this mate. What is this deers name?,movies,Ronno,The Stag,Mulet,Ronno,The Would-Be  Prince
1271,What is the last thing humans do in the fictional story of Bambi?,movies,Start a forest fire,Kill Mulet,Capture Bambi for a zoo.,Kill Bambi,Start a forest fire
1274,The backgrounds in Bambi are often in soft focus. Which statement explains why?,movies,It helped put the focus on the main characters.,It helped put the focus on the main characters.,Disney wanted a serene feel to all the scenes.,It was a style developed by the Disney studios in the 1920s,The technology at the time would not allow for great resolution.
