,question,category,answer,choices/0,choices/1,choices/2,choices/3
311,"One of the major themes of this romantic comedy, incorporating mythological elements, is summed up in Lysanders comment, âThe course of true love never did run smoothâ.",literature,A Midsummer Nights Dream,The Tempest,Twelfth Night,Much Ado About Nothing,A Midsummer Nights Dream
312,Shakespeares history play Henry V depicts events occurring immediately before and after the Battle of Agincourt. During which war was this battle fought?,literature,the Hundred Years War,the Austro-Hungarian War,the Prussian War,the Hundred Years War,the War of the Rough Wooing
313,"This pastoral comedy contains one of Shakespeares most quoted monologues, which opens with the lines, All the worlds a stage,
And all the men and women merely players.",literature,As You Like It,The Winters Tale,A Midsummer Nights Dream,As You Like It,The Merry Wives of Windsor
314,What Shakespearean play features a character who possesses magical powers?,literature,The Tempest,Hamlet,The Tempest,Othello,Richard III
315,"In the novel Pride and Prejudice, how many daughters do Mr. and Mrs. Bennet have?",literature,five,four,five,six,three
316,Who does Lydia run away with in Jane Austins book Pride and Prejudice?,literature,Wickham,Bingley,Wickham,Darcy,Forster
317,How many marriage proposals does Elizabeth receive in the book Pride and Prejudice?,literature,3,1,4,3,2
318,Which of these characters from the novel Pride and Prejudice is Elizabeth Bennets neighbour and friend?,literature,Charlotte Lucas,Mrs. Hurst,Miss Bingley,Mrs. Gardner,Charlotte Lucas
319,Which sister has an uncontrollable cough in the beginning of the novel Pride and Prejudice?,literature,Katherine,Lydia,Elizabeth,Mary,Katherine
320,Which Bennet sister loves to exhibit her talent at parties according to the novel Pride and Prejudice?,literature,Mary,Katherine,Lydia,Jane,Mary
321,Which of these professions has Mr. Wickham not tried in the book Pride and Prejudice?,literature,Groundskeeper,Law,Clergy,Military,Groundskeeper
323,"What is the real name of the American author and humorist whose nickname was a common riverboat phrase, meaning the water is two fathoms?",literature,Samuel Clemens,Theodore Geisel,Eric Blair,Samuel Clemens,William Porter
324,"What was the pen name of Eric Blair, the author of the novel Animal Farm, which satirizes totalitarian government and human stupidity?",literature,George Orwell,Lewis Carroll,George Orwell,Daniel Defoe,O. Henry
325,"This Polish-born novelist, whose surname was Korzeniowski, wrote the influential work Heart of Darkness that inspired the movie Apocalypse Now.",literature,Joseph Conrad,George Eliot,George Orwell,Ayn Rand,Joseph Conrad
326,Which of these is not the pen name of a female author?,literature,Saki,George Sand,Saki,Carson McCullers,George Eliot
327,"What prominent Victorian author began his career writing humorous sketches for The Morning Chronicle, using the pen-name Boz?",literature,Charles Dickens,D. H. Lawrence,Charles Dickens,Thomas Hardy,Oscar Wilde
328,"How were the authors, writing under the pen names Ellis Bell, Acton Bell and Currer Bell, related?",literature,They were sisters.,They were sisters.,It was the same person.,They were brothers.,They were not related.
329,Which of these is both the name of a fictional character and a pseudonym used by two co-writers of detective fiction?,literature,Ellery Queen,Mary Westmacott,Jack Higgins,Ellery Queen,Rosamund Smith
330,"Which of the following is one of the six novels by Agatha Christie, written under the pen name Mary Westmacott?",literature,Absent in the Spring,Murder on the Orient Express,The Body in the Library,Absent in the Spring,Death on the Nile
331,What is the pen name of the Russian-born American novelist known for her best-selling novels The Fountainhead and Atlas Shrugged?,literature,Ayn Rand,Ayn Rand,Edith Van Dyne,Pearl S Buck,Silence Dogood
332,"Which of these is a pseudonym used by Theodor Geisel, the iconic American author of over 60 childrens books including Green Eggs and Ham and The Cat in the Hat?",literature,All of these,All of these,Rosetta Stone,Theo. LeSieg,Dr. Seuss
333,Finish this popular thought by Mark Twain: Compliments embarass me - I always feel that they...,literature,havent said enough.,make me feel old and too revered.,praise me insincerely.,havent said enough.,give me too much credit for things other people have done.
334,Which is the correct ending of this quotation by Mark Twain: A classic is something everybody wants to have read and...?,literature,nobody wants to read.,everybody easily understands.,nobody wants to read.,nobody has ever willingly read.,everybody should have already read.
335,FInish the popular quote by Mark Twain: ...each place has its advantages - heaven for climate and hell for...,literature,society.,seeing ones enemies.,punishment.,pleasure.,society.
336,What is the correct answer to the following question according to writer an humorist Mark Twain: Whatâs the difference between a taxidermist and a tax collector?,literature,The taxidemist only takes your skin.,The taxidemist only takes your skin.,The tax collector is an elected official.,There is no difference. They both skin you.,The tax collector has no warm blood.
337,Finish this humors remark by Mark Twain: The report of my death was...,literature,an exaggeration.,an exaggeration.,based on rumor and hearsay.,a bit premature.,only wishful thinking.
338,What is the correct ending of the following quote by Mark Twain: Always obey your parents - especially when...?,literature,they are present.,they are in striking distance.,they are still alive.,they are present.,they are younger than you.
339,Finish this popular thought by humorist and author Mark Twain:Always do right. This will gratify some people and...,literature,astonish the rest.,be an example to others.,get you into heaven.,shock the world.,astonish the rest.
340,How does this thought by Mark Twain end: Man is the only religious animal. He is the only animal that has the True Religion--?,literature,several of them.,several of them.,a guilty conscience.,money.,and endlessly betrays it.
341,"What is the correct ending of the following thought by Mark Twain: Everybody talks about the weather, but...?",literature,no one does anything about it.,thats all they do...talk.,no one understands it.,the weather doesnt really care.,no one does anything about it.
342,How does this thought by Mark Twain end: To be good is noble; but to show others how to be good is nobler and...?,literature,is no trouble.,is no trouble.,saintly.,practically impossible.,more rewarding.
345,Three authors were said to have influenced Agatha Christie. Which of these is not one of them?,literature,Henry Wadsworth Longfellow,Anna Katherine Green,Henry Wadsworth Longfellow,Sir Arthur Conan Doyle,Edgar Allen Poe
346,"In 1979, this actress played the part of Agatha Christie in the film Agatha.",literature,Vanessa Redgrave,Caroline Sullivan,Vanessa Redgrave,Lynn Redgrave,Katherine Hepburn
348,What was the occupation of Agatha Christies second husband?,literature,archaeologist,naval engineer,archaeologist,playwright,physician
349,Which detective novel by Agatha Christie introduced Miss Marple to readers?,literature,The Murder at the Vicarage,The Murder at the Vicarage,Death On The Nile,Murder on The Orient Express,And Then There Were None
352,"What romantic period author created the Byronic hero, Heathcliff?",literature,Emily Bronte,Lord Byron,Emily Bronte,Charlotte Bronte,Victor Hugo
353,"Who wrote the play, The Jew of Malta?",literature,Marlowe,Shakespeare,Marlowe,Gardner,Jonson
354,Name the Faulknerian character from As I Lay Dying who states the following: My mother is a fish.,literature,Vardaman,Darl,Jewel,Anse,Vardaman
356,Which modern author created the character Ari Ben Canaan?,literature,Leon Uris,Saul Bellow,Albert Camus,Leon Uris,Chaim Potok
357,Which Shakespearean tragic hero had a run in with cannibals?,literature,Othello,Othello,Julius Caesar,Pericles,Hamlet
358,Which Faulknerian character confuses his mother with a horse?,literature,Jewel,Cash,Darl,Vardaman,Jewel
359,Which of these is an innocent and ignorant protagonist created by Dostoevsky?,literature,Mischkin,Forrest Gump,Mischkin,Boo Radley,Lenny
360,Which philosopher-writer created a character who later renames himself to Prometheus?,literature,Ayn Rand,Nietzche,Ayn Rand,Albert Camus,Voltaire
361,In which of William Shakespeares tragedies does a minor character disappear in Act III with no explanation given?,literature,King Lear,King Lear,Macbeth,Othello,Hamlet
362,Which author created a series about a teenager who discovers he is a wizard and goes to Hogwarts School of Witchcraft and Wizardry?,literature,J. K. Rowling,J. K. Rowling,James Patterson,Jules Verne,J. R. R. Tolkien
363,Which of the following movies is a remake of a 1954 Japanese movie?,literature,The Magnificent Seven,The Seventh Sign,Se7en,The Magnificent Seven,Seven Sinners
364,"Which of these is not one of the seven dwarfs in Snow White and the Seven Dwarfs, the first American animated feature film?",literature,Sleazy,Dopey,Doc,Sleazy,Happy
365,The author of the autobiographical account Seven Pillars of Wisdom is popularly known by this name.,literature,Lawrence of Arabia,Lawrence of Arabia,Robin of Loksley,J. R. Tolkien,Dalai Lama
366,"The movie The Seven Year Itch contains the iconic scene, in which Marilyn Monroe has her dress blown up by a passing train. What line does she deliver when this happens?",literature,Isnt it delicious?,Isnt it too windy?,Isnt this sweet?,Isnt it fantastic?,Isnt it delicious?
367,What book in the popular Harry Potter series contains a chapter titled The Seven Potters?,literature,Harry Potter and the Deathly Hallows,Harry Potter and the Deathly Hallows,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Chamber of Secrets
368,"Jean-Jacques Annauds movie Seven Years in Tibet is based on the experiences of Austrian mountaineer Heinrich Harrer, who befriends the Tibetan spiritual leader, known as the Dalai Lama. The word lama is generally translated as guro or teacher. What does the word dalai mean in Mongolian?",literature,ocean,ocean,mighty,wise,spirit
369,"This 1990s song, which is supposed to describe apocalyptic events, ends with the line one day all 7 will die.",literature,7,7,7 Shades of Black,Seventh Heaven,Love Is the Seventh Wave
370,"In the crime thriller Se7en, that deals with a series of murders inspired by the seven deadly sins, Joe Doe, the murderer, admits that he, himself, is guilty of this sin.",literature,envy,wrath,none of these,envy,pride
371,What bands 7th studio album was titled Seventh Son of a Seventh Son?,literature,Iron Maiden,The Rolling Stones,Judas Priest,Iron Maiden,Led Zeppelin
372,"In the Seinfeld episode The Seven, this character revealed that he wanted to name his first child Seven.",literature,George Costanza,George Costanza,George Steinbrenner,Jerry Seinfeld,Cosmo Kramer
373,"Fannie Flag wrote this 1991 Academy Award-nominated movie, starring Kathy Bates and Jessica Tandy, which was based on her best selling-novel written 4 years earlier.",literature,Fried Green Tomatoes,Misery,Scent of a Woman,Driving Miss Daisy,Fried Green Tomatoes
374,Based on a Pulitzer prize winning novel by Michael Cunningham this 2002 movie featured Nicole Kidman and Julianne Moore.,literature,The Hours,Home at the End of the World,The Others,The Hours,Mrs Dalloway
375,This film directed by Taylor Hackford was based on a novel by Andrew Neiderman and featured Keanu Reeves and Charlize Theron.,literature,The Devils Advocate,The Devils Advocate,Sweet November,Monster,The Long Walk Home
376,"This 1999 film, based on the novel The Positronic Man, was co-written by Isaac Asimov and Robert Silverberg and starred Robin Williams. It was nominated for Academy award for best make-up.",literature,Bicentennial Man,S1m0ne,Bicentennial Man,A.I.: Artificial Intelligence,"I, Robot"
377,"This remake of a Dino Risi film from 1974 was based on the Italian novel Il buio e il miele (Darkness and Honey) by Giovanni Arpino, starred Al Pacino and was nominated for four Academy awards, winning one of them.",literature,Scent of a Woman,The Godfather: Part III,Carlitos Way,Scent of a Woman,The Devils Advocate
378,"This 1994 film, nominated for four Academy Awards and directed and produced by Robert Redford was based on Richard Goodwins book Remembering America: A Voice From the Sixties.",literature,Quiz Show,Promised Land,Quiz Show,Ordinary People,Accelerating America
379,"The biography of Nobel prize winning economist and mathematician John Nash, written by Sylvia Nasar, inspired this 2001 movie directed by Ron Howard, which was nominated for 8 Academy awards and won four of them.",literature,Beautiful Mind,Higher Learning,Beautiful Mind,The Missing,Cinderella Man
380,This 1990 film featuring Harrison Ford and Brian Dennehy was an adaptation of the Scott Turows novel of the same name about of a prosecutor charged with the murder of his female colleague.,literature,Presumed Innocent,Presumed Innocent,The Burden of Proof,The Pelican Brief,The Fugitive
381,"Based on a 1983 book by Dick King-Smith, this 1995 Australian film directed by Chris Noonan was nominated for seven Academy Awards.",literature,Babe,Shine,Sophie,Crocodile Dundee,Babe
382,This 1997 science fiction movie directed by Robert Zemeckis was adapted from Carl Sagans novel of the same title.,literature,Contact,Cosmos,Back to the Future,Contact,A.I.: Artificial Intelligence
383,This authors Pulitzer Prize-winning novel American Pastoral and his 1969 bestseller Portnoys Complaint were both included in Time magazines 100 Best Novels list.,literature,Philip Roth,Philip Roth,Jack Kerouac,John Fowles,Joseph Heller
384,"This novel by Theodore Dreiser, included in Time magazines 100 Best Novels list, tells the story of a young man, Clyde Griffiths and deals with subjects such as religion, abortion and capital punishment.",literature,An American Tragedy,The Stoic,An American Tragedy,Death Comes for the Archbishop,Midnights Children
385,"This Pulitzer Prize-winning novel, set in the fictional tired old town of Maycomb, Alabama, is narrated by six-year-old Scout Finch.",literature,To Kill a Mockingbird,The Prime of Miss Jean Brodie,To Kill a Mockingbird,To the Lighthouse,The Sound and the Fury
386,This British authors novels Brideshead Revisited and A Handful of Dust both appeared on the list of Time magazines list of 100 Greatest Novels.,literature,Evelyn Waugh,Ian McEwan,Evelyn Waugh,Martin Amis,Salman Rushdie
387,"What allegorical novel, included on Time magazines 100 Greatest Novels list, follows a group of young boys marooned on a desert tropical island?",literature,Lord of the Flies,Native Son,The Lord of the Rings,American Pastoral,Lord of the Flies
388,"This novel by Jack Kerouac, regarded as the defining work of the Beat Generation, is based on the spontaneous trips made by the author and his friends.",literature,On the Road,Naked Lunch,A Passage to India,On the Road,Midnights Children
389,"Midnights Children, one of the books on Time magazines list of 100 Greatest Novels, was written by this author, who was sentenced to death following the publication of one of his literary works.",literature,Salman Rushdie,J.D. Salinger,Kazuo Ishiguro,Salman Rushdie,Zadie Smith
390,"Which of the following acknowledged literary works was left out of the list of 100 Best English-language Novels, published in Time magazine in 2006?",literature,all of these,War and Peace,Moby Dick,all of these,The Adventures of Huckleberry Finn
391,"What novel on Time magazines Best Novels list follows Holden Caulfield, a character that has come to be associated with teenage angst and rebellion?",literature,The Catcher in the Rye,The Moviegoer,The Blind Assassin,A Clockwork Orange,The Catcher in the Rye
392,"What fantasy novel, focusing on the adventures of the Pevensie siblings and set approximately in 1940, appeared on Time magazines 100 Best English-language Novels?",literature,"The Lion, the Witch and the Wardrobe","The Lion, the Witch and the Wardrobe",The Painted Bird,The Lord of the Rings,The Chronicles of Prydain
393,"What 18th century English writer depicted Man Friday, whose name has become an expression used to describe a loyal male personal assistant?",literature,Daniel Defoe,Daniel Defoe,Robert Louis Stephenson,Johnathan Swift,Sir Walter Scott
394,"A neurological condition, characterised by altered perceptions of body image and visual illusions, was named after this character from childrens literature.",literature,Alice in Wonderland,Pinocchio,Peter Pan,Alice in Wonderland,Peter Rabbit
395,"This economic term, derived from the name of a folklore hero, refers to income redistribution.",literature,Robin Hood effect,Robin Hood effect,King Arthur effect,Sir Galahad effect,Sir Lancelot effect
396,"Which of these eponyms, derived from Jonathan Swifts novel Gullivers Travels, means a crude person, lacking in intelligence?",literature,yahoo,lilliputian,struldbrug,brobdingnagian,yahoo
397,"Which of these eponyms, derived from the name of a character created by Charles Dickens, is not correctly matched with its definition?",literature,"Pickwickian - haughty, conceited","Scrooge - a stingy, miserly person","Pickwickian - haughty, conceited",Gradgrind - a person interested only in cold facts,Fagin - an adult who instructs children in crime
398,"What Nobel Prize-winning author depicted fictional character George F. Babbitt, whose surname has become synonymous with a business or professional man who conforms unthinkingly to dominant middle-class standards?",literature,Sinclair Lewis,William Faulkner,SAUL BELLOW,John Steinbeck,Sinclair Lewis
399,This authors best-selling novel brought the term Pollyana into the English language to describe an illogically and blindly optimistic person.,literature,Eleanor H. Porter,Harper Lee,Louisa May Alcott,Laura Ingalls Wilder,Eleanor H. Porter
400,"The adjective Falstaffian, meaning jovial and with zest for life, is derived from the name of the fat knight Sir John Falstaff, who is featured in this Shakespearean comedy.",literature,The Merry Wives of Windsor,The Taming of the Shrew,The Merchant of Venice,The Merry Wives of Windsor,The Comedy of Errors
401,"What is the definition of the term dogberrysm, which is derived from Shakespeares play Much Ado About Nothing?",literature,"the unintentional misuse of a word by confusion with one of similar sound, usually creating a comic effect",a seemingly small but actually crucial weakness,trickery or deception,striving for power at the price of spiritual values,"the unintentional misuse of a word by confusion with one of similar sound, usually creating a comic effect"
402,"Tartuffe, whose name has come to mean a hypocrite, especially one who affects religious piety, is the protagonist of a comedy by this playwright.",literature,MoliÃ¨re,EugÃ¨ne Ionesco,MoliÃ¨re,Samuel Beckett,Cyrano de Bergerac
403,"Earnest Hemingway was born in 1899 in a Chicago suburb, and later attended this high school.",literature,Oak Park and River Forest High School,Fenwick High School,Oak Park and River Forest High School,Carl Rogers High School,Cook County High School
404,"At the age of seventeen Ernest Hemingway began working as a reporter for The Kansas City Star, where he remained for how long?",literature,six months,one year,six months,tree years,one month
405,"On what date was Ernest Hemingway wounded, while performing his duties as a WW I ambulance driver?",literature,"July 8, 1918","July 9, 1918","July 8, 1918","May 6, 1916","June 8, 1916"
406,"In 1920 Ernest Hemingway accepted a job at this Canadian newspaper, where he met Morley Callaghan.",literature,The Toronto Star,The Ottawa Sun,The Calgary Sun,The Quebec Star,The Toronto Star
407,In Our Time was first published in 1925 and marked Hemingways American debut.  Which of the following short story titles is not part of this collection?,literature,The Killers,Indian Camp,The Battler,The Killers,Out of Season
408,"In his 1940 novel For Whom the Bell Tolls, Ernest Hemingway tells the story of Robert Jordan, a U.S. guerrilla warrior serving in the Spanish Civil War. who is given the assignment to blow up a bridge near what Spanish city?",literature,Segovia,Segovia,Valencia,Madrid,Barcelona
409,"What Ernest Hemingway novel was published in 1950, following For Whom the Bell Tolls?",literature,Across the River and Into the Trees,Across the River and Into the Trees,The Sea When Young,The Garden of Eden,The Old Mean and the Sea
410,The Old Man and the Sea brought Ernest Hemingway enormous success and earned him the Noble Prize in Literature in what year?,literature,1954,1953,1960,1954,1952
411,"This Ernest Hemingway book, published posthumously, tells the story of a bullfighter named Antonio Ordonez.",literature,The Dangerous Summer,Under Kilimanjaro,A Movable Feast,The Dangerous Summer,Islands in the Stream
412,"Ernest Hemingway belonged to this group of expatriate American writers, who lived in Paris from the end of World War I till the beginning of the Great Depression.",literature,The Lost Generation,The Lost Generation,The G.I. Generation,The Greatest Generation,The Missionary Generation
413,"The novel One Hundred Years of Solitude, written by Nobel Prize-winning author Gabriel GarcÃ­a MÃ¡rquez, was first published in Spanish. What nationality is MÃ¡rquez?",literature,Colombian,Mexican,Colombian,Chilean,Brazilian
414,"What dystopian novel is set in Oceania, an intercontinental super-state ruled by an enigmatic dictator?",literature,Nineteen Eighty-Four,Nine Tomorrows,Fahrenheit 451,Nineteen Eighty-Four,Twenty Thousand Leagues Under the Sea
415,"Name the author of the 19th century novels A Captain at Fifteen, Around the World in 80 Days and Twenty Thousand Leagues Under the Sea.",literature,Jules Verne,Jules Verne,Arthur C. Clarke,Ray Bradbury,Isaac Asimov
416,Which of the following novels by Agatha Christie features Belgian detective Hercule Poirot?,literature,All of these,Five Little Pigs,Murder in Three Acts,All of these,"One, Two, Buckle My Shoe"
417,"This post-World War II satirist wrote a popular anti-war novel, whose title has become a commonly used idiomatic phrase, referring to a a no-win situation or a double bind.",literature,Joseph Heller,Kurt Vonnegut,Ray Bradbury,George Orwell,Joseph Heller
418,"Which one of the main characters, depicted by Alexandre Dumas in The Three Musketeers, has a mysterious past connecting him  with Milady de Winter, the female antagonist of the novel?",literature,Athos,dArtagnan,Athos,Portos,Aramis
419,The title of Ken Keseys novel One Flew Over the Cuckoos Nest is derived from which of the following?,literature,a nursery rhyme,a country ballad,a nursery rhyme,a Shakespearean play,a short story by a friend of Keseys
420,"What post-modern novel, following the experiences of Billy Pilgrim, contains the prayer, God grant me the serenity to accept the things I cannot change, the courage to change the things that I can, and the wisdom to know the differenceâ?",literature,Slaughterhouse-Five,Slaughterhouse-Five,Fahrenheit 451,Catch-22,Nineteen Nineteen
421,"What is the name of the fictional submarine, commanded by Captain Nemo, in the novel Twenty Thousand Leagues Under the Sea?",literature,Nautilus,Gotengo,Thundersub,Nautilus,Subatilus
422,What does the number 451 in the title of Ray Bradburys novel Fahrenheit 451 refer to?,literature,the temperature at which books burn,the temperature at which forests will burn,the temperature required to melt glass,None of these,the temperature at which books burn
423,"This novel by Nevil Shute is set in the future after WWIII. Due to the nuclear fallout, only land in the southern hemisphere is inhabitable.",literature,On the Beach,The Rainbow and the Rose,On the Beach,Ruined City,The Shadowlands
424,"In 1946 this author received the Nobel Prize in Literature. He was born in WÃ¼rttemberg, Germany to a Christian missionary family that worked in India. He is best known for his novel Steppenwolf.",literature,Hermann Hesse,Theodor Mommsen,Heinrich BÃ¶ll,Hermann Hesse,John Kay
425,Author Gabriel GarcÃ­a MÃ¡rquez stresses in this 1985 novel that love-sickness is a literal disease causing pain and other physical symptoms.,literature,Love in the Time of Cholera,Love in the Time of Cholera,Of Love and Other Demons,Walking with Liberty,One Hundred Years of Solitude
426,"Originally written in French, this 1949 Samuel Beckett play is about Vladimir and Estragon who expect a man, they barely know, to arrive.",literature,Waiting for Godot,Imaginary Friends,A Portrait of the Artist as a Young Man,Endgame,Waiting for Godot
427,"Published in 1963, The Bell Jar is this poets only novel. It was published under the pseudonym Victoria Lucas.",literature,Sylvia Plath,Esther Greenwood,Sylvia Plath,Assia Wevill,W. D. Snodgrass
428,"In Nathanial Hawthornes The House of the Seven Gables, the destitute Hepzibah Pyncheon lives in the house and supports her brother, Clifford, who has just been released from jail. Why was he in jail?",literature,Murder,Murder,Burglary,Kidnapping,Adultary
429,"This 1857 collection of poems by Charles Baudelaire caused him to be convicted in France of offending the morals of the time, resulting in fines and the banning of 6 of the poems.",literature,The Flowers of Evil,Confessions of an English Opium-Eater,The Flowers of Evil,To the Reader,Artificial Paradises
430,Who wrote the poem Childe Roland to the Dark Tower Came that inspired Stephen King to write the first novel in The Drak Tower series?,literature,Robert Browning,Robert Browning,William Shakespeare,Bram Stoker,WB Yeats
431,Stephen Kings novel The Gunslinger was written in five parts and published individually in which of the following?,literature,The Magazine of Fantasy and Science Fiction,Weird Tales,Playboy,Realms of Fantasy,The Magazine of Fantasy and Science Fiction
432,How long did it take Stephen King to complete the novel The Dark Tower I: The Gunslinger?,literature,12 years,5 years,12 years,3 years,10 years
433,How does the book The Gunslinger by Stephen King begin?,literature,"The man in black fled across the desert, and the gunslinger followed.",The Tower was the first thing Roland thought of when he woke and the last he thought of before sleep.,"The man in black fled across the desert, and the gunslinger followed.","The gunslinger sighted, cocked the pistol and prepared to kill the man in black.","Roland looked up, the man in black was silhouetted against the sun."
434,"In a saloon, the gunslinger from Stephen Kings self-titled novel hears a crowd singing what tune that is well known in our world?",literature,Hey Jude,Rock Around the Clock,Oh My Darlin Clementine,Gimme Shelter,Hey Jude
435,"In the Novel The Gunslinger, the gunslinger meets a boy called Jake. What is Jakes actual name?",literature,John Chambers,Jack Mort,John Chambers,Jake Delgado,Juan Derer
436,What are Jakes final words to Roland in the novel The Gunslinger?,literature,"Go then, there are other worlds than these.",How come I cant have a gun?,"Well met, Sir",I have forgotten the face of my father,"Go then, there are other worlds than these."
437,"In the book The Gunslinger, a gas-pump is found in a tunnel under a mountain and is worshipped as a god. What is the gods name?",literature,Amoco,Amoco,Texaco,Opec,Elf
438,Where does Roland first meet Jake in the novel The Gunslinger?,literature,An abandoned way station,An abandoned diner,An abandoned hospital,An abandoned way station,An abandoned railway station
440,What was Mark Twains birth name?,literature,Samuel L. Clemens,Booth Tarkington,Samuel Rogers Clinton,George F. Scott Harrison,Samuel L. Clemens
441,Where was Mark Twain born and where did he die?,literature,Missouri and Connecticut,Connecticut and Missouri,Missouri and Connecticut,Missouri and Mississippi,Mississippi and Connecticut
442,What was the name of Mark Twains wife?,literature,Olivia,Amelia,Josephine,Olivia,Amy
443,"At the height of his popularity, Mark Twain built one of the oddest and most elaborate homes at that time.  In which eastern city was ythe nineteen-room mansion built?",literature,"Hartford, Connecticut","Hartford, Connecticut","Elmira, New York","Boston, Massachusetts","Newport, Rhode Island"
444,It is generally accepted that the Mark Twain House was designed to resemble which of these?,literature,a Mississippi riverboat,a tower,a medieval castle,a Gothic cathedral,a Mississippi riverboat
445,How many children did Mark Twain and his wife have?,literature,3 daughters and one son,3 daughters and one son,4 sons,2 sons and 2 daughters,5 daughters
446,How many of Mark Twains children outlived him?,literature,one,three,one,none,two
447,What was Mark Twains opinion about slavery?,literature,He was adamantly against it.,"Being a southerner, he saw no evil in it.",He believed it was a necessary evil,He kept his true feelings on the subject to himself.,He was adamantly against it.
448,What were Mark Twains favourite animals?,literature,Cats,Horses,Cats,Birds,Dogs
449,"Mark Twain made several costly investment mistakes in his lifetime, and even had to declare bankruptcy.  What was the invention in which he refused to invest?",literature,The Telephone,The automobile,Gold mining in California,The Paige typesetting machine,The Telephone
450,What spell summons an item to the spell caster in the Harry Potter books?,literature,Accio,Anapneo,Accio,Aguamenti,Aparecium
451,Which spell is used in the Harry Potter novels to unlock a door?,literature,Alohomora,Avada Kedavra,Homenum Revelio,Avis,Alohomora
452,This charm helps some Harry Potter characters to breathe underwater or just to block out a bad smell.,literature,Bubble-Head Charm,Bubble-Head Charm,Colloportus,Anapneo,Aguamenti
453,"In the Harry Potter series of books, this spell places enormous pressure upon its target and blasts a hole.",literature,Deprimo,Deletrius,Deprimo,Defodio,Descendo
454,This spell from the Harry Potter books causes objects to swell in size.,literature,Engorgio,Ennervate,Engorgio,Growth Charm,Enlargement Charm
455,"In the Harry Potter series of novels, this charm produces bandages and splints.",literature,Ferula,Ferula,Tergeo,Furnunculus,Flesh Memory
456,What spell is used in the Harry Potter books to produce fire?,literature,Incendio,Fire Charm,Flagrate,Incarcerous,Incendio
457,In the Harry Potter books this spell creates a beam of light.,literature,Lumos,Illumino,Nox,Muffliato,Lumos
458,This spell was used by Hermione to create an exact replica of an object.,literature,Geminio,Geminio,The Twin curse,Confundus Charm,Reparo
459,This fun little charm from the Harry Potter series produces a lovely bouquet of flowers.,literature,Orchideous,Confringo,Densaugeo,Petuniatum,Orchideous
460,"Entertainment Weeklys choice for the # 1book on the List of New Classics was the story of a father and son who trudge across an ashen American landscape in the wake of  some unnamed apocalypse, fighting off sexually predatory bandits, scavenging for food, uncovering charnel-house horror but always moving forward toward some mirage of a better future. What is the name of this post-apocalyptic novel by Cormac McCarthy?",literature,The Road,There Will Be Blood,No Country for Young Men,The Road,All the Pretty Horses
461,Most writers dream of making the New York Times Best-Seller List. Which one of these books spent the most weeks on the New York Times Best-Seller List?,literature,The Da Vinci Code,The Lovely Bones,The Da Vinci Code,Into Thin Air,Harry Potter and the Goblet of Fire
462,"The book ranked # 9 on the Entertainment Weeklys New Classics List tells the story of a deserting Confederate soldier, Inman, and his journey back to the genteel and lovely Ada. What was the destination for the war weary and lovelorn Inman?",literature,Cold Mountain,Cold Mountain,Bridges of Madison County,West Point,Cold Comfort Farm
463,"This novel, that is over 850 pages, tells the story of cowboy Gus, the strong willed prostitute, Lorena and the evil murderer and rapist, Blue Duck. What is the title of this book that describes a long, long cattle drive?",literature,Lonesome Dove,Lonesome Dove,All the Pretty Horses,No Country for Old Men,New Riders of the Purple Sage
464,"Neil Gaiman, a fantasy and science fiction writer was asked to name his top 10 New Classic Monsters.  Gaimans # 8 choice was a monster found in master horror writer Steven Kings novel It. In what shape did It come to terrorize the children of Derry?",literature,"Pennywise, the clown",Buick 8,"Pennywise, the clown",Cujo,The Walking Dude
465,"In a book that made the list of Five Memoir Shockers, which sports legend bragged that he had bedded 20,000 ladies?",literature,Wilt Chamberlain,Jim Brown,Wilt Chamberlain,Willie Shoemaker,Joe Namath
466,"Which novel has the opening lines, My name was Salmon, like the fish; first name Susie. I was fourteen when I was murdered on December 6, 1963.?",literature,The Lovely Bones,All She Ever Really Wanted,The Handmaids Tale,The Lovely Bones,Case Histories
467,"On May 11, 1996, eight people died while trying to reach the summit of Mt. Everest, including famed mountain guides Rob Hall and Scott Fischer. Jon Krakauer was one of the survivors. What is the name of Krakauers book that gives his first person account of the events that led to one of the deadest days ever on Mount Everest?",literature,Into Thin Air,Into Thin Air,Climb,Everest,Into the Wild
468,"In 2008, EW.com asked readers for their choice for favorite author of the last 25 years. Which author
received the most votes?",literature,J. K. Rowling,Nora Roberts,John Grisham,J. K. Rowling,Steven King
469,What is the veterinarians full name in the book All Creatures Great and Small?,literature,Dr. James Herriot,Dr. James Siegfried,Dr. Calvert James,Dr. James Tristan,Dr. James Herriot
471,"All Creatures Great and Small comprises James Herriots first two novels, If Only They Could Talk and It Shouldnt Happen to a Vet. What is the names of the editions in which the rest of James Herriots other books were published in the United states?",literature,"All Things Bright and Beautiful, and All Things Wise and Wonderful.","All Things Clean and Dirty, and All Things Sick and Gross.","All Things Loud and Annoying, and All Things Quite and Silent.","All Things Technical and Universal, and All Things Large and Small.","All Things Bright and Beautiful, and All Things Wise and Wonderful."
472,"In the book All Creatures Great and Small, which of Siegfrieds possessions does Tristan keep destroying?",literature,Vehicles,Vehicles,Buildings,Pig pens,Tools
