,question,category,answer,choices/0,choices/1,choices/2,choices/3
1396,Which of these actors is not a Bronxite?,world,Nicholas Cage,Hal Linden,Nicholas Cage,Red Buttons,Tony Curtis
1397,Which one of these famous personalities is a Bronxite?,world,Billy Joel,Neil Sedaka,Billy Joel,Paul Anka,Alan Freed
1398,Which one of these political or military figures is a Broxnite?,world,Colin Powell,Richard B. Cheney,H. Norman Schwarzkopf,Mike Bloomberg,Colin Powell
1399,Which of these entertainment personalities is a Bronxite?,world,Regis Philbin,Natalie Portman,Regis Philbin,Kelly Ripa,Carl Rowe
1400,Which one of these persons is not a Bronxite?,world,Spike Lee,Stanley Kubrick,Jennifer Lopez,Spike Lee,Alan Pakula
1401,Which one of these famous people is not a Bronxite ?,world,Ann Rice,Ann Rice,EL Doctorow,Anna Maria Italiano,Bobby Darin
1402,What is the title of the official in charge of running the The Bronx borough?,world,The Bronx  Borough President,The Bronx Commissioner,The Bronx Borough Chairman,The Bronx Vice Mayor,The Bronx  Borough President
1403,It is generally unknown that ten dollars are referred to as this.,world,An eagle,A lizard,An eagle,A cow,A hawk
1404,"If you had $500 bill, up to what year could you have used it?",world,1969,1969,1941,1989,1953
1406,One of these claims about  the US currency is false. Can you spot it?,world,Dollar bills are easy to counterfeit.,Dollar bills are easy to counterfeit.,Coins do not have their values inscribed with a number.,Blind people cannot tell dollar bills apart because of their similar designs and texture.,"Both the one cent (penny) and the five cent (nickel) are larger than the dime, which is worth ten cents."
1407,The dollar was chosen as the US monetary unit in this year.,world,1785,1794,1785,1772,1801
1408,Until 1974 the value of the United States dollar was tied to and backed by ...,world,Gold and silver,Silver,Gold and silver,Platinum,Gold
1409,"On the back side of the 1 dollar bill we can see  an ancient Egyptian pyramid, beneath a triangle containing a glowing eye. This symbols origin is...?",world,Freemason,Christian,Jewish,Freemason,None of these
1411,"The state of Iowa borders Minnesota on the north, Missouri on the south, Nebraska and South Dakota on the west, and Wisconsin and Illinois on the east.  Which river forms the eastern boundary of the state?",world,Mississippi River,Missouri River,Big Sioux River,Mississippi River,Tennessee River
1412,This famous Iowan became one of Hollywoods most popular actors. In the film Angel and The Badman he plays a man named Quirt Evans.,world,John Wayne,Henry Fonda,Clint Eastwood,John Wayne,Mickey Rooney
1413,Iowa is named after the local Native American Iowa people. What is the states nickname?,world,The Hawkeye State,The Dairy State,The Hawkeye State,The Golden flower State,The Cyclone State
1414,"Parts of the 1996 disaster movie Twister were filmed in Iowa. Bill Paxton stars in the movie, partnered by this actress.",world,Helen Hunt,Gina Davis,Susan Sarandon,Helen Hunt,Brooke Shields
1415,"This company in Cedar Rapids, Iowa was founded in 1901, as a result of the merger of three separate companies.  In 1969, they acquired Fisher-Price, a toy company.",world,Quaker Oats,Post,Kellogs,General Mills,Quaker Oats
1417,Iowa is known for its unpredictable weather. What are the most frequent disasters that strike the state?,world,Tornadoes,Droughts,Tornadoes,Floods,Cyclones
1418,"The official colors of Iowa are red, white, and blue (appearing on the stateâs flag) and Iowas motto is, Our liberties we prize, our rights we will ____.",world,maintain,maintain,protect,not compromise,fight for
1420,Which is NOT one of the official eight Australian States or Territories?,world,Coral Sea Islands Territory,Coral Sea Islands Territory,A.C.T.,Western Australia,Northern Territory
1422,What continent is the Gobi Desert in?,world,Asia,Australia,Africa,North America,Asia
1423,"In December 1981, General Leopoldo Galtieri seized power in this South American country.",world,Argentina,Argentina,Uruguay,Bolivia,Chile
1424,"The Ohio, Monongahela and Allegheny Rivers merge in Piitsburgh, PA, at the location of this outpost, established during the Fench and Indian War (1755-1763).",world,Fort Duquesne,Fort Necessity,Fort Ticonderoga,Fort Oswego,Fort Duquesne
1428,What is the capital and largest city of Peru?,world,Lima,Suva,San Salvador,San Jose,Lima
1431,What is the capital of the Netherlands?,world,Amsterdam,Bucharest,Berlin,Hungary,Amsterdam
1434,"Which two countries have flags with same patterns and colors, but in reversed order?",world,Monaco and Poland,Ireland and Italy,Slovakia and Slovenia,Monaco and Poland,Serbia and the Netherlands
1435,"Many European countries have a flag with three horizontal stripes, colored white, blue and red (in different orders or shades). Which country is not one of them?",world,France,Russia,The Netherlands,France,Slovenia
1436,Which of these flags is the oldest still in use?,world,Denmarks Dannebrog,British Union Jack,Denmarks Dannebrog,Frances Tricolor,American Stripes and Stars
1437,All Nordic countries have a Scandinavian cross on their flags. Which statement is true about these flags?,world,The Swedish flag is the only one without any white.,The Swedish flag is the only one without any white.,The Finnish flag has the cross upside down.,Norway and Iceland have exactly the same flags.,Yellow is the dominant color of Scandinavian flags.
1438,Which country has the most colors on its flag that does not have any seal or brocade?,world,South Africa,South Africa,Brasil,Libya,Spain
1439,Which of these nations has a flag not rectangular in shape?,world,Nepal,Switzerland,Nepal,Papua New Guinea,Andorra
1440,Which countrys flag has the Latin motto Ordem e Progresso (Order and Progress) on it?,world,Brazil,Brazil,Thailand,Kenya,Australia
1441,How many stripes are there on the American flag?,world,13,49,50,13,12
1442,The Italian flag is green-white-red. What is the traditional color of Italian athletes in international competitions?,world,Blue,Blue,White,Green,Red
1444,Which country has a plain green flag?,world,Libya,"None, the green flag is the official symbol of Green Peace",Libya,Saudi Arabia,Tunisia
1445,"What is the shape of the Star of David, visible in the center of the Israeli flag?",world,Hexagram,"It looks like a comet, with a head and tail",Pentagram,Hexagram,Septagram
1457,On which Sunday in May is Mothers Day celebrated in the USA and Canada?,world,2nd,3rd,2nd,4th,1st
1461,February is African American Heritage Month. What group is May associated with?,world,Asian Pacific Americans,Asian Pacific Americans,Mexican Americans,Japanese Americans,German Americans
1465,The actual building of the Titanic took place at what shipyard?,world,Harlan  Wolff,Cunard,Red Star,White Star,Harlan  Wolff
1466,"E. J. Smith, the captain of the RMS Titanic, served on which other ship of the White Star Line?",world,Olympic,Gigantic,Britannic,Oceanic,Olympic
1467,"Passenger Michel Navratil, who boarded the Titanic at Southampton, sailed under the assumed name Louis Hoffman. Why?",world,He was hiding from his French wife and kidnapping their children.,He was trying to escape England after robbing a bank.,He was hiding from his French wife and kidnapping their children.,He was a spy sent on a mission to the US.,He was a famous actor from France.
1468,Who was the managing director of the White Star Line at the time the Titanic sailed?,world,J. Bruce Ismay,William Murdoch,Edward J. Smith,Thomas Andrews,J. Bruce Ismay
1469,How many women were among the crew on the Titanic?,world,23,73,0,43,23
1470,What was the name of the ship that nearly collided with the Titanic in Southampton?,world,New York,Caronia,New York,California,Oceanic
1471,What was the name of the daily newspaper on board the Titanic?,world,Atlantic Daily Bulletin,Atlantic Daily Bulletin,White Star Bulletin,News of  the Day,Titanic Daily Bulletin
1472,How many honeymoon couples travelled on the Titanic?,world,13,1,9,24,13
1474,Where was the Carpathia headed when the distress call from Titanic was transmitted?,world,Mediterranean Cruise,Mediterranean Cruise,"Southampton, England","Cherbourg, France","Halifax, Nova Scotia"
1475,When did the Carpathia arrive in New York with the rescued survivors of the RMS Titanic?,world,April 18,April 16,April 18,April 15,April 17
1476,"Jock Hume, violinist with the orchestra on board the Titanic, perished when the ship sank. What did the agency that employed the musician send to his family after the disaster?",world,A bill,A bill,His paycheck,A condolence card,A violin
1477,These countries are all republics except one. Which one is a kingdom?,world,Spain,France,Spain,Poland,Germany
1478,"Three of these countries are kingdoms, which one is actually a sultanate?",world,Oman,Jordan,Bahrain,Oman,Saudi Arabia
1479,Three of these countries are kingdoms. One is a republic. Which one is it?,world,Italy,Belguim,The Netherlands,Norway,Italy
1480,Three of these countries are Islamic republics. Which one is a kingdom?,world,Bhutan,Afghanistan,Pakistan,Iran,Bhutan
1481,"On 15 September, 1973 King Carl XVI Gustaf became the ruler of which of these modern kingdoms?",world,Sweden,Nepal,Swaziland,Lesotho,Sweden
1483,On what day in March was Julius Caesar assassinated?,world,15,15,17,13,12
1485,"According to the Roman calendar, in which of these months did the day of ides fall on the same day as in March ?",world,May,November,June,May,September
1486,"In the Roman calendar, what did the day called ides mark each month?",world,The full moon,The changing of Gods,A celebration of the dead,The months end,The full moon
1487,In what year was Julius Caesar killed?,world,44 BCE,50 BCE,44 BCE,38 BCE,40 BCE
1488,Where did the assassination of Julius Caesar take place?,world,The Pompey Theatre,The Pompey Theatre,The town center,The Temple of Venus,The Senate
1489,Julius Caesar was struck down by his assassins while on his way to what location?,world,Temple of Venus,Temple of Venus,The Pompey Theatre,The Senate,The Temple of Zeus
1490,"From the Halls of Montezuma
To the Shores of Tripoli,
We fight our countrys battles
In the air on land and sea.
is the beginning of what song related to the United States Marine Corps?",world,The Marines hymn,The Marines hymn,The Marines Creed,The Marine Corps Official Song,The Marine Corps Official Prayer
1492,"During the battle of Belleau Wood, the U.S. Marines fierceness and toughness earned them the respect of the Germans, who rated them of storm-trooper quality. What nickname did the U.S. Marines reportedly earn in this battle?",world,Devil Dogs,Devil Dogs,Dirty Dogs,Bully Dogs,Grunt Dogs
1493,"Benjamin Franklin, famous statesman and inventor, was born on January 17 of what year?",world,1706,1726,1704,1724,1706
1494,"This actress, who played on The Golden Girls, was born On January 17, 1922.",world,Betty White,Betty White,Bea Arthur,Estelle Getty,Rue McClanahan
1495,"Which famous boxer, born on January 17, won a gold medal in the 1960 Olympics?",world,Muhammad Ali,Henry Cooper,Joe Fraizer,Muhammad Ali,Mike Tyson
1496,"Two significant earthquakes occurred on January 17. The first was a 6.7 magnitude earthquake in Northbridge, California. The second was a 7.3 magnitude earthquake near Kobe, Japan. In what two consecutive years did they occur?",world,1994 and 1995,1994 and 1995,1999 and 2000,1862 and 1863,1976 and 1977
1497,"On January 17, 2006, this person became the second oldest inmate to be executed in the United States since 1976.",world,Clarence Ray Allen,Al Capone,Stanley Williams,Clarence Ray Allen,"John B. Nixon, Sr."
1499,St. Patricks Day is traditionally a feast day celebrating the Patron Saint of what country?,world,Ireland,Italy,Britain,Ireland,America
1501,The first St. Patricks Day parade organized in the Irish Free State was held in 1931 in what city?,world,Dublin,Dublin,Belfast,Galway,Cork
1503,In what city does the largest St. Patricks Day Parade take place?,world,New York,Chicago,Dublin,Boston,New York
1505,In the past St. Patricks Day was celebrated only as a strictly religious holiday. When did it become a public holiday?,world,1903,1915,1912,1903,1927
1506,"In this city, St. Patricks Day is celebrated in bars such as the Silver Dollar Saloon, the MM Cigar Store, The Irish Times Pub and the traditional parade is led by the Ancient Order of Hibernians.",world,"Butte, Montana","Deluth, Iowa","Butte, Montana","Hanibal, Missouri","Philadelphia, PA"
1507,The players of which of these baseball teams do NOT wear green uniforms on St. Patricks Day?,world,Pittsburgh Pirates,New York Yankees,Boston Red Sox,Pittsburgh Pirates,St. Louis Cardinals
1508,"This treaty was signed on February 7, 1992 by the members of the European Community, resulting in the creation of the European Union.",world,Maastricht Treaty,Maastricht Treaty,Treaty of Rome,Treaty of Paris,Treaty of Amsterdam
1509,"The European Economic Community, informally called the Common Market, was established by the Treaty of Rome in what year?",world,1957,1947,1961,1957,1960
1512,"The head office of the European Central Bank, established on June 1, 1998, is located in which city?",world,Frankfurt,Paris,London,Brussels,Frankfurt
1513,"Which statement about the European Commission, the executive body of the European Union, is true?",world,All of these,It is one of the three main institutions governing the European Union,The Commission is divided into departments known as Directorates-General (DG),It proposes and implements legislation,All of these
1514,What institution of the European Union is directly elected by EU citizens once every five years?,world,The European Parliament,None of these,The European Parliament,The European Commission,The European Council
1516,"The European Court of Justice, the Supreme Court of the European Union, is based in which country?",world,Luxembourg,Germany,France,Luxembourg,Belgium
1517,"Las Vegas is situated in a high desert valley roughly 2,500 feet above sea level. What provides its main source of water?",world,Colorado River,Lake Havasu,Lake Mojave,Wells,Colorado River
1518,"What Las Vegas building, completed in 1996, offers two observation decks, a revolving restaurant, and  thrill rides?",world,Stratosphere,MGM Grand,Bellagio,Stratosphere,Vegas World
1519,"Out in the Mojave desert, Las Vegas is far from any other metropolitan areas. Which is the closest?",world,Los Angeles,Phoenix,Salt Lake City,San Diego,Los Angeles
1520,"Which casino-hotel in Las Vegas opened on April 28, 2005 and at the time of its completion was the largest privately-funded construction project in the U.S.?",world,Wynn Las Vegas,Excalibur,Mandalay Bay,Wynn Las Vegas,Bellagio
1521,"If you travel southeast from Las Vegas, youre heading toward two tourist attractions. One is 35 miles away, the other is a couple hundred miles further. Name them.",world,"Hoover Dam, Grand Canyon","Zion, Bryce Canyon","Mt. Charleston, Death Valley","Valley of Fire, Zion","Hoover Dam, Grand Canyon"
1522,Which of the following is the major interstate highway running through Las Vegas?,world,I-15,I-15,I-40,I-10,I-215
1524,The area code for Las Vegas is 702. This was the code for all of Nevada until 1996. What is now the area code for the rest of the state?,world,775,707,777,775,703
1525,"Which of these is the mountain that boasts a skiing area, a lodge complete with cabins, hiking trails, and alpine terrain all within 50 miles of the center of the Las Vegas valley?",world,Mt. Charleston,Mt. Baldy,Sunrise Mountain,Telescope Peak,Mt. Charleston
1526,Nike started the Just Do Itâ? campaign in this year.,world,1988,1988,1992,1986,1990
1527,"Adidas acquired the Salomon Group with the brands Salomon, TaylorMade, Mavic and Bonfire in December 1997. What is the name of the new company?",world,Adidas-Salomon AG.,SalomonAdidas Sports,Adidas-Salomon AG.,Galaxy,AdiSalo
1528,What is Y-3?,world,A collaboration between Adidas and designer Yohji Yamamoto,An Adidas accessories collection,The mechanism of a Nike watch,A new cushioning technology from Nike,A collaboration between Adidas and designer Yohji Yamamoto
1529,"Adidas was a company of two brothers. In 1948 one of them - Rudolf,  left it and created his own brand. Which is it?",world,Puma,Kenvelo,Puma,Umbro,Reebok
1530,Which of these Nike events took place before the 90s?,world,"NIKE establishes Athletics West, a safe house for world-class athletes to train for Olympic competition.",Six NIKE athletes help win the Olympic gold medal in basketball.,NIKE launches P.L.A.Y. - Participate in the Lives of Americas Youth - a call to action for everyone to help kids get and stay active.,"NIKE establishes Athletics West, a safe house for world-class athletes to train for Olympic competition.",NIKEs Reuse-A-Shoe breaks ground by recycling old athletic shoes into material for resurfacing sports courts.
1531,Oklahoma means âHome of the Red Manâ in which Native American language?,world,Choctaw,Cherokee,Osage,Apache,Choctaw
1532,What city was the first state capital of Oklahoma?,world,Guthrie,Tulsa,Oklahoma City,Lawton,Guthrie
1533,In what year did Oklahoma enter the union as the 46th state?,world,1907,1907,1892,1889,1917
1534,The term Trail of Tears refers to which of these?,world,The forced relocation of the Choctaws in 1831 and the Cherokees in 1838 from the southeastern United States.,The wagon trail that settlers followed across Indian and Oklahoma Territories during the 19th century.,"The route of the old cattle drives that crossed the Oklahoma panhandle between Texas and Dodge City, Kansas.",The stretch of I-35 between Norman and the Cotton Bowl Stadium in Dallas when the University of Oklahoma football team plays the University of Texas.,The forced relocation of the Choctaws in 1831 and the Cherokees in 1838 from the southeastern United States.
1535,"What is the original meaning of the term Sooner, which came into use in 1889 according to the Oklahoma Historical Society?",world,A person who tried to settle in the Unassigned Lands before they were opened for settlement.,Its the name of the first commercial oil well drilled in Oklahoma Territory in 1897.,A person who tried to settle in the Unassigned Lands before they were opened for settlement.,A person who settled legally in the Unassigned Lands.,None of these.
1536,When did the Native Americans finally receive U.S. citizenship through The Indian Citizenship Act?,world,1924,1991,1924,1955,1876
1537,Which of the following was not taught to Native American children at Indian boarding schools during the 19th century and early 20th century?,world,Native American languages,Native American languages,"English, writing","English, reading",Christianity
1538,"According to a law, Native Americans were not allowed to enter Boston until which year?",world,2005,1995,1945,2005,1885
1539,"The forced relocation of the Cherokee and the Choctaw to the western states, resulting in the death of 4,000 Native Americans, is known by what name?",world,The Trail of Tears,The Ghost Trail,The Battle of Little Bighorn,Wounded Knee,The Trail of Tears
1540,Members of what Native American nation live on the Cheyenne River Indian Reservation?,world,Lakota,Seminole,Apache,Lakota,Nez Perce
1541,Which of these names doesnt refer to the U.S. federal legislation that restored Native American self-government on a tribal basis in 1934?,world,The Curtis Act,The Curtis Act,The Indian Reorganization Act,The Indian New Deal,The Wheeler-Howard Act
1542,Which one of these is not a group belonging to the Apache nation?,world,Assiniboine,Chiricahua,Assiniboine,Mescalero,Jicarilla
1543,"What measures, related to Native American tribes, did the National Collegiate Athletic Association take in 2005?",world,They banned the abusive Native American imagery and nicknames in athletics.,They founded a scholarship for Native American athletes.,They banned the abusive Native American imagery and nicknames in athletics.,They allowed Native American teams to take part in tournaments.,They created the Native American Soccer League.
1544,"This incident took place on June 26, 1975 on the Pine Ridge reservation and was later depicted in Michael Apteds 1992 movie Incident at Oglala.",world,Two FBI agents were shot in a shootout and Leonard Peltier was convicted.,Leonard Peltier and two FBI agents died of an unknown disease on the Pine Ridge reservation.,The bodies of two FBI agents were found in Leonard Peltiers backyard.,Two FBI agents were shot in a shootout and Leonard Peltier was convicted.,Two FBI agents were found guilty for the murder of Leonard Peltier.
1545,Who invented the writing system of the Cherokee language?,world,Sequoyah,Black Kettle,Sitting Bull,Sequoyah,Wes Studi
1546,"Although the whole Committee of Five participated in the drafting of the US Declaration of Independence, this man was the principal author of the Declaration.",world,Thomas Jefferson,Robert R. Livingston,Roger Sherman,Thomas Jefferson,John Adams
1547,"The final version of the Declaration of Independence was adopted by the Continental Congress on July 4, 1776. In which state did this happen?",world,Pennsylvania,Connecticut,Pennsylvania,Massachusetts,Virginia
1548,"Fifteen days after the signing of the Declaration, the Congress ordered a copy to be engrossed for the delegates of the colonies to sign. Who was the first person to sign this copy?",world,John Hancock,Thomas Jefferson,Benjamin Franklin,John Hancock,John Adams
1549,"The Declaration of Independence was signed by a total of 56 delegates, representing how many colonies?",world,13,7,13,49,12
1550,Almost half of the 56 delegates who signed the US Declaration of Independence were representatives of what profession?,world,Lawyers and jurists,Teachers and scholars,Farmers and plantation owners,Merchants and traders,Lawyers and jurists
1551,"The Liberty Bell, located in Philadelphia, Pennsylvania, is an item of great historic significance for all Americans. On July 8, 1776 the bell was tolled for several hours, for what reason?",world,To summon the locals to hear the reading of the Declaration of Independence,To summon the locals to hear the reading of the Declaration of Independence,To celebrate the independence,To summon the locals for the first celebration of Independence Day,To celebrate the signing of the Lee Resolution
1552,"The Syng inkstand used to sign the United States Declaration of Independence, was also used in the signing of what other important US document?",world,The United States Constitution,The Declaration of Arms,The United States Constitution,The First Thanksgiving Proclamation,The Virginia Declaration of Rights
1553,The US Declaration of Independence and a fictional treasure map on its back are the subject of what popular 2004 film?,world,National Treasure,Master and Commander: The Far Side of the World,National Treasure,Chasing Liberty,Walking Tall
1554,"Each year the celebrations of Independence Day in Coney Island, Brooklyn, New York City include this unusual contest.",world,Hot Dog Eating Contest,Ice Cream Eating Contest,Hot Dog Eating Contest,Hamburger Eating Contest,Pancake Eating Contest
1555,Which of these American cities got the nickname Americas Most Patriotic Town as a result of having the oldest Independence Day celebrations?,world,"Bristol, Rhode Island","Bristol, Rhode Island","Atlanta, Georgia","Gainesville, Georgia","Baltimore, Maryland"
1556,Games of what popular US sport are usually part of the July 4th celebrations?,world,Baseball,Car Racing,Baseball,Basketball,Basketball
1557,"Pepsi 400 is the name of what major annual sports event held on July 4th, or the Saturday of the July 4th weekend?",world,Car racing,Motorbike racing,Baseball games,A series of extreme sports events,Car racing
1558,"Which popular flower, native to Japan, is a symbol of the Easter holiday?",world,Lily,Rose,Daisy,Lily,Orchid
1559,Easter is one of the most important religious holidays of the Christian liturgical year.  What does Easter celebrate?,world,The resurrection of Jesus,The revelation of God to humankind,The rebirth of Spring,The birth of Jesus,The resurrection of Jesus
1560,"In the 1948 musical film, Easter Parade, Fred Astaire co-stars with which famous actress?",world,Judy Garland,Judy Garland,Ginger Rogers,Mary Pickford,Adele Astaire
1561,"Complete these lyrics from the popular Easter song, Here Comes Peter Cottontail:

Hes got jellybeans for Tommy,
Colored eggs for sister Sue,
Theres an orchid for your mommy
And .........................................",world,an Easter bonnet too,chocolate bunny too,an Easter basket too,an Easter bonnet too,an Easter egg or two
1562,"Which term refers to an Easter egg, decorated by the written-wax batik method?",world,Pysanka,Pagora,Pylenta,Pelinka,Pysanka
1563,"In the past, mostly what color did Orthodox Christians paint their Easter eggs on Holy Thursday?",world,Red,Brown,Black,Grey,Red
1564,Which is the first day of the forty-day period of Lent in the Western Christian calendar?,world,Ash Wednesday,Ash Wednesday,Good Friday,Easter Sunday,Holy Thursday
1565,"Which Christian festival commemorates the descent of the Holy Spirit upon the Apostles, fifty days after Easter?",world,Pentecost,Pentecost,Easter Vigil,None of these,Eastertide
1566,"Which of these famous Scots was not born in Edinburgh, Scotlands capital since 1437?",world,Adam Smith,Walter Scott,Robert Louis Stevenson,David Hume,Adam Smith
1567,When did the independent Kingdom of Scotland become a part of the Kingdom of Great Britain?,world,With the Act of Union of 1707,"With the Act of Union of August, 1800",With the Act of Union of 1707,With the Act of Union of 1814,With the Act of Union of 1840
1568,"Which is the patron saint of Scotland, celebrated on November 30?",world,St Andrew,St Andrew,St Peter,St Patrick,St John
1569,Which of the following statements about Scottish law is true?,world,"In criminal cases, there is a third possible verdict - not proven.",Scottish law is not taught as a university subject.,"In criminal cases, there is a third possible verdict - not proven.",Scottish law is not based on Roman law.,"When Scotland joined Great Britain, the Scottish legal system was abolished."
1570,"Which of these statements about the Scottish loch Loch Ness, the alleged home of the monster Nessie, is true?",world,It is located near the city of Inverness.,It is a salt-water loch.,It is the largest Scottish loch by surface.,There are four islands on the loch.,It is located near the city of Inverness.
1571,"Which of these Scottish bands was named after a character from Wim Wenders movie Paris, Texas?",world,Travis,Travis,Franz Ferdinand,Fish,Belle  Sebastian
1572,The national flag of Scotland features what two colours?,world,Blue and white,Red and white,Red and yellow,Blue and white,Blue and red
1573,The worlds first international football match was played in 1872 between the national teams of Scotland and which country?,world,England,Spain,France,Ireland,England
1574,The Church of Scotland belongs to which branch of Protestantism?,world,Presbyterian,Lutheran,Methodist,Anglican,Presbyterian
1575,Which of these is not a brand of Scotch whisky?,world,Tullamore Dew,Johnnie Walker,Tullamore Dew,Dewars,Chivas Regal
1576,No Pants Day is when people celebrate the freedom associated with not wearing pants. When is it celebrated?,world,The first Friday of May,The first Friday of May,The last Saturday of April,The first Friday of June,The second Monday of May
1577,This is what some people celebrate on April 20th.,world,Marijuana,Computer,Pizza,Apple,Marijuana
1578,"Bloomsday is a secular holiday, celebrated annually on June 16, which commemorates this person.",world,James Joyce,Jeremy Bentham,Sir Thomas Browne,James Joyce,William Blake
1579,Who celebrates Mole Day on October 23?,world,Chemists,Biologists,Mathematicians,Chemists,Physicians
1580,What holiday is on the first Friday the 13th of the year?,world,Blame Someone Else Day,Blame Someone Else Day,Brick Day,National Underwear Day,Pi Day
1581,July 22 and April 26 are unofficial celebration days of the mathematical constant Pi. Which is the third day held in honor of Pi?,world,March 14,March 15,March 16,March 14,March 17
1582,"Every year, on the day after Thanksgiving, leftovers provide the perfect reason for a small and quick feast,  referred to as this day.",world,Sinkie,Dinkie,Winkie,Sinkie,Binkie
1583,"International Talk Like a Pirate day, invented by two Americans, is celebrated on this date.",world,September 19,January 2,September 19,October 23,December 1
1584,Who celebrates Ask a Stupid Question day?,world,School students and teachers,School students and teachers,Workers and bosses,Parents and children,Salesmen and shoppers
1585,"Sweetest Day, observed on the 3rd Saturday of October, originated in this city.",world,"Cleveland, Ohio","Cleveland, Ohio","Century, Florida","Winchester, Virginia","Chicago, Illinois"
1587,Labor Day in the United States falls on what Monday of the month?,world,First,Second,First,Fourth,Third
1588,Mexicos Independence Day is when?,world,September 16,September 13,September 16,September 6,September 23
1589,The 1st Sunday after Labor Day in the United States and Canada is what special day?,world,Grandparents Day,Grandparents Day,Secretaries Day,Mother-In-Law Day,Milkman Day
1591,What war began and ended in the month of September and lasted 6 years?,world,WWII,WWII,WWI,Vietnam War,Korean War
1596,Which Cabinet Officer first assumed his duties in the month of September?,world,Justice,Justice,Transportation,Labor,Agriculture
1597,What is the currency unit in the Philippines?,world,Peso,Dollar,Dinar,Mark,Peso
1598,What was the currency unit in Germany until 2001?,world,Mark,Dollar,Yen,Peso,Mark
1599,What is the currency unit in Iraq?,world,Dinar,Lira,Yuan,Dinar,Mark
1600,What is the currency unit in Thailand?,world,Baht,Dinar,Baht,Lira,Riyal
1601,What is the currency unit in India?,world,Rupee,Dinar,Rupee,Lira,Peso
1602,What was the monetary unit in Greece before it was replaced by the euro in the year 2001?,world,Drachma,Drachma,Rial,Peso,Colon
1603,What is the currency unit in Russia?,world,Ruble,Mark,Colon,Ruble,Rupiah
1604,What is the currency unit in Indonesia?,world,Rupiah,Rupiah,Peso,Ruble,Dollar
1605,What is the currency unit in Japan?,world,Yen,Rupee,Yen,Lira,Riyal
1606,What is the currency unit in Saudi Arabia?,world,Riyal,Bhat,Riyal,Mark,Rupee
1607,What is the currency unit in Costa Rica?,world,Colon,Colon,Lira,Drachma,Rial
1608,What was the currency unit in Italy prior to 2001?,world,Lira,Mark,Dollar,Riyal,Lira
1609,"This famous skyscraper in Hong Kong, designed by the architect  I. M. Pei,  and is 315 meters high?",world,Bank of China Tower,Sky Bank,Bank of China Tower,Bosmal City Center,Bank of One Center
1610,"Located in the capital of Bosnia and Herzegovina - Sarajevo, this high building was the first skyscraper on the Balkans.",world,Bosmal City Center,Bosmal City Center,Pirelli Tower,BT Tower,Eureka Tower
1611,"Which famous 102-storey skyscraper was designed by Shreve, Lamb and Harmon and built in 1931?",world,Empire State Building,Trump Tower Chicago,Empire State Building,Smith Tower,Price Tower
1612,"What is the name of the 101-floor skyscraper, which is 509 meters high from the ground to the structural top?",world,Taipei 101,One Atlantic Center,Burj al-Arab,Taipei 101,Sydney Tower
1613,"Which twin towers, located in Kuala Lumpur, Malaysia, were worlds highest buildings from 1998 to 2004?",world,Petronas Towers,Republic Plaza,Rialto Towers,Jin Mao Building,Petronas Towers
1614,Which 54-floor office building is situated in the city of Dubai in the United Arab Emirates?,world,Emirates Tower One,Emirates Tower One,Flatiron Building,Burj al-Arab,Hopewell Center
1615,Which American skyscraper was the first building in the world to surpass the 1000 feet (305 m) threshold?,world,Chrysler Building,Georgia Pacific Tower,Chrysler Building,Empire State Building,City Gate
1616,"Name the first circular skyscraper, which is 216 meters tall, has 64 storeys and was built in Hong Kong.",world,Hopewell Center,Hopewell Center,Central Plaza,International Finance Center,John Hancock Center
1617,This amazingly tall and slender 175-meter cylindrical building in London was used for different post and telecommunications services.,world,BT Tower,One Canada Square,BT Tower,Euston Tower,Centre Point
1618,"What is the name of this extremely tall luxury hotel in Dubai, United Arab Emirates, that stands in the sea on an artificial island?",world,Burj al-Arab,Burj al-Arab,Sun Trust Plaza,Dream Tower,Al Muntaha
1619,How long is the Great Wall of China?,world,"Over 4,000 miles","Over 3,000 miles","Over 4,000 miles","Over 6,000 miles","Over 2,500 miles"
1621,What was the main reason for constructing the Great Wall of China?,world,Protection from Barbarians,Communication between towns,Trade,To keep citizens from immigrating to other countries,Protection from Barbarians
1623,How old is the Great Wall of China?,world,"Over 2,000 years","Over 4,000 years","Over 1,000 years","Over 3,000 years","Over 2,000 years"
1625,Which Chinese Dynasty is responsible for the construction of most of the Great Wall of China?,world,Ming,Xiang,Wang,Qin,Ming
1627,"In 2002, a group called the Great Wall Academy conducted a study on all the sections of the Wall Great Wall of China. What percentage of the wall did they find was still in good condition?",world,31%,15%,72%,31%,56%
1628,How many sections of the Great Wall of China have been preserved?,world,9,15,9,3,23
1629,What is the the name of the capital city of Chile?,world,Santiago,St. Georges,Sucre,Santiago,San Juan
1630,Port Moresby is the capital city of this country.,world,Papua New Guinea,Papua New Guinea,Cape Verde,Burkina Faso,Dominica
1631,What is the name of the capital city of Scotland?,world,Edinburgh,Dublin,Brussels,Manchester,Edinburgh
1632,Khartoum is the capital city of this country.,world,Sudan,Zimbabwe,Sudan,Rwanda,Togo
1633,What is the name of the official capital city of Malaysia?,world,Kuala Lumpur,Kuala Lumpur,Malabo,Maseru,Kinshasa
1634,What is the capital of Burkina Faso?,world,Ouagadougou,NDjamena,Moroni,Praia,Ouagadougou
1635,Niamey is the capital city of what country?,world,Niger,El Salvador,Niger,Suriname,Haiti
