,question,category,answer,choices/0,choices/1,choices/2,choices/3
254,Someone who did not like the hardware made by Apple might use this expression.,humanities,MacIntrash,MacIntrash,Sourapple,Roottenmacs,Jobs Sobs
255,"Because of the high cost of medical care, some older adults are abandoned by their caretakers. What is this called?",humanities,granny dumping,gerontal deprivation,patriloss,parentaloss,granny dumping
256,Sometimes people can get so many e-mails that they cannot deal with them. They might just delete them all and start again. What is this action called?,humanities,e-mail bankruptcy,e-mail bankruptcy,e-looting,Instamesagloss,virtual bankruptcy
257,This new form of exercise which combines step aerobics with soul music.,humanities,Funkinetics,Stephopping,Exergaming,Aerohop,Funkinetics
258,Which of these words describes movies that contain extreme and unnecessary violence.,humanities,gorno,xoviolence,gorno,tremovile,xtremolence
259,In computer messaging punctuation marks are sometimes used to show human emotion. What do we call a series of such marks?,humanities,emoticons,emoticons,textations,virtutions,emailotions
260,The mentoring system is all the rage. Which word refers to a person being mentored?,humanities,mentee,monitor,mentator,mentee,mentationary
261,This word refers to a newly wed man who was a bachelor for many years.,humanities,a Benedict,a Benedict,a Neothorpe,a Neosexual,a Bachephile
262,Which word refers to a very long-winded person?,humanities,A.S.S. Graduate,mzee,lopomo,A.S.S. Graduate,twonk
263,"This is a Navaho legend, explaining the formation of a constellation. According to this myth there was a girl who married a bear. Her younger sister told their father and he got so furious, he killed the bear. In order to revenge, the bigger sister turned into a bear and began chasing her siblings. She killed her seven brothers who flew up in the sky and formed this constellation.",humanities,Ursa Major,Ursa Minor,Ursa Major,Lynx,Draco
264,"This Navajo god of rains, whose name means water sprinkler, often played waggish tricks on mankind, but he never harmed anyone.",humanities,Tonenili,Skywoman,Dineh,Spider Woman,Tonenili
265,"When evoked to cure an illness, this spirit could take the form of either a woman or a man, depending on the gender of the patient.",humanities,Asgaya Gigagei,Aningan,Atira,Breathmaker,Asgaya Gigagei
266,This military practice was widespread among American Indian tribes well before the European colonists came to the New World. It provided warriors with proof of his courage and a war trophy.,humanities,Scalping,Shouting,Snake Dance,Riding horses,Scalping
267,"These items, taken from birds, were usually accepted as marks of honor or sources of ideas. They were also symbols of the Creative Force.",humanities,Feathers,Claws,Wings,Feathers,Beaks
268,"This animal was considered an important spirit among most of the Northern tribes. It was responsible for sorrow and death, and was an omen of impending evil.",humanities,Coyote,Coyote,Bear,Eagle,Raven
269,"According to the Iroquois, this woman fell from a hole in the sky and brought light to the world.",humanities,Skywoman,Sunwoman,Skywoman,Moonwoman,Cloudwoman
270,According to the Iroquois these demon gods flew during storms and ate people as humans were very delicious to them.,humanities,Big heads,Bodyless,Storm heads,Flying heads,Big heads
271,"This bird is considered to be the master of the sky. It is the carrier of prayers, venerated for its courage and wisdom.",humanities,Eagle,Eagle,Vulture,Owl,Condor
272,"According to the Pawnees this star was evil, since it had driven the Sun out of the sky.",humanities,Evening star,Sirius,Morning star,Evening star,Venus
273,Which one of these Renaissance artists was at first apprenticed to a goldsmith?,humanities,Alessandro Botticelli,Raphael Sanzio,Leonardo da Vinci,Michelangelo Caravaggio,Alessandro Botticelli
274,"The Birth of Venus, The Annunciation, Medusa, and Flora are four artworks that all have this in common.",humanities,They are exposed in the same gallery,They are exposed in the same gallery,They depict one and the same subject,They have one and the same author,They have nothing in common
275,"Michelangelos marble sculpture, Moses, was originally intended for the tomb of Pope Julius II in St. Peters Basilica, but after the popes death the sculpture was placed in a church on this hill -- one of the famous seven hills in Rome.",humanities,Esquiline,Esquiline,Celio,Palatino,Aventino
276,Which Medici family member commissioned the great Florentine architect Brunelleschi to reconstruct the Church of San Lorenzo in 1419?,humanities,Cosimo the Elder,Cosimo I the Great,Cosimo the Elder,Giovanni di Bicci de Medici,Salvestro de Medici
277,"This one of Donatellos bronze statues was notable as the first unsupported standing work in bronze cast, since classical times.",humanities,David,The Feast of Herod,David,Mary Magdalen,St. Mark
278,"Caravaggio was a Baroque painter, and this was the main subject in most of his artwork.",humanities,Young men,Animals,Young men,Landscapes,Nude women
279,"Only one of these sculptures is not a work of Antonio Canova, famous for his ability to delicately render nude flesh in his statues.",humanities,The Virgin,The Three Graces,Daedalus and Icarus,Cupid and Psyche,The Virgin
280,"Typical of the baroque architecture, this was the paradigm of the basilica, mainly in Italy and France.",humanities,Crossed dome and nave,Clerestory windows,Apse of one end,Crossed dome and nave,Interior colonnades
281,Which of these words means to be transitory or perishable?,humanities,Caducity,Panoptic,Antithetical,Caducity,Cavil
283,Which of these words is defined as indifferent or nonchalant?,humanities,Pococurante,Binary,Askew,Pococurante,Lissome
285,What word defines a person who lives in seclusion for religious reasons?,humanities,Anchorite,Garderobe,Wimple,Canard,Anchorite
287,What noun refers to a bald-headed man or a man that is looked at with humor or mock pity?,humanities,Pilgarlic,Libertine,Pilgarlic,Infix,Distrait
289,What word means either cheerful and optimistic or having good digestion?,humanities,Eupeptic,Eupeptic,Demulcent,Resplendent,Estival
291,What is a privet?,humanities,a type of shrub,an electronic circuit,a prudish person,a type of animal,a type of shrub
292,"Which of these words means loose hemp or jute fiber, occasionally treated with pitch or tar?",humanities,oakum,oak leaf cluster,oakum,ocarina,oarlock
293,Can you define the word nimbus?,humanities,a halo or bright light,a state of being numb,a halo or bright light,an alcove or recess in a wall,a radioactive element
294,Milch is an adjective that can be put before which of the following words?,humanities,cow,cow,oxen,bull,hen
295,What word refers to an emperor of Japan?,humanities,Mikado,Reredos,Mufti,Mikado,Milt
296,Which one of these words denotes a type of shade tree?,humanities,Linden,Ligroin,Lignite,Likuta,Linden
297,What is a killdeer?,humanities,a bird,a Turkish viceroy,a type of deer,a bird,an English economist
298,Where would you find a jalousie?,humanities,in a home or building,in a home or building,in a vehicle,on your head,on your hat
299,What color is the Iridium?,humanities,yellow,yellow,red,blue,green
300,Where would find a half track?,humanities,in the military,in your car,in the military,in a gym,in a plane
301,What character does Beyonce Knowles portray in the 2006 movie Dreamgirls?,humanities,Deena Jones,Michelle Morris,Lorell Robinson,Deena Jones,Madeline  Robinson
302,What is Jamie Foxxs role in the movie Dreamgirls?,humanities,"Curtis Taylor, Jr.","Curtis Taylor, Jr.",C. C. White,James Thunder Early,Marty Madison
303,In which city does the movie Dreamgirls begin?,humanities,Detroit,New York City,Los Angeles,Chicago,Detroit
305,Who does Eddie Murphy portray in the film Dreamgirls?,humanities,James Thunder Early,Marty Madison,Wayne,James Thunder Early,"Curtis Taylor, Jr."
306,Who portrays Effie Melody  White in the 2006 movie Dreamgirls?,humanities,Jennifer Hudson,Jennifer Warens,Jennifer Hudson,Jennifer Holliday,Jennifer Halliday
307,"In the movie Dreamgirls, who is the only  singer to have a child?",humanities,Effie,Madeline,Deena,Michelle,Effie
308,"In the movie Dreamgirls, this actor plays Marty Madison, an old time manager, who is pushed out  of business by Curtis.",humanities,Danny Glover,Danny Glover,John  Lithgow,Adam Brooks,James Krasinski
309,Who directed the movie Dreamgirls?,humanities,Bill Condon,Michael Bennett,Bill Condon,James Krasinski,Tom Eyen
310,"Jamie Foxx, who stars in the movie Dreamgirls, sang the theme song for what 1999 movie?",humanities,Any Given Sunday,Any Given Sunday,Anywhere But Here,Anything Fo You,Anythings Possible
311,"Jamie Foxx, Jessica Lange, Julianne Moore, Holly Hunter, Al Pacino, Sigourney Weaver, Barry Fitzgerald, Teresa Wright and Faye Bainter share what distinction?",humanities,They were nominated for both a lead actor/actress and supporting actor/actress Oscar in the same year.,They were nominated for both a lead actor/actress and supporting actor/actress Oscar in the same year.,Each was nominated for an Oscar for their first movie.,They are all alumni of USCs drama school.,They were nominated for Oscars in three consecutive years.
312,This star from Boston Public is the only actress from the original Broadway cast of Dreamgirls who appeared (and sang) in the 2006 movie adaptation.,humanities,Loretta Devine,Diane Adams,Loretta Devine,Sharon Leal,Beyonce Knowles
313,Who originated the role of Deena Jones in the Broadway play Dreamgirls?,humanities,Sheryl Lee Ralph,Michelle Adams,Sheryl Lee Ralph,Beyonve Knowles,Jennifer Halliday
314,Who originated the role of Effie on the Broadway production Dreamgirls?,humanities,Jennifer Holliday,Jennifer Warens,Jennifer Holliday,Jennifer Halliday,Jennifer Hudson
315,How was the movie Dreamgirls rated?,humanities,PG-13,X,PG-13,G,PG
316,The original Broadway play Dreamgirls was designed to feature which actress/singer?,humanities,Nell Carter,Sheryl Lee Ralph,Diana Ross,Pearl Bailey,Nell Carter
317,Which word means extravagance in cooking and/or serving?,humanities,abliguration,ascerose,accolent,alimenation,abliguration
318,Which word means leave hurriedly or secretly?,humanities,absquatulate,absquatulate,alleperpate,accolent,absperpate
319,What does abactor mean?,humanities,a cattle thief,a cattle thief,a doctor who heels back and / or spinal pain,a person who edits a book,a person who retracts a decree
320,What does the word axilla mean?,humanities,an armpit,a medieval weapon with two sharp faces,a tiny worm found in Southern Europe,an armpit,the part of a flower protecting the reproductive organs
321,Which word means fear of solitude?,humanities,autophobia,autophobia,automysophobia,avalophobia,auxiolophobia
322,Which word means pertaining to grandparents?,humanities,aval,aval,avital,avanital,autovitalic
323,What does anatine mean?,humanities,duck-like,duck-like,naval or marine,unusually large and/or  fat,reptile like
324,What is the definition of the word acoushla?,humanities,a term of endearment,a term of endearment,a term of military respect,a type of two-person fishing boat used in Scotland and Northern Ireland,a type of gnome mentioned in Irish literature
325,Which word means a person learning the alphabet?,humanities,abecedarian,avuncularian,abcederrian,abcadarian,abecedarian
326,What does acronyal mean?,humanities,occurring at sunset,not at a regular time,late,occurring at sunset,not on an annual basis
327,Select the correct spelling.,humanities,bellwether,bellweather,belweather,bellwether,belwether
330,Goddess Demeter taught the human beings what according to Greek mythology?,humanities,Farming,None of these,Farming,Swimming,Hunting
331,What is Poseidon god of in Greek mythology?,humanities,Nature and the seas,Nature and the seas,None of these,Movement,Poisons
332,"When drawing the human form, the entire figure is generally how many heads tall?",humanities,8,10,6,8,7
333,"While tempera paint rarely includes this ingredient nowadays, it was prevalent with the Byzantine artists of the thirteenth and fourteenth centuries.",humanities,Egg yolk,Sulfur,Egg yolk,Lye,Ash
334,Which of the following is not a type of pottery?,humanities,Glazeware,Porcelain,Stoneware,Earthenware,Glazeware
335,Which of the following is not a movement in art history?,humanities,Subrealism,Bauhaus,Dada,Rococo,Subrealism
336,"When creating a woodcut or linoleum print, you would generally carve out (or remove) which of these?",humanities,Negative space,Subject,Foreground,Interior,Negative space
337,Which of these qualities represents the major difference between watercolor and acrylic paints?,humanities,Level of opacity,Solubility,Level of opacity,Cost,Rate of drying
338,"What style of art breaks from traditional perspective and depicts the subject matter from multiple points of view, fragmenting a three-dimensional form in order to depict it on the two-dimensional surface?",humanities,Cubism,Fauvism,Cubism,Impressionism,Expressionism
339,Which of the following is not an ingredient in typical camera film?,humanities,Sucrose,Gelatin,Polyester,Sucrose,Cellulose Acetate
340,"A drawing in which one continuous line is used to trace the outlines of the subject matter, using more or less pressure to suggest shadow, is called what?",humanities,Contour,Gesture,Line,Contour,Trace
342,Tango is a complicated dance with even more complicated origins. Angel Villoldo was the first to ever record a Tango. This is the home of Tango (and Angel Villoldo ).,humanities,Argentina,Spain,England,France,Argentina
343,One of the most popular Latin American dances is cha-cha-cha. It became popular in the United States in the 1950s and its music was derived from the music of this dance.,humanities,Mambo,Mambo,Foxtrot,Merengue,Polka
345,One of the best (some say he was the best ever) tango dancers was JosÐµ Ovidio Bianquet. His story is as mysterious as tango itself and his nickname is one of the most legendary in the history of this great dance. What is it?,humanities,El Cachafaz,Sin rumbo,El Tarila,El Cachafaz,El Vasco
346,"The word samba is probably derived from the Angolan semba, meaning a religious rhythm. The dance and its music were born in the black ghettos of this city. The biggest samba carnival is also held in this city.",humanities,Rio de Janeiro,Rio de Janeiro,San Juan,Havana,Brasilia
348,Probably the most famous and influential ballroom dance is Waltz. Its closed position became an example for many other dances and made it very fashionable. Waltz first became popular in this city and then spread all over the world.,humanities,Vienna,Paris,Toledo,Vienna,London
349,"One of the symbols of the Spanish culture is the Flamenco (Flamenco originally meant Flemish in Spanish). At first Flamenco consisted only of unaccompanied singing, but later came the other essential ingredients, such as the dance and the guitar. What is the name of the flamenco guitar?",humanities,Toque,Cajon,Palmas,Toque,Baile
351,"This is a Polish folk dance which became quite popular at ballrooms. It is in triple time and its tempo is usually moderate. It has spread all over the world in countries such as the United States, Russia and France.",humanities,Mazurka,Polka,Mazurka,Polska,Cumbia
352,This Latin phrase means to a sickening or tiresome degree.,humanities,ad nauseam,sic malaria,in tota nauseam,sin vibre,ad nauseam
353,"In debating, this term refers to an argument that attacks a persons character, as opposed to the subject of debate.",humanities,ad hominem,ad hoc,ad hominem,in argumentatus,ad homunculus
354,This is a label inside a book that bears the owners name.,humanities,ex libris,ad literatus,ex libris,in libro,ex literatus
355,"In England, names of places ending in chester, like Manchester and Winchester come from a Latin word meaning what?",humanities,camp,meadow,stream,camp,house
357,"A corrupted version of the Arabic word wadi, meaning watercourse, gives us this Spanish toponym.",humanities,Guadalajara,Salamanca,Madrid,Andalucia,Guadalajara
358,"The Native Americans knew this place as Mesconsing, Lewis and Clark recorded it as Quisconsing. Its name was further distorted. What do we know it today as?",humanities,Wisconsin,Wisconsin,Quebec,Colorado,"Lansing, Michigan"
359,"What do the toponyms Rio Grande, Mississippi and Ta Ho mean in their native tongues?",humanities,Big River,Long River,Big River,Great River,Surrounded by water
361,What place in New York was named Vlissigen by the Dutch?,humanities,Flushing,Yonkers,Brooklyn,Flushing,Harlem
363,What does Sahara mean in Arabic?,humanities,wasteland,oasis,fertile,wasteland,sand
364,For which monarch was the state of Virginia named?,humanities,Queen Elizabeth I of England,King Louis IV of France,King Virgil of Denmark,Mary Queen of Scots,Queen Elizabeth I of England
365,Which one of these words means an ornamental clasp or pin?,humanities,brooch,brocade,ballast,bivouac,brooch
366,Pick the B word that does NOT mean to nag or intimidate.,humanities,befuddle,bluster,befuddle,badger,browbeat
367,Which one of these words means to soil or defile?,humanities,besmirch,besmirch,bewitch,broach,beseech
368,Which of the following words does NOT mean a blessing?,humanities,blight,benediction,benevolence,blight,boon
369,What does the word blithe mean?,humanities,joyous and lighthearted,joyous and lighthearted,full of errors,"limber, spry, agile",hard to understand
370,Choose the B word that means rough or noisy.,humanities,boisterous,bawdy,boisterous,boorish,bland
371,Which of these word means a large group?,humanities,bevy,bugaboo,bastion,bevy,blandishment
372,Which of these B words means shortness of duration?,humanities,brevity,blasphemy,bureaucracy,brevity,buffoonery
373,Which one of these words means cheerful and optimistic?,humanities,buoyant,buoyant,bacchanalian,bereft,bucolic
374,Which of these words means highly ornate?,humanities,baroque,baroque,bombastic,blase,burnishing
379,"According to Greek mythology, this god is responsible for lust, love and sex.",humanities,Eros,Eros,Cupid,Mars,Kama
383,What kind of creature is the leprechaun in Irish mythology?,humanities,Fairy,Fairy,Gnome,Dwarf,Demon
384,"Which popular NBA team has a logo, featuring a leprechaun?",humanities,Boston Celtics,Washington Wizards,L.A. Lakers,Boston Celtics,Orlando Magic
386,What is the traditional craft practiced by leprechauns according to Irish mythology?,humanities,making shoes,making shoes,making shamrocks,making hats,making gold coins
388,"In the old days, in order to keep leprechauns content, Irish people used to leave out a dish of what?",humanities,Milk,Milk,Beer,Whiskey,Cookies
390,A quorum has to do with a group of  which of these?,humanities,people,flowers,words,animals,people
391,Which of these words is associated with clothing?,humanities,raiment,raison detre,raiment,recherche,rugger
392,Pick out the word that means a type of person.,humanities,sybarite,sylvan,sybarite,stentorian,sternum
393,Tellurium is a metallic element of this color combination.,humanities,silvery/white,black/white,silvery/white,red/white,gold/white
394,The word umbilicus refers to what part of the human body?,humanities,the navel,the legs,the eye brows,the head,the navel
395,Which of these words means having an insatiable appetite?,humanities,voracious,vole,viviparous,vizier,voracious
396,Which of these animals can be a wrasse?,humanities,fish,goat,antelope,pig,fish
397,Pick out the name of the king of Persia from either 519-465 B.C. or 486-465 B.C.?,humanities,Xerxes,Xenon,Xebec,Xerxes,X-axis
398,The word yurt is similar in meaning to which of these words?,humanities,tent,a medieval creature,ship,statue,tent
399,Zoroastrianism refers to which of the following?,humanities,a type of religion,a type of religion,human sacrifice,Greek philosophy,
400,Which of these words means to guess?,humanities,conjecture,conjecture,castigate,contrive,coerce
402,Pick the word that does NOT mean conversation.,humanities,concordance,colloquy,chitchat,concordance,conference
403,Which of these words can be defined as an expert critical judge of art?,humanities,connoisseur,coquette,connoisseur,clairvoyant,charlatan
404,Which one of these words means pleased or satisfied with oneself?,humanities,complacent,capacious,complacent,congenial,candid
405,Which of these words means panic?,humanities,consternation,cynicism,cataclysm,cacophony,consternation
406,Pick the word that means annoyance at ones own failures or errors.,humanities,chagrin,cupidity,collusion,chagrin,composure
407,Which one of these words means to recover after a sickness?,humanities,convalesce,cauterize,convalesce,coddle,conciliate
409,Find the word that does NOT mean to hold back.,humanities,conduce,check,constrain,control,conduce
410,For which culture does a Sinophile have an obsessive love?,humanities,China,France,China,Japan,England
411,Philhellenism is an obsessive love of which culture?,humanities,Greek,Chinese,Japanese,Greek,German
412,What is cyberphilia?,humanities,An obsessive love of the Internet,An obsessive love of the Internet,An obsessive love of flowers,An obsessive love of cybersex,An obsessive love of electronics
413,This is an obsessive love of  clowns.,humanities,Coulrophilia,Cacophilia,Bathyhilia,Coulrophilia,Bufonophilia
414,Of course there is a word for an obsessive love of peanut butter sticking to the roof of your mouth. Which one is it?,humanities,Arachibutyrophilia,Bibilophilia,Arithmophilia,Arachibutyrophilia,Canophilia
415,This is an obsessive love of walking.,humanities,Ambulophilia,Tocophilia,Pedalophilia,Ambulophilia,Sesquipedalophilia
416,For what does a lygophile have an obsessive love?,humanities,Darkness,Wine,Old people,Darkness,Kindness
417,This is an obsessive love of cats.,humanities,Ailurophilia,Phallainophilia,Catagelophilia,Apiophilia,Ailurophilia
418,Trichophilia is an obsessive love of what ?,humanities,Hair,The dark,Pain,Hair,Insects
419,What do we call an obsessive love of being ridiculed?,humanities,Catagelophilia,Enochlophilia,Agathophilia,Catagelophilia,Drosophilia
420,What is the term for obsessive love of wild animals?,humanities,Agriozoophilia,Agriozoophilia,Pogophilia,Zoaphilia,Atelophilia
421,What is  cenophilia ?,humanities,An obsessive love of empty spaces,An obsessive love of being dirty,An obsessive love of empty spaces,An obsessive love of animal fur skins,An obsessive love of school
422,Which of these phrases can mean fashionable?,humanities,a la mode,a propos,a la carte,a gogo,a la mode
423,"Literally (not figuratively), what does the word adieu mean?",humanities,to God,to God,farewell,what,hello
424,What is an aperitif?,humanities,a before meal drink,a terrific person,a before meal drink,an opening,a guess
425,What does blase mean?,humanities,unimpressed,blazer,unimpressed,tired,bleak
427,What does the word coquette mean?,humanities,a flirtatious girl,a flirtatious girl,a fancy hair style,a salmon patty,a type of poodle
428,Which phrase refers to love of life?,humanities,joie de vivre,joie de livre,joie de vivre,joie dadore,joie de cafe
430,What is the literal translation of vis-a-vis?,humanities,face to face,face to face,I see you,up front,in regards to
431,Which phrase can mean feat of strength?,humanities,tour de force,soup du jour,tete a tete,tour de suite,tour de force
432,Suppose you wanted to study law and become a lawyer.   The word for lawyer in Spanish is _______________.,humanities,abogado,peluquero,abogado,conductor,cocinero
433,"In Spanish, what would you be called if you were a fireman?",humanities,bombero,ebanista,banquero,botanico,bombero
434,What if you wanted to be the mayor of your town?   What would that profession be called in Spanish?,humanities,alcalde,clerigo,tabernero,alcalde,carnicero
435,"How about if you become a baker?  In Spanish, you would be called a what?",humanities,panadero,panadero,carpintero,marinero,cerrajero
436,Youre 5 years old.   Your mommy asks you what you want to be when you grow up.  You say I wanna be a cowboy.  How would you say cowboy in Spanish?,humanities,vaquero,contador,escultor,vaquero,taquillero
437,"My dad is an avid fisherman.  If he were a Spanish fisherman, what would his profession be called?",humanities,pescador,florista,cartero,pescador,artesano
439,Your father was a cobbler. Your grandfather was a cobbler. Your great grandfather was a cobbler.  Chances are you may become a cobbler too.  What would the Spanish word for cobbler be?,humanities,zapatero,criado,zapatero,jardinero,camarero
440,"Okay, so you want to be a judge in Madrid.  What word would you be called?",humanities,juez,juez,plomero,cambiadiscos,borracho
441,My brother lives in Mexico City.  He wants to be a trainer.  What would his job be called in Spanish?,humanities,entrenador,enfermero,droguero,entrenador,fraile
442,What is the English word for the Spanish word fiesta ?,humanities,party,three,nap,fire,party
443,How do you translate the Spanish word pescado into English?,humanities,fish,mosquito,fish,pessimism,fire alarm
444,What is the English word for the Spanish paloma?,humanities,pigeon,friend,sheep,wind,pigeon
445,The English word for the Spanish word corazÃ³n is what?,humanities,heart,corridor,complaint,heart,candle
446,Give me the English word for the Spanish word hermano.,humanities,brother,herring,hermit,golf course,brother
447,How does one say the word naranja from Spanish into English?,humanities,orange,black,orange,green,purple
448,Now give me the English word for the Spanish word espejo.,humanities,mirror,mirror,perjury,horse,special
449,Give me the English variant for the Spanish first name Guillermo.,humanities,William,George,Joshua,James,William
450,What is the translation of the Spanish word miÃ©rcoles in English?,humanities,Wednesday,Wednesday,Saturday,Friday,Monday
451,How do you translate cuchara from Spanish to English?,humanities,spoon,spoon,knife,fork,plate
452,What is a Tombola?,humanities,A type of lottery,A type of lottery,A bone of the inner ear,A male cricketer,A musical instrument
454,What is another word for tome?,humanities,work,sound,pass,work,trumpet
455,Which Tom played Dr Who in the cult BBC television series?,humanities,Tom Baker,Tom Baker,Tom Stoppard,Tom Archer,Tom Collins
456,Which musician(s) created the rock opera Tommy?,humanities,The Who,The Rolling Stones,Elton John,The Beatles,The Who
459,"In Greek mythology, a minotaur was made up of what two creatures?",humanities,man and bull,man and horse,man and woman,man and bull,man and lion
460,This 3-headed beast guarded the gates to Hades.,humanities,Cerberus,Hydra,Sphinx,Cerberus,Zylon
461,How do we call a person who initiates an attack?,humanities,aggressor,aggressor,tailor,scarfor,administrator
462,This is how we refer to a person who writes any type of literary products.,humanities,author,creator,director,educator,author
463,What is the term for a person responsible for devising a new machine or a new process of doing something?,humanities,inventor,administrator,author,mentor,inventor
464,How do we call a person who takes on a new identity in order to deceive?,humanities,impostor,impostor,aggressor,perceptor,deceptor
465,"Someone who entertains by pretending to be someone else, usually either in a play or through film products.",humanities,actor,actor,spectator,director,creator
467,How do we call someone that does detective work?,humanities,investigator,investigator,instigator,supervisor,impostor
470,Which of these terms are used for a person who is responsible for or oversees the work done by others?,humanities,all of these,administrator,supervisor,director,all of these
471,"This god, representing everything that threatened harmony in Egypt, was the brother of Osiris and Isis. He murdered Osiris, then battled with his nephew Horus to be the ruler of the living.",humanities,Seth,Sobek,Seth,Shu,Thoth
475,This center is associated with intuition and sensory perception.,humanities,Center of brow,Center of brow,Heart,Mid-back,Base of spine
476,Location of the spiritual center.,humanities,Throat,Crown,Back,Spine,Throat
477,What color would you use to heal the etheric (root) center?,humanities,Red,Blue,Green,Red,Yellow
478,What color would we nedd to heal the soul?,humanities,Violet,Yellow,Green,Orange,Violet
479,"The hara, located approximately three inches below the navel, also know as this chakra.",humanities,Orange,Orange,Green,Indigo,Pink
480,"The heart center located at the center of the chest is this color and controls the circulatory system, heart, lungs and entire chest area.",humanities,Emerald Green,Blue,Emerald Green,Brown,Yellow
481,The brow center is associated with a persons extra-sensory perception and inner vision.  It is represented by this color.,humanities,Indigo,Green,Indigo,Amber,Pink
482,"This color is used to heal the solar-plexus, also known as the power center.",humanities,Yellow,Red,Pink,Yellow,Violet
483,How many major chakras are there?,humanities,7,7,9,8,6
484,Chakras are centers for this intangible quality.,humanities,Energy,Emotion,Soul,Energy,Spirit
485,Which German word means knowledge in English?,humanities,Kenntniss,Kuchen,Kenntniss,Trinken,Antwort
487,How is the German word Arztin translated into English?,humanities,Doctor,Doctor,Kitchen,Art show,Bathroom
488,What is the English equivalent of the German phrase Woher kommen Sie?,humanities,Where do you come from?,Where is that?,Where do you come from?,What is that?,What did she say?
489,"German and English have a lot in common, because they both belong to the group of Germanic languages. How is the question Wie alt sind Sie? translated into English?",humanities,How old are you?,Where do you live?,How do you get there?,How do you do?,How old are you?
490,What is the word for table in French?,humanities,table,table,escritoire,chaise,armoire
491,How do you say cat in French?,humanities,chat,oiseau,chat,chien,cheval
492,"If I wanted to say the word pencil in French, what would I say?",humanities,crayon,craie,gomme,stylo,crayon
493,"Count to five in French: un, deux, trois, quatre, ____. What is the missing number?",humanities,cinq,huit,dix,cinq,cinquante
494,What is the French word for snow?,humanities,neige,pluie,soleil,neige,vent
495,Which of these is the French word for peace?,humanities,paix,confiance,bonheur,paix,amour
496,What is the word for egg in French?,humanities,oeuf,oeuf,quiche,jambon,crÃªpe
497,How does one say cup in French?,humanities,tasse,fourchette,assiette,tasse,cuillÃ¨re
498,Youâre in France and you want to tell someone that he has a nice tie. What is the word for âtie?â,humanities,cravate,cravate,chaussette,chaussure,chapeau
499,What is the French word for sea?,humanities,mer,chÃ¢teau,montagne,maison,mer
500,Watch out! The road is under _____________.,humanities,Construction,Construction,Water,Pressure,Age
501,"What does the Latin phrase Quidquid latine dictum sit, altum videtur mean?",humanities,Anything said in Latin sounds profound,Latin is the mother of all languages,Every wise man should speak Latin,Anything said in Latin sounds profound,"You cannot see the truth, until you learn Latin"
502,What does Ad astra per aspera mean in English?,humanities,To the stars through hardships,Humankind aspires to reach the stars,One cannot reach a star,Rich people never smile,To the stars through hardships
503,"Julius Caesar once said veni, vidi, vici. What did he mean?",humanities,"I came, I saw, I conquered",To win is to see yourself winning,A good enemy is a dead enemy,A friend in need is a friend indeed,"I came, I saw, I conquered"
504,What is vir in Latin?,humanities,A man,A man,A virus,A human,An enemy
505,What does Vae Victis mean?,humanities,Woe to the conquered,Glory to the winners,Woe to the conquered,"If you win, you loose",Beware of the conqueror
506,"If your business partner says pacta sunt servanda, what does he/she mean?",humanities,Agreements must be honoured.,Your business is finished.,Agreements must be honoured.,You are my slave now.,How can I serve you?
507,To whom can you say Cura te ipsum!?,humanities,"To a doctor, when you do not agree with his/her diagnosis",To a policeman who arrests you,"To your partner, expressing your love","To a beggar, when you dont have any money","To a doctor, when you do not agree with his/her diagnosis"
508,"When they refer to future events in writing, some people use DV which stands for Deo volente. What does it mean?",humanities,By Gods will,"While life is, hope is",God is (my) protector,God wills it,By Gods will
509,When is it proper to say Nunc est bibendum?,humanities,At a party,When you want to smoke,At a party,In court,At a catholic mass
510,"What does Roma locuta, causa finita est mean?",humanities,"Rome has spoken, the discussion is finished.",Rome wasnt built in a day.,"Rome has spoken, the discussion is finished.","When in Rome, do as the Romans do.",All ways lead to Rome.
511,What is the meaning of sapiens?,humanities,"wise, reasonable",a mammal,"wise, reasonable",walking on two legs,human
513,What is the missing part of the proverb Hatred is as blind as ...?,humanities,Love,A mole,None of these,Love,Darkness
514,Finish the proverb: Blood is thicker than ...,humanities,Water,Sweat,Tears,Wine,Water
515,What is the missing word in the popular proverb A stitch in time saves ...?,humanities,Nine,Nine,Everybody,A dime,Thousands
516,Complete the popular proverb: Tall oaks grow from ...,humanities,Little acorns,Small saplings,Nutritious soil,Strong earth,Little acorns
517,"What is the missing part of the proverb, The ... wounds more than a lance?",humanities,Tongue,Evil eye,Tongue,Hand,Word
518,What is the end of the proverb Two wrongs dont make ...?,humanities,A right,It easier,The world a better place,A right,A fight
519,What is the missing part of the saying Make a silk purse out of a ...?,humanities,Sows ear,Cows ear,Silk dress,Sows ear,Woolen sock
520,What is the missing word of the proverb: A loaded ... makes no noise?,humanities,Wagon,Train,Wagon,Gun,Horse
521,What is the missing word from the popular saying A burnt child dreads the ...?,humanities,Fire,Stove,Fire,Air conditioner,Match
522,Complete the following proverb: Learn to walk before you ...,humanities,Run,Run,Crawl,Speak,Leap
523,"Which word refers to the ancient Greek songs, performed by a chorus in honor of the Greek god, Dionysus?",humanities,dithyramb,thriambos,dithyramb,thyrsus,tirsu
524,"Within the Olympian tradition, Dionysos was said to be the son of Zeus and which mortal woman?",humanities,Semele,Semele,Medea,Metis,Leda
525,In both Greek and Roman mythology Dionysus is known by what other name?,humanities,Bacchus,Bacchus,Ares,Cadmus,None of these
