,question,category,answer,choices/0,choices/1,choices/2,choices/3
443,Jack Klugman portrayed a strong-willed Medical Examiner on which TV show?,television,Quincy,"Doogie Howser, M.D.",Frasier,Quincy,Crypt
444,"Who was the doctor on Star Trek, played by DeForest Kelley?",television,Dr. Leonard McCoy,Dr. Leonard McCoy,Dr. Barbara Crusher,Dr. Frasier Crane,Dr. Spock
445,"Dr. Quinn, Medicine Woman starred Jane Seymour as Dr. Quinn. The people from Colorado, Springs called Dr. Quinn by what other name?",television,Dr. Mike,Dr. Mick,Dr. T,Dr. Mike,Dr. Q
446,Dr. Daniel Jackson is a member of a secret military team that travels through space in which TV series?,television,Stargate SG-1,Quantum Leap,Stargate SG-1,Starman,Star Trek
447,In this TV series Nick Riviera is a doctor with questionable credentials.,television,The Simpsons,Lost in Space,Family Guy,The Simpsons,Futurama
448,"This actor portrayed Sam Drucker, the general store owner, on the hit TV series Petticoat Junction and Green Acres.",television,Frank Cady,Frank Cady,Arnold Haney,Ed Carson,Frank Douglas
449,Which actor was on both You Again? and the hit TV show Full House?,television,John Stamos,Jesse Katsopolis,Bob Saget,Joey Gladstone,John Stamos
450,"Which famous actor starred on both The Odd Couple and Quincy, ME?",television,Jack Klugman,Jack Klugman,Oscar Madison,Tony Randall,James Garner
452,Who is the common bond between the TV shows Bosom Buddies and Family Matters?,television,Telma Hopkins,Telma Hopkins,Tom Hanks,Jaleel White,Donna Dixin
453,This actor is the primary common bond between two award-winning shows - Cheers and Frasier.,television,Kelsey Grammer,Kelsey Grammer,Ted Danson,George Wendt,John Mahoney
454,Actor MacLean Stevenson is the common bond between which two shows?,television,MASH/Hello Larry,The Odd Couple/MASH,MASH/Hello Larry,MASH/After MASH,Hello Larry/The Odd Couple
455,Which actor appeared on both Bosom Buddies and the hit show Newhart?,television,Peter Scolari,Tom Posten,Michael Desmond,Peter Scolari,Bob Newhart
456,In this animated TV series Jane and George had a pet named Astro.,television,The Jetsons,The Jetsons,King of the Hill,Fox Trot,The Flintstones
457,"Gary, an accomplished snail-poet, is the pet of the main character in which cartoon?",television,SpongeBob SquarePants,Family Guy,The Simpsons,SpongeBob SquarePants,The Jetsons
458,"Spritle and his pet chimp, Chim Chim often got into trouble in this cartoon series.",television,Speed Racer,The Saint,The Tick,Speed Racer,Speed Bump
459,"Santas Little Helper and Snowball are the pets of Bart, Lisa, Maggie, Homer and Marge, the popular characters from which animated sitcom?",television,The Simpsons,Heathcliff,Fred Basset,King of the Hill,The Simpsons
460,"In this cartoon series Hank, Peggy and Bobby are the owners of a purebred bloodhound named Ladybird.",television,King of the HIll,The Simpsons,King of the HIll,Family Guy,American Dad
461,"In this animated sitcom Peter Griffin lives with his family and his intellectual talking dog, Brian.",television,Family Guy,The Jetsons,Speed Racer,American Dad,Family Guy
462,"This superhero, who has a pet named Speak, is the main character in a self-titled animated series.",television,The Tick,Spongebob Squarepants,The Tick,King of the Hill,Jonny Quest
463,"Klaus is the pet goldfish of the Smith Family, featured in which cartoon  TV series?",television,American Dad,American Dad,King of the Hill,Speed Racer,Family Guy
464,"Bandit is Jonnys pet in this science fiction animated TV series, produced by Hanna-Barbera Productions.",television,Jonny Quest,Family Guy,Speed Racer,Jonny Quest,The Tick
465,"In this animated series Dino is the pet dinosaur of Fred and his wife Wilma, who live in the fictional city of Bedrock.",television,The Flintstones,Family Guy,The Flintstones,The Jetsons,American Dad
466,"In Homer the Great, an episode from the sixth season of The Simpsons, Homer joins an ancient secret society, called what?",television,The Stonecutters,The Freemasons,The No Homers Club,Barneys Beer Drinkers,The Stonecutters
468,"In an episode from the fifth season of The Simpsons, Homer tells the story of the days when he used to participate in a quartet called The Be Sharps. What style of music did The Be Sharps win a Grammy for?",television,Barbershop music,Barbershop music,Rock,Reggae,Capella music
469,"Which original member of the Pin Pals, Homer Simpsons bowling team, is forced by circumstances to give up his place in the team?",television,Otto,Otto,Mr. Burns,Homer,Apu
471,"On The Simpsons, Bart Sells His Soul is the episode in which Bart declares to Milhouse he believes there are no such things as souls.  In response, Milhouse tells Bart that hed like to buy his soul. How much does he pay Bart for his soul?",television,$5.00,A coupon for a free Krustyburger,$0.25,$1.00,$5.00
472,"In the episode You Only Move Twice, what football team did Hank Scorpio, an evil genius, owner of Globex Corporation and Homer Simpsons new boss, buy for Homer to show his appreciation?",television,Denver Broncos,Los Angeles Rams,Dallas Cowboys,Denver Broncos,Oakland Raiders
473,"What Springfield Elementary School bully participates in Bart Simpsons pop boyband, Party Posse?",television,Nelson,Dolph,Jimbo Jones,Kearney,Nelson
474,What is the name of Archies dysfunctional family in All in the Family?,television,Bunker,Smith,Bunker,Nelson,Tate
475,What was the name of the family featured in Family Ties?,television,Keaton,Brown,Walton,Keaton,Johnson
477,"What was the family name of Rob, Laura and their son Richie who were on a 1960s television show?",television,Petries,Cleavers,Reiners,Petersons,Petries
478,What is the name taken by the family of con artists who move into the home of a dead couple in a 2007 television series?,television,Riches,Riches,Cunninhams,Nortons,Stevensons
479,"Who were the main families on the television show Soap, which aired from 1977-81?",television,Tates and Campbells,Campbells and Taylors,Taylors amd Nelsons,Tates and Campbells,Tates and Nelsons
480,"In the television drama Dallas, what was the name of the power-hungry family that lived on the Southfork Ranch?",television,Ewing,Falconi,Soprano,Ewing,Faustus
481,What was the family name of the single parent sheriff and his son on The Andy Griffith Show?,television,Taylors,Parkers,Fifes,Taylors,Tylers
482,"What was the last name of Ozzie and Harriet in the long running family comedy, The Adventures of Ozzie and Harriet?",television,Nelson,Thompson,Johnson,Nelson,Cleaver
483,What was the name of the family featured on the Cosby Show?,television,Huxtable,Welby,Chappell,Huxtable,Cooper
484,"What is the name of the fictional factory, where Roseanne and Jackie worked in the first season of the TV series Roseanne?",television,Wellman Plastics,Workman Metals,Wellman Plastics,Wellman Metals,Workman Plastics
486,Where is Crystals first husband buried in the TV series Roseanne?,television,In the town bridge,None of these,His ashes were tossed in the ocean,In the town bridge,He is not dead
487,"This character, portrayed by  William Sadler on the popular show Roseanne, had a crush on Jackie.",television,Dwight,None of these,Dwight,Joe,Steve
488,"In the pilot episode of Roseanne, Roseanne had to go to Darlenes school because the teacher complained that Darlene was doing what in class?",television,Barking,Farting,Barking,Snoring,Burping
490,"Which character, played by Sal Barone in the pilot episode and Michael Fishman in other seasons of  Roseanne, was called  DJ?",television,David Jacob,Dwight Joshua,Daniel Jr.,Donald Joseph,David Jacob
491,The ladies of Roseanne opened a restaurant and DJ named it this.,television,The Lanford Lunch Box,The Lunchbag,The Lanford Lunch Box,Roseannes,Loose Meat Sandwiches
492,Which TV show featured the theme on the sound clip?,television,Sanford and Son,The Jeffersons,Sanford and Son,Chico and the Man,Whats Happening?
493,Name the popular show which featured the song on the sound clip?,television,All in the Family,Archies Place,All in the Family,Bunkers Place,Family Guy
494,The theme on the sound clip is from which show?,television,Charlies Angels,Love Boat,Dallas,Bionic Woman,Charlies Angels
495,The following song is from which 1970s TV show?,television,Welcome Back Kotter,Welcome Back Carter,The Sweathogs,What?,Welcome Back Kotter
496,This popular theme is associated with which TV show?,television,C.H.I.P.S.,C.H.I.P.S.,L.A.P.D.,Seven Mary Three,Ponch  John
497,Name the show which had this theme song.,television,One Day at a Time,Rhoda,Alice,CENTRUM,One Day at a Time
498,The sitcom Good Times was a spinoff of what primetime 70s television show?,television,Maude,Sanford and Son,Streets of San Francisco,Maude,One Day at a Time
500,"The Evans family, featured on the show Good Times lived in an African American neighbourhood, in which city?",television,Chicago,Los Angeles,Chicago,Philadelphia,New York
501,"What was the name of Florida Evans daughter, portrayed in Good Times by Bern Nadette Stanis?",television,Thelma,Wilona,Louise,Equan,Thelma
502,"James Evans, the father of three children on the television show Good Times, was played by which actor?",television,John Amos,Sidney Poitier,John Amos,Wally Amos,Ben Vereen
503,What was the name of Florida Evans best friend and neighbour in the TV series Good Times?,television,Willona,Willona,Pearl,Wilma,Winona
504,"On the show Good Times, Thelmas husband Keith had a knee injury which halted his career as a football player. After his full recovery, he was offered a contract by what NFL team?",television,Chicago Bears,Chicago Bears,Buffalo Bills,Atlanta Falcons,New York Jets
505,"What was the name of the building superintendent, portrayed by Johnny Brown, who joined the cast of  Good Times during the 1977 season?",television,Nathan Bookman,Isaac Hayes,Sweet Daddy,Nathan Bookman,Carl Dixon
506,"J. J. Evans, a character from the show Good Times, became famous with which catchphrase?",television,Dy-no-mite,Sit on it !,Hi there!,Dy-no-mite,"Hey, Hey, Hey !"
507,"Michael Evans, the youngest member of the Evans family from the series Good Times, was portrayed by which actor?",television,Ralph Carter,James Earl Carter,Nell Carter,T.K Carter,Ralph Carter
508,"Which show featured a pathological liar who would say Yeah, thats the ticket whenever he figured out his new lie?",television,Saturday Night Live,TJ Hooker,Hill Street blues,Saturday Night Live,MAD
509,"This comedian, who was in a comedy team with his brother, would say, Mom always liked you best.",television,Tommy Smothers,Tommy Smothers,Jan Brady,Peter Brady,Dicky Smothers
510,"Where did the line, Im not a doctor, but I play one on TV originate from?",television,Vicks Formula 44 commercial,St Judes hospital commercial,Tylenol Commercial,Vicks Formula 44 commercial,Pepto Bismol Commercial
511,"This detective had Just one more thing.... to ask, usually seemingly irrelevant to the case.",television,Columbo,Barnaby Jones,Rockford Files,Dragnet,Columbo
512,Which character from a 1970s TV show said Up your nose with a rubber hose ?,television,Vinnie Barbarino,Vinnie Barbarino,Freddy Boom Boom Washington,Juan Luis Pedro Phillipo de Huevos Epstein,Arnold Horshack
513,"Holding his hand to his heart he would almost fall to the ground and say Elizabeth, Im coming! whenever someone did something he didnt like.",television,Fred Sanford,Fred Sanford,John Holmes,John Boy Walton,Darren Stevens
514,"The line , ââ¦if it werenât for you meddling kids! , was in nearly every episode.  of which show?",television,Scooby Doo,Eight is Enough,Brady Bunch,Hardy Boys,Scooby Doo
515,"This newscaster would interrupt his co-anchor and say Jane, you ignorant slut.",television,Dan Aykroyd,Chevy Chase,John Belushi,Bill Murray,Dan Aykroyd
517,"The co-creator of Seinfeld, Larry David, supplied the voice of the eccentric owner of what professional sports franchise?",television,New York Yankees,New York Yankees,New York Mets,New Jersey Devils,New York Knicks
518,"This D-List actress guest starred in several Seinfeld episodes, playing Georges fiancees former college roommate, who launches a one-woman comedy show all about bashing Jerry.",television,Kathy Griffin,Kathy Griffin,Lauren Graham,Teri Hatcher,Tara Reid
519,"This Malcolm in the Middle star had a recurring role on Seinfeld playing Jerrys dentist, Dr. Tim Whatley.",television,Bryan Cranston,Bryan Cranston,David Anthony Higgins,Christopher Masterson,Frankie Muniz
520,Which Frasier co-star played a virgin in the classic Seinfeld episode The Contest?,television,Jane Leeves,David Hyde Pierce,Jane Leeves,Bebe Neuwirth,Kelsey Grammer
521,"This Desperate Housewife guest starred in an episode of  Seinfeld, where the debate centered around the nature of her breasts.",television,Teri Hatcher,Nicolette Sheridan,Teri Hatcher,Marcia Cross,Felicity Huffman
522,Which former SNL comedian pretended to be deaf in the Seinfeld episode The Friars Club?,television,Rob Schneider,Adam Sandler,Rob Schneider,David Spade,Chris Farley
523,This star of Everybody Loves Raymond appeared in the Seinfeld episode The Bottle Deposit as Jerrys obsessive mechanic.,television,Brad Garrett,Peter Boyle,Patricia Heaton,Brad Garrett,Ray Romano
524,This Cheers barfly plays himself in the Seinfeld episode The Trip.,television,George Wendt,Woody Harrelson,John Ratzenberger,George Wendt,Ted Danson
525,Which former New York Mets baseball player played himself in the Seinfeld episode The Boyfriend?,television,Keith Hernandez,Darryl Strawberry,Dwight Gooden,Keith Hernandez,David Cone
526,"In the episode The Summer of George, this actress plays Jerry Seinfelds girlfriend who is such a high maintenance that Jerry must enlist George to help him handle his relationship.",television,Amanda Peet,Amanda Peet,Reese Witherspoon,Julia Roberts,Kirsten Dunst
527,"In the Seinfeld episode The Millennium, this Gilmore Girls actress taunts Jerry with his position on her speed dial.",television,Lauren Graham,Lauren Graham,Kelly Bishop,Melissa McCarthy,Alexis Bledel
528,"When this actor played himself in the Seinfeld episode The Mom  Pop Store, he bit Kramer.",television,Jon Voight,Nick Nolte,John Malkovich,Jon Voight,Jack Nicholson
529,What year did the popular CBS show The Jeffersons first hit the airwaves?,television,1975,1980,1971,1975,1973
531,What was the name of George and Louise Jeffersons son on the hit television show The Jeffersons?,television,Lionel,Kyle,George,Lionel,Tyrone
532,"On the smash hit television show The Jeffersons, what was George Jeffersons profession?",television,He owned a chain of dry cleaning stores.,He was a teacher.,He was a casino owner.,He owned a chain of dry cleaning stores.,He worked in a car wash.
534,Which actress played the role of Florence Johnston - the maid on the American sitcom The Jeffersons?,television,Marla Gibbs,Georgina Wilson,Kiki Love,Pookie Robinson,Marla Gibbs
535,"On the hit show The Jeffersons, what was the name of Lionel and Jennys baby girl, born in the spring of 1980?",television,Jessica,Tawana,Jessica,Louise,Khisha
536,What was the name of the Jeffersons  English neighbor on the hit show The Jeffersons?,television,Mr. Bentley,Mr. Bentley,Mr. O Hara,Mr. McGillicuddy,Mr. O Rourke
537,"On the sitcom The Jeffersons, what was the name of the bar which George Jefferson and Tom Willis frequented?",television,Charlies Bar,Larrys Liquid Love,Charlies Bar,Kelseys Pub,Georges Suds
538,What year did the American television show The Jeffersons go off air?,television,1985,1989,1990,1985,1979
539,What is the name of the really dysfunctional family from the sitcom Married With Children?,television,Bundy,Brooks,Bunker,Brady,Bundy
540,What was the family name of the fictional father and son detective team based in New York during the 1940s?,television,Queen,Queen,Duke,King,Prince
541,What was the last name of the sitcom father and son who owned a junk yard in the Watts neighborhood of Los Angeles?,television,Sanford,Sanford,Willis,Stevenson,Wilson
542,What was the name of the family in the long running television show Bonanza?,television,Cartwright,Masterson,Cartwright,Ponderosa,Rogers
543,What was the last name of the Ozarks multi-millionaire in The Beverly Hillbillies?,television,Clampett,Bodine,Drysdale,Clampett,Hazzard
544,What was the name of the family featured in the TV comedy Bewitched?,television,Stephens,Benchly,Duncalf,Davis,Stephens
545,"In the sitcom Mamas Family, what was Thelmas last name?",television,Harper,Gardner,Simpson,Harper,Vinton
546,What was the last name of the popular sitcom family that was movin on up to the East Side?,television,The Jeffersons,The Roosevelts,The Washingtons,The Jeffersons,The Jacksons
547,What was the last name of the featured family on Home Improvement?,television,Taylor,Simpson,Taylor,Harper,Jasper-johns
548,"What was the historical name of the president, portrayed by Martin Sheen, on the TV drama The West Wing?",television,Josiah Bartlet,Benjamin Franklin,Roger Sherman,Josiah Bartlet,Thomas Jefferson
549,What year did the television show The Munsters  first hit the airwaves?,television,1964,1964,1969,1971,1960
550,What was the home address of the Munsters on the self-titled sitcom?,television,1313 Mockingbird Lane,666 Maiden Lane,1313 Mockingbird Lane,612 Emerald Place,813 Forgotten Road
551,What was the middle name of the werewolf Eddie Munster on the television show The Munsters?,television,Wolfgang,Herman,Wolfgang,Butch,Dracula
552,"On the the TV show The Munsters, Herman Munster, who was portrayed by Fred Gwynne, worked at what funeral home?",television,"Gateman, Goodbury  Graves Funeral Home",Quinns Funeral Home,Papavero Funeral Home,"Gateman, Goodbury  Graves Funeral Home",Farengas Funeral Home
553,The Munsters from the eponymous show had a fire-breathing dragon that lived under their staircase. What was the name of their pet ?,television,Spot,Thing,Fang,Lucretia,Spot
554,"Initially, Marilyn, Hermans niece on the show The Munsters was played by Beverley Owen, who left the show in 1964. What was the name of the actress who replaced her?",television,Pat Priest,Pat Priest,Joanne Worley,Dana Plato,Marcia Wallace
555,"On the hit television show The Munsters, this actress played the role of homemaker Lily Munster, who wore goth-style makeup.",television,Yvonne De Carlo,Yvonne De Carlo,Hillary Van Dyke,Carolyn Jones,Roxie Roker
557,"Herman, portrayed by Fred Gwynne on The Munsters, once tried out for which professional baseball team?",television,Dodgers,Giants,Dodgers,Indians,Mets
558,What year did the original series  The Munsters leave the airwaves?,television,1966,1966,1974,1976,1968
559,What is the name of the Ultimate Behemoths satellite in The Simpsons?,television,Van Star 1,Van Star 1,Moderate behemoth,Van Star 2,Sputnik
560,Who was Homers boss when he moved to Cypress Creek?,television,Hank Scorpio,Hank Scorpion,The Scorpion,Hank Scorpio,Scorpio
561,"According to the Springfield Charter, what past time was discovered to be illegal when researching a case of mail threats?",television,Putting squirrels in your pants for the purposes of gambling,Curling,Midget-tossing,Putting squirrels in your pants for the purposes of gambling,Eating Grasshoppers for money
562,"In The Simpsons, how much does homer pay for Professor Frinks matter transporter?",television,$0.75,$0.75,$150,$5.00,"$1,000"
563,"Whose gravestone was in the place, where Homer thought his mother was buried?",television,Walt Whitman,Walt Whitman,James Joyce,Henry David Thoreau,Jean Jacque Rouseau
564,"What evil contraption did Mr. Burns unleash on Homer, when he tried to get Bart to come back home?",television,Robotic Richard Simmons,Robotic Richard Simmons,Robotic Carrot top,Robotic Pee Wee Herman,Robotic Marky Mark
565,In what power plant sector does Homer Simpson work ?,television,7-g,7-c,7-d,7-g,7-p
566,"As revealed in The Day the Violence Died, an episode of The Simpsons, who was the original creator of Itchy?",television,Chester J. Lampwick,Roger Myers Jr.,Peter Falk,Rogers Myers Sr.,Chester J. Lampwick
567,Homer Simpson dances as a mascot of the Springfield Isotopes to the song Baby Elephant Walk.  Who is the Baby Elephant Walk by?,television,Henry Mancini,Henry Mancini,Count Basie,Doc Severinsen,LL Cool J
568,Who is the creator of the animated TV series Family Guy?,television,Seth MacFarlane,Seth Green,Peter Shin,Mike Henry,Seth MacFarlane
569,What year was the animated series Family Guy created?,television,1999,1990,1992,1999,1995
571,Who taught Eliza Pinchley to speak proper English in the series Family Guy?,television,Stewie,Peter,Clevland,Brian,Stewie
572,Which Family Guy character got addicted to cocaine?,television,Brian,Peter,Joe,Brian,Cleveland
573,"In this episode of Family Guy, when burglars break in, the Griffins become hopelessly trapped in their own panic room, prompting Peter to tell the incredible epic story of his family.",television,Untitled Griffin Family History,Peterotica,Deep Throats,Petergeist,Untitled Griffin Family History
575,The catchphrase Freakin Sweet belongs to which Family Guy character?,television,Peter,Quagmire,Stewie,Clevland,Peter
576,Which character from Family Guy uses the phrase You will bow to me?,television,Stewie,Chris,Greased up deaf guy,Stewie,Lois
577,"Which list contains the names of the children on Family Guy, starting with the oldest and ending with the youngest?",television,"Meg, Chris, Stewie","Meg, Stewie, Chris","Meg, Chris, Stewie","Stewie, Meg, Chris","Chris, Meg, Stewie"
578,"Who does the voices of Peter, Stewie, Brian, Quagmire and Tom Tucker in the animated series Family Guy?",television,Seth MacFarlane,Seth Green,Mike Henry,Seth MacFarlane,Chris Sheridan
579,"Who is Ikes older brother on animated series, South Park?",television,Kyle,Kenny,Stan,Cartman,Kyle
580,What South Park character is known for eating Cheesy Poofs?,television,Cartman,Cartman,Mr. Garrison,Wendy,Kyle
581,"Jimbo, from TV series South Park, is the uncle of which character?",television,Stan,Cartman,Kyle,Timmy,Stan
582,"On South Park, what role is played by Mrs. Crabtree?",television,School Bus Driver,Principal,School Nurse,School Bus Driver,Lunchroom Lady
583,What is Cartmans pigs name on  South Park?,television,Fluffy,Bacon Bits,Rover,Fluffy,Piggy
584,What country do the people of TVs South Park hate?,television,Canada,Canada,Germany,Russia,China
585,Who is Cartmans father on TV animated series South Park?,television,His mother,Cartman doesnt have a father,His mother,Mr. Garrison,Chef
587,What year and network did South Park make its debut on?,television,1997 -- Comedy Central,1999 -- MTV,1997 -- Comedy Central,1996 -- MTV,1998 -- Comedy Network
588,Which character on Friends was not related to Ross web of the past?,television,Joey,Phoebe,Rachel,Chandler,Joey
589,How was the father of Rachels child revealed to the characters on the sitcom Friends?,television,Ross claimed the red sweater as his.,Rachel told them his name.,Ross revealed he was the father.,None of these,Ross claimed the red sweater as his.
592,Which Friends character has Ross NOT kissed?,television,Chandler,Joey,Phoebe,Monica,Chandler
593,"What year did the sitcom Welcome Back, Kotter make its television debut?",television,1975,1975,1974,1973,1976
594,"What was the name of the assistant principal on the TV show Welcome Back, Kotter?",television,Mr. Woodman,Mr. Woodman,Mr.Giles,Mr. Lincoln,Mr. Lewis
595,"This actor, who portrayed Freddie Boom Boom on the show  Welcome Back, Kotter starred  in the 1975 movie Cooley High.",television,Lawrence Hilton-Jacobs,Ron Palillo,Dennis Bowen,Robert Hegyes,Lawrence Hilton-Jacobs
597,"In the TV series Welcome Back, Kotter, the wise-cracking teacher Mr. Kotter worked in which high school?",television,James Buchanan,James Buchanan,James Madison,James K. Polk,Grover Cleveland
598,"Ron Palillo played the nerdy Sweathog Arnold on the sitcom Welcome Back, Kotter.  What was the characters last name?",television,Horshack,Epstein,Horshack,Borstack,Morstock
599,What was Mr. Kotters first name on the show Welcome Back Kotter?,television,Gabe,Gene,Gabe,Bill,Marvin
600,"On the show Welcome Back, Kotter, Kotters wife Julie gave birth to twin girls during the end of the 1976-1977 season. What were their names?",television,Rachel and Robin,Susan and Francis,Rachel and Robin,Joey and Jessica,Billie and Marcia
601,"The ABC show Welcome Back, Kotter was set in what part of Brooklyn, New York?",television,Bensonhurst,Bensonhurst,Dyker Heights,Canarsie,Flatbush
602,"This musician, best known as a founder of The Lovin Spoonful, performed the theme song of  Welcome Back, Kotter.",television,John Sebastian,Peter Frampton,John Sebastian,Mick Jagger,Rod Stewart
603,What year did the popular television show Family Matters first hit the airwaves?,television,1989,1993,1990,1995,1989
604,Where did the Winslows live on the popular television show Family Matters?,television,Chicago,Philadelphia,Los Angeles,Chicago,New York
605,What was Carl Winslows profession on the sitcom Family Matters?,television,Police Officer,Stock Broker,Security Officer,Manager of a department store,Police Officer
606,How many children did the Winslow family have in the TV series Family Matters?,television,3,2,4,1,3
607,What was the name of Eddie Winslows best friend on the popular television show Family Matters?,television,Waldo,Cockroach,Waldo,Buddy,Boner
609,What was the name of the debonair boy that Steve created in Family Matters in order to get Laura to like him?,television,Stefan Urquelle,Stefan Urquelle,Stefan Armstrong,Joe Patterson,Steve Dogg
610,"In the TV series Family Matters, Steve and the Winslow family flew to Paris on which of Steves inventions?",television,The Urk - Pad,The Urk - Pad,Steves Saucer,Urkels Jet,The Fun Balloon
611,What year did the popular television show Family Matters leave the airwaves?,television,1998,1999,2000,1996,1998
612,"How many episodes of the show Friends are there altogether from its start on September 22, 1994, to the last episode on May 6, 2004?",television,236,305,199,278,236
613,Which of these is not one of the numerous songs Phoebe wrote throughout the ten seasons of Friends?,television,Smelly Car,Little Black Curly Hair,Smelly Car,The 66 Colours of My Bedroom,Double-jointed Boy
614,What is the name of the nanny  Rachels had as a child In the popular sitcom Friends?,television,Mrs. K,Mrs. Maples,Miss Krupp,Miss May,Mrs. K
615,"In one of the episodes of Friends, how many cookies must Ross sell, so that Sarah can go to space camp? Shes already sold 75.",television,400,319,287,400,100
616,"In an episode of Friends, we learn that when Ross was 4 years old, he made his father cry by doing what?",television,He washed his Porsche with rocks.,He washed his Porsche with rocks.,He drove the Porsche out of the garage and crashed it.,He told him he didnt love him.,He cut up his favourite suit.
617,There comes a point in Friends where Chandler is desperately trying to break up with his girlfriend Janice. What address does Chandler tell Janice to write to when he tells her he was going away?,television,"15 Yemen Road, Yemen",He didnt give her an address,"19 Yemen Ave, Yemen Town","The Grand Hotel of Yemen, Rm5, Yemen","15 Yemen Road, Yemen"
618,"In season five of Friends, where are the friends going, when Phoebe goes into labour with the triplets?",television,Atlantic City,Central Park,Vermont,Central Perk,Atlantic City
619,Who was the first to propose to Phoebe in Season 9 of  Friends?,television,Mike,David,Duncan,Gary,Mike
620,"In the popular sitcom Friends, Phoebes half brother Frank likes doing what?",television,Melting stuff,Cooking stuff,Burning stuff,Making stuff,Melting stuff
621,"Several of the Seinfeld plots hatched in the booth of which restaurant often frequented by Jerry, George, Elaine and Kramer?",television,Monks Cafe,Tonys Place,Marios,Monks Cafe,Jims Eats
622,Fred Flintstone and Barney Rubble of The Flintstones were members of what club?,television,Loyal Order of Water Buffaloes Lodge,Twinkle Toe Tappers,Loyal Order of Water Buffaloes Lodge,The Sabertooth Tigers,Caveman Coven
623,"Archie Bunker, a character on All in the Family would frequent this local bar, which he later bought and renamed Archie Bunkers Place.",television,Kelcys Bar,Kelcys Bar,Tommys Place,The White Room,Murrays Bar
624,"On the animated sitcom Family Guy, Peter Griffin and his buddies can be found at which bar?",television,The Drunken Clam,The Octopus Lounge,The Drunken Muscle,The Breaded Clam,The Drunken Clam
625,The FYI team on Murphy Brown often had lunch at this bar.,television,Phils,Arties,Joes,Sams,Phils
626,The surgeon of M*A*S*H could be found drinking at this establishment close to the camp.,television,Rosies Bar,Hot Lips Lounge,Swiftys Bar,Sues Place,Rosies Bar
627,"Ursula, an extremely forgetful waitress on Mad About You worked at what bar?",television,Riffs,Ralphs,Riffs,Rodneys,Rogers
628,What is the name of the local restaurant where the characters on Threes Company meet for a few drinks?,television,The Regal Beagle,Furleys,The Regal Beagle,The Legal Eagle,Chrissys Bar
629,The main characters from Friends go to chat at which fictional coffee shop?,television,Central Perk,Central Perk,New York Times,Coffee House,Hot Coco
630,What was the favorite after-school hangout for the students in Happy Days?,television,Arnolds,Arnolds,Harolds,Pats,Chips
631,"On Taxi, the taxi drivers for The Sunshine Cab Company frequented which bar?",television,Jims Marios,Regers,Dannys,Jims Marios,Louies
632,What year did the show The Partridge Family make its debut on television?,television,1970,1974,1975,1970,1971
633,"Who played the mother Shirley partridge on the 70s television show, The Partridge Family?",television,Shirley Jones,Shirley Jones,Shirley Booth,Marion Ross,Shirley Johns
634,What was the name of the manager of the Partridge family on the self-titled 70s hit television show?,television,Reuben Kinkaid,Andy Milonakis,Ricky Moore,Reuben Kinkaid,Reuben Cartwright
635,The sitcom The Partridge Family was loosely based on the real life story of which popular recording band?,television,The Cowsills,The DeFranco Family,The Cowsills,The Osmonds,The Jackson 5
637,What was the name of the Partridges dog on the show The Partridge Family?,television,Simone,Simone,Woodstock,Peace,Nina
638,"Which actor played the role of Chris Partridge from 1970 to 1971, on the show The Partridge Family?",television,Jeremy Gelbwaks,Danny Bonaduce,Jeremy Gelbwaks,Brian Forster,Ricky Segall
639,"This L.A. Law star played Laurie Partridge, a character from the hit show The Partridge Family .",television,Susan Dey,Susan Pesklevitz,Maureen McCormick,Susan Dey,Suzanne Crough
640,What year did the popular show The Partridge Family go off of the airwaves?,television,1974,1977,1974,1979,1972
641,"How did the Partridge Family, from the self-titled show, travel around from city to city to perform their concerts?",television,School Bus,School Bus,Motorcycles,Boat,Airplane
642,"In the  American television sitcom Full House, who was Pam Tanner?",television,Dannys wife and Jesses sister,Dannys wife and Jesses sister,Dannys wife and Joeys sister,Jesses wife and Dannys sister,Joeys wife and Dannys sister
645,"Jesse, a character on the Sitcom Full House was introduced by what last name in the first season of the series?",television,Cochran,Gladstone,Cochran,Tanner,Gibler
646,"In Full House, initially D.J.s boyfriend was referred to as Steve Peters. Later on in the series, his name was changed into what?",television,Steve Hale,Steve Tanner,Steve Russell,Steve Lawless,Steve Hale
647,"In the popular American television sitcom Full House, who was the best friend of the eldest daughter D.J.?",television,Kimmy Gibbler,Kathey Gibbler,Kathey Santony,Kimmy Santony,Kimmy Gibbler
648,Who were Michelles first best friends in the Full House series?,television,Teddy and Denise,Nikki and Alex,Teddy and Denise,Teddy and Nikki,Denise and Alex
649,"In the sitcom Full House, Stephanie had many different friends since kindergarten, but she never had a really  good friend until she met whom in DiMaggio Junior High?",television,Gia,Jerrica,Gina,Jennifer,Gia
650,"In the pilot episode of Full House, where did D.J. move to when Jesse moved in and she was obliged to share a room with Stephanie?",television,In the garage,In Dannys room,In a tent,In the attic,In the garage
651,"In season 1 of Full House, the youngest of the Tanner girls, Michelle, addressed her first words, dada to whom?",television,Jesse and Joey,Joey,Danny,Jesse and Joey,Jesse
652,"In an episode of the Full House series, when Jesse, Joey, and Stephanie caught the chicken pox, who stayed home to look after Michelle so she wouldnt get it?",television,D.J.,Steve,Danny,Kimmy,D.J.
