,question,category,answer,choices/0,choices/1,choices/2,choices/3
212,Which one of these Mediterranean islands is the smallest in area?,geography,Corfu,Corsica,Cyprus,Crete,Corfu
213,"What two colors are featured on the flag and coat of arms of Malta, a country consisting of seven Mediterranean islands?",geography,White and red,Green and black,Yellow and purple,White and red,Blue and yellow
214,"Which one of these Mediterranean islands, belonging to Italy, is the largest in area?",geography,Sardinia,Sardinia,Procida,Capri,Ischia
215,"This island, on which the volcano Etna is situated, is the largest Mediterranean island.",geography,Sicily,Sicily,Corsica,Rhodes,Sardinia
216,Which French Mediterranean island is the birthplace of NapolÃ©on Bonaparte?,geography,Corsica,Cyprus,Gozo,Corsica,Montecristo
217,"Complete the lyrics of this 1999 hit single by the Vengaboys, referring to a Spanish island:
Fly Me High
.................Sky
Whoah! Were Going To ............
Whoah! Back To The Island
Whoah! Were Going To ..........
Whoah! In The Mediterranean Sea
Whoah! Were Gonna Have A Party",geography,Ibiza,Ibiza,Majorca,Formentera,Cabrera
218,"On April 11, 2002, Al-Qaeda carried out a terrorist attack near a synagogue on which Tunisian island?",geography,Djerba,Djerba,Yalikavak,Salih Ada,Kargi Adasi
219,Which one of these Mediterranean islands does not belong to the group of the Balearic Islands?,geography,Capri,Ibiza,Mallorca,Capri,Formentera
220,Which of these Mediterranean islands belongs to Croatia and is home of the endangered Griffon Vulture?,geography,Cres,Filfla,Procida,Cres,Gorgona
221,What motto do North Carolina license plates carry?,geography,First In Flight,The Old North State,First In Flight,Nothing Finer,Tarheel State
222,North Carolina has been well represented on the American Idol TV series Which contestant from the state became Americas Idol in 2004?,geography,Fantasia Barrino,Fantasia Barrino,Kerrier Ann Pickler,Clay Aiken,Taylor Hicks
223,"In 1838 the Federal Indian Removal Policy was forced into effect by The Treaty of New Echota. Twenty Cherokee Indians, none elected officials of the Cherokee Nation, signed over all Cherokee Territory east of the Mississippi for five million dollars. The Cherokee Indians were then forced to march from their home in the mountain of North Carolina to Okalahoma. This journey became know by what name?",geography,Trail of Tears,Journey of No Return,Trail of Tears,Cherokee Death March,March of Sorrow
224,"This military complex in North Carolina is one of the largest in the world and home to the 82 Airborne, the Golden Knights, and U.S. Army Special Operations Command.",geography,Fort Bragg,Fort Bragg,Fort Campbell,Fort Polk,Fort Dix
225,Riga is the capital of which Baltic country?,geography,Latvia,Estonia,Lithuania,Belarus,Latvia
226,What country gained independence from the British Mandate for Palestine in 1948?,geography,Israel,Syria,Sierra Leone,Jordan,Israel
227,What city is the capital of Madagascar?,geography,Antananarivo,Antananarivo,Toamasina,Harare,Maputo
228,What river encountered during the Lewis and Clark expedition (1804-1806) flows directly into the Pacific Ocean between Washington and Oregon?,geography,Columbia,Missouri,Snake,Columbia,Colorado
229,Which explorer was the first to reach the South Pole?,geography,Roald Amundsen,Richard Byrd,Sir Robert Falcon Scott,Roald Amundsen,Sir Ernest Henry Shackleton
230,What sea captain claimed British possession of the eastern part of Australia in 1770 naming it New South Wales?,geography,James Cook,James Cook,Horatio Nelson,Cuthbert Collingwood,Arthur Phillip
231,In what South American country was Che Ernesto Guevara born?,geography,Argentina,Paraguay,Argentina,Bolivia,Suriname
232,Near what sea was the ancient city of Troy located ?,geography,Aegean,Aegean,Mediterranean,Ionian,Adriatic
233,Which of these rivers runs through the Czech Republic and Germany?,geography,Elbe River,Elbe River,Rhine River,Danube River,Rhone River
234,Name the European co-principality whose heads of state are the President of France and the Bishop of Urgel.,geography,Andorra,Andorra,Vatican City,San Marino,Malta
235,"After World War II, this country was split into two states which were not reunited until 1990.",geography,Germany,France,Spain,Austria,Germany
236,Mount Erebus is a volcano located on this continent.,geography,Antarctica,Antarctica,Europe,South America,Asia
237,Rastafarianism is a religion that venerates Haile Selassie as a god. Haile Selassie was the emperor of the third most populous country in Africa. Name that country.,geography,Ethiopia,Libya,Ethiopia,Mozambique,Gabon
238,Name Asias most densely populated country which has about three million people and an area of less than 250 square miles (402 kmÂ²).,geography,Singapore,Hokkaido,Taiwan,Laos,Singapore
239,In what city in Switzerland is the headquarters of the World Trade Organization (WTO) located?,geography,Geneva,Geneva,Berne,Born,Bamako
240,What is a ridge of coral in the sea called?,geography,Coral Reef,Atoll,Coral Reef,None of these,Coral Island
242,"It has been found that the black mineral soil from the Dead Sea area of Israel helps maintain a good, young complexion. What is the name of the Israeli company that exports beauty products from the Dead Sea area?",geography,Ahava,Naot,Kfar Gideon,Rafaele,Ahava
243,"The Dead Sea Scrolls, found in caves at Qumran, are believed to have been made by a group of people called what?",geography,Essenes,BHais,Sircurai,Essenes,Sarafai
245,To which countrys territory does the Dead Sea belong?,geography,Israel and Jordan share ownership,Egypt and Israel share ownership,Israel and Jordan share ownership,Israels territory,Saudi Arabias territory
246,What is the average salinity of the Dead Sea?,geography,30 %,11 %,30 %,49 %,54 %
247,What body of water feeds the Dead Sea?,geography,The Jordan River,The Euphrates River,The Mediterranean Ocean,The Red Sea,The Jordan River
248,The Bible tells the story of a woman that was turned into a pillar of salt near the Dead Sea. Who was her famous husband?,geography,Lot,Issac,Abraham,Pharoah,Lot
249,"The Dead Sea, the lowest point on Earth, is how far below sea level?",geography,418 meters,349  meters,418 meters,517  meters,2608 meters
250,What was the name of the great fortification built in 37-31 BC by Roman king Herod I on a high hill above the Dead Sea?,geography,Masada,Masada,Kadesh-Barnea,Herods Citadel,Vespasians Citadel
251,The Dead Sea is part of the Great Rift Valley. How far does this valley extend in length?,geography,3700 miles,6700 miles,697 miles,1697 miles,3700 miles
253,What famous California prison was home to Charles Manson?,geography,Folsom,The Bastille,Sing Sing,Joliet,Folsom
255,"The Rosenbergs, who were convicted of conspiracy, were held at what prison?",geography,Sing Sing,Folsom,Alcatraz,Attica,Sing Sing
258,"Nelsons Column, built to commemorate Admiral Horatio Nelsons death, is a monument in this famous London square.",geography,Trafalgar Square,Soho Square,Leicester Square,Piccadilly Circus,Trafalgar Square
259,"Tiananmen Square, which has been the site of a number of political events and student protests, is located in what Chinese city?",geography,Beijing,Beijing,Shanghai,Guangzhou,Taipei
260,"The Kremlin, a historic fortified complex at the heart of Moscow, overlooks this square to the east.",geography,Red Square,Black Square,Azadi Square,Palace Square,Red Square
261,"What iconic world landmark, sometimes called the Crossroads of the World, was formerly named Longacre Square?",geography,Times Square,Grosvenor Square,Times Square,Madison Square,St Jamess Square
262,"What famous square is located in Vatican City, the papal enclave within Rome?",geography,St. Peters Square,Campo dei Fiori,St. Pauls Square,St. Peters Square,Piazza San Marco
263,"Grand Place, which is known for its large flower carpet, is the main square of this capital European city.",geography,Brussels,Berlin,Paris,Strasbourg,Brussels
264,Which square is not correctly matched with the capital city in which it is located?,geography,Azadi Square - Karachi,Red Square - Moscow,Senate Square - Helsinki,Azadi Square - Karachi,Leicester Square - London
265,"Piazza San Marco (St Marks Square), which Napoleon allegedly called The drawing room of Europe, is the principal square of this Italian city.",geography,Venice,Florence,Venice,Rome,Milan
266,"What city in Eastern Europe, often associated with the story of Dracula, is also famous for Revolution Square, which was the site of a 1989 revolt?",geography,Bucharest,Bucharest,Warsaw,Budapest,Prague
267,What former president has addressed more than a million people on many occasions on Plaza de la RevoluciÃ³n in Havana?,geography,Fidel Castro,Benito Mussolini,Fidel Castro,Salvador Allende,Francisco Franco
269,What are the three colours of the national flag of the Netherlands from top to bottom?,geography,"Red, white, and blue","Red, white, and blue","Blue, yellow, and red","Red, blue, and white","Green, red, and white"
272,What is the capital city of the Netherlands?,geography,Amsterdam,Amsterdam,Amersfort,The Hague,Zwolle
273,What two countries border the Netherlands?,geography,Belgium and Germany,Germany and Lithuania,Germany and France,France and Belgium,Belgium and Germany
275,Dutch is the official language of the Netherlands. What is the second official language of the country?,geography,Frisian,Low Saxon,Frisian,French,English
276,"Demographically, the Netherlands matches which of this characteristics?",geography,All of these,All of these,Its population is first in average height in the world.,It is one of most densely populated countries in the world.,It is one of the most densely cabled countries in the world.
277,What Mediterranean island is divided between a Greek community and a Turkish community (although the latter is not internationally recognized as a separate entity)?,geography,Cyprus,Cyprus,Crete,Corsica,Malta
278,What South American island is shared by Chile and Argentina?,geography,Tierra Del Fuego,Islas Malvinas,Tierra Del Fuego,Islas Galapagos,Isla De Pascua
279,What island is shared by Indonesia and the nation of East Timor?,geography,Timor,Timor,New Guinea,Borneo,Flores
280,"What European island is partially occupied by a neighbouring island nation, which has led to centuries of dispute?",geography,Ireland,Sardinia,Sicily,Iceland,Ireland
281,Which of these islands is shared by three countries?,geography,Borneo,Luzon,Ireland,Madagascar,Borneo
282,What is the name of the island shared by Haiti and the Dominican Republic?,geography,Hispaniola,Ile dHaiti,Hispaniola,Isla Dominica,Carib Island
283,What island is shared by the nations of Indonesia and Papua New Guinea?,geography,New Guinea,Bougainville,New Guinea,Timor,Borneo
284,This tiny Caribbean island is shared by France and the Netherlands.,geography,St. Martin,St. Lucia,St. Mark,St. Martin,St. Bartholomew
285,The tiny island of MÃ¤rket / MÃ¤rketin in the Baltic Sea is shared by these two nations.,geography,Finland and Sweden,Sweden and Denmark,Finland and Estonia,Finland and Russia,Finland and Sweden
286,"The island of Sebatik, located east of Borneo, is shared by Indonesia and what other nation?",geography,Malaysia,The Philippines,Singapore,Malaysia,Brunei
288,Which is the smallest ocean?,geography,The Arctic Ocean,The Atlantic Ocean,The Indian Ocean,The Southern Ocean,The Arctic Ocean
289,What portion of the Earthâs surface do oceans cover?,geography,More than two thirds,More than two thirds,One third,Half of it,One fourth
290,"The Marianas Trench, the deepest location on the surface of the Earths crust, lies in this ocean.",geography,The Pacific Ocean,The Pacific Ocean,The Southern Ocean,The Indian Ocean,The Atlantic Ocean
292,The Pacific Ocean is the largest of the Earths oceanic divisions. Its name is derived from the Latin name Mare Pacificum which has the following meaning.,geography,The Peaceful Sea,The Peaceful Sea,The Lonely Sea,The Smooth Sea,The Lonely Sea
293,Which one of these Asian rivers does not flow into the Indian Ocean?,geography,Saigon,Zambezi,Saigon,Indus,Ganges
294,What sea is known to be the only sea without shores?,geography,The Sargasso Sea,The Sargasso Sea,The Norwegian Sea,The Labrador Sea,The Celtic Sea
295,The Bering Sea is a part of which ocean?,geography,The Pacific Ocean,The Arctic Ocean,The Pacific Ocean,The Indian Ocean,The Atlantic Ocean
296,The Mediterranean Sea is connected to the Atlantic Ocean by this strait.,geography,The Strait of Gibraltar,The Strait of Gibraltar,The Dardanelles,Strait of Magellan,Strait of Dover
297,"The famous Ãle Notre-Dame, an artificial island built from earth excavated for a metropolitan railway, is located in which country?",geography,Canada,England,Canada,France,Switzerland
298,"What is the popular name of the artificial island in Tokyo Bay, whose name is Yume No Shima in Japanese?",geography,Dream Island,Dream Island,Water Lilly,Wind Island,Sun Island
299,"What is the name of the Peruvian floating islands, located in Lake Titicaca?",geography,Uros,Chaka,Laka,Uros,Barro
300,"Which man-made island, located to the southwest of Singapore, was created by joining several natural islands?",geography,Jurong Island,Formoza,Jurong Island,Spiral Island,Neeltje-Jans
301,What is the name of the artificial island located in the Gatun Lake portion of the Panama Canal?,geography,Barro Colorado Island,Thilafushi,Shui Keng Teng,Chubu,Barro Colorado Island
302,"Which 20-kilometre artificial island, situated in the river Danube, was nicknamed the Copa Kagrana?",geography,Donauinsel,Peberholm,Burj al-Arab,Odaiba,Donauinsel
303,"Rokko island, constructed between 1973 and 1992, is an artificial island situated in which country?",geography,Japan,France,China,The Netherlands,Japan
304,"Which artificial island is situated in San Francisco Bay, between San Francisco and Oakland?",geography,Treasure Island,HulhumalÃ©,Treasure Island,Port Island,Flakfortet
305,"This artificial island, whose name literally means Pepper Islet, is part of the Oresund Bridge, connecting Denmark with Sweden.",geography,Peberholm,Peberholm,Kansai,Flakfortet,Palm Islands
306,"Spiral Island, a small Mexican artificial floating island, was situated on the coast of which sea?",geography,The Caribbean Sea,The Black Sea,The Caribbean Sea,The Aegean Sea,The North Sea
307,The history of EU began on 25th of March 1957 when the European Economic Community was formed. What is the founding act called?,geography,Treaty of Rome,Treaty of Paris,Schengen Agreement,Schuman Declaration,Treaty of Rome
308,Which country was not among the founding states of the European Economic Community (the European Union predecessor)?,geography,UK,Luxembourg,Italy,France,UK
309,When did Ireland join the European Union?,geography,1973,1995,1973,1960,1986
311,The EU has been a western club for most of its history. But which of these western countries has stayed out of the EU?,geography,Switzerland,Belgium,Spain,Switzerland,Luxembourg
312,Which former Yugoslavian republic was the first to be admitted to the European Union?,geography,Slovenia,Macedonia,Serbia,Croatia,Slovenia
313,The 6th European Union enlargement took place on May 1 2004. How many countries were admitted then?,geography,10,8,12,10,14
314,Many countries held national referenda before joining the European Union. Which of the following nations showed the highest support for joining (92% in favour)?,geography,Slovakia,Poland,Ireland,Lithuania,Slovakia
315,What kind of agreement is the Schengen Agreement?,geography,It allows EU citizens to travel without passports within the EU borders.,It is a visionary chapter about a further EU enlargement.,It allows EU citizens to travel without passports within the EU borders.,"It regulates the relationships with non-EU countries, especially Russia.",It introduced a common currency - the Euro.
316,When did the euro become the official currency of the Eurozone?,geography,2002,1999,1994,2002,2004
317,The flag of which US state features a white American Bison on a blue field?,geography,Wyoming,Nevada,Wyoming,Texas,South Dakota
318,The name of which US state means large creek in the Seneca language?,geography,Ohio,Idaho,Ohio,Texas,Wisconsin
319,"Montgomery is the capital city of this US state, and its largest city is Birmingham.",geography,Alabama,Arizona,Alaska,Arkansas,Alabama
320,Everglades National Park is located in this US state.,geography,Florida,Hawaii,Nevada,Georgia,Florida
322,"According to one theory, the name of this US state comes from the French word for hurricane.",geography,Oregon,Arizona,Oregon,Colorado,Vermont
323,Baton Rouge is the capital of what US state?,geography,Louisiana,New Hampshire,Maine,Louisiana,North Carolina
324,"The largest city in what US state hosts Summerfest, or The Worlds Largest Music Festival?",geography,Wisconsin,New Jersey,Wisconsin,Kentucky,Maryland
325,The name of this US state means great river and its symbol is the magnolia tree.,geography,Mississippi,Missouri,Massachusetts,Mississippi,Minnesota
326,"Which US state has been nicknamed The First State, The Small Wonder, Blue Hen State, and The Diamond State?",geography,Delaware,Pennsylvania,Virginia,Delaware,New York
328,"The Ifugao Rice Terraces are  located in Luzon, in the Philippines. If it were possible to place them end to  end, how long would they extend?",geography,"1,400 miles","1,500 miles","5,800 miles","8,000 miles","1,400 miles"
329,What are the largest cities in the Philippines in terms of land area?,geography,Davao City and Puerto Princesa City,Manila and Davao City,Zamballes and Puerto Princesa City,Zamballes and Manila,Davao City and Puerto Princesa City
330,"The Philippines has the worlds largest deposit of heavy water which can be used for atomic energy, in spectroscopy, and as an automobile fuel. What makes heavy water different from water?",geography,The presence of deuterium,An extra hydrogen molecule,One  less hydrogen molecule making it HO not H2O,An extra oxygen molecule,The presence of deuterium
331,"From 1888-1889, American traders Simon and Thomas Metcalfe brought some men from Manila to the Western Hemisphere. Which state did they bring them to?",geography,Alaska,California,Mexico,Oregon,Alaska
332,Who was the first  female  President of the Philippines?,geography,Corazon Aquino,Eleanor Concepcion,Louiza Rizal,Ramona  Magsaysay,Corazon Aquino
333,Who is the first Filipino-American to become Governor of a US state?,geography,Benjamin Cayetano,Franklin  Rakata,Jose Nisperos,Jose Rizal,Benjamin Cayetano
334,"On December 7, 1941 the Japanese launched a sneak attack on Pearl Harbor. On that day they also launched a similar attack on this American airbase in the Philippines.",geography,"Angeles, Pampanga, Philippines","Subic Bay, Luzon, Philippines","Capas Air Base,Tarlac, Philippines","Angeles, Pampanga, Philippines","Clark Air Force Base, Pampanga, Philippines"
335,Which best  describes the religious distribution of the populace of the Philippines?,geography,"82% Catholic, 9% Protestant, 5% Muslim and  3 % Buddhist","82% Catholic, 9% Protestant, 5% Muslim and  3 % Buddhist","92 % Catholic, 7 % Muslim, 1% all others","57 % Muslim, 40 % Protestant, 1 % Catholic","41% Catholic, 38 % Muslim, 10% Buddhist , 9 % Protestant"
336,This US President was born in South Carolina although he lived in Tennessee when he became president.,geography,Andrew Jackson,William Henry Harrison,Zachary Taylor,Andrew Jackson,Jimmy Carter
337,Which of the following states borders South Carolina?,geography,Georgia,Alabama,Tennessee,Virginia,Georgia
340,What South Carolina Senator lived to be one hundred years old while still holding office?,geography,Strom Thurmond,Strom Thurmond,Mike Mansfield,"James, (Jimmy)  Byrnes",Fritz Hollings
341,"Francis Marion fought the British in the swamps of South Carolina during the Revolutionary War, using guerrilla tactics, that the communist Vietcong in Vietnam would have understood well. For this Marion was given the following nickname.",geography,The Swamp Fox,The Swamp Fox,The Yankee Ghost,The Carolina Gamecock,The Fighting Gator
342,The Grand Strand is a long stretch of sandy beach situated near which of the following?,geography,Myrtle Beach,Hilton Head,Follie Beach,Myrtle Beach,Charleston
344,Name the capital city of the U.S. state of Washington.,geography,Olympia,Seattle,Olympia,Madison,Boise
345,Which U.S. state has been nicknamed The Cornhusker State?,geography,Nebraska,Nevada,Ohio,Nebraska,Wyoming
346,Topeka is the capital city of which U.S. state?,geography,Kansas,Kansas,Arkansas,Missouri,Colorado
347,Which of these nicknames refers to the U.S. state of Idaho?,geography,Gem State,Emerald State,Pearl State,Gem State,Golden State
348,What does the name of the U.S. state of Utah mean in the Ute language?,geography,People of the mountains,Spirits of the rivers,Children of the winds,People of the mountains,Land around the great lake
349,Saint Paul is the capital city of what US state?,geography,Minnesota,Missouri,Minnesota,Mississippi,None of these
350,"The Black Sea drains into the Atlantic Ocean via the Sea of Marmara and the Mediterranean Sea on the South West. On the other, North East side of the Black Sea, there is a small sea which is connected to the Black Sea via the Strait of Kerch. Name this sea.",geography,The Sea of Azov,The White Sea,The Caspian Sea,The Aral Sea,The Sea of Azov
351,Six countries are located along the Black Sea border. Which one among them has the longest Black Sea coast line (not including the Sea of Azov coast line)?,geography,Turkey,Romania,Turkey,Russia,Ukraine
352,"Not counting Istanbul, which of these cities is located on Bosphorus on the side of the Sea of Marmara and is the biggest city on the coast of the Black Sea?",geography,"Odessa, Ukraine","Trabzon, Turkey","Sukhumi, Georgia","Varna, Bulgaria","Odessa, Ukraine"
353,"The names of three large rivers flowing into the Black Sea begin with a letter D. Danube, the largest of the three, flows through ten European countries and enters the Black Sea in Romania. The other two end their flow in this country.",geography,Ukraine,Bulgaria,Turkey,Ukraine,Russia
354,The Black Sea city of Sukhumi is the capital of this republic that proclaimed its independence from Georgia in the 90s.,geography,Abkhazia,Ajaria,Iberia,Ossetia,Abkhazia
355,"The Black Sea, whose waters are known to be meromictic, is the largest water basin in the world where water layers do not intermix, and, thus, lack the dissolved form of what?",geography,Oxygen,Salt,Nitrogen,Oxygen,Hydrogen Sulfide
356,"The Crimean peninsula has been under the control of multiple powers over the centuries. Although it is considered to be an autonomous republic, it is a part of this nation.",geography,Ukraine,Ukraine,Romania,Bulgaria,Russia
357,"From the viewpoint of physical geography and ecology, the Ukrainian territories to the north of the Black Sea are known to contain what?",geography,Steppes or plains,Low hills and forests,Steppes or plains,Mountains,Sand desert
358,"The Black Sea reaches the maximum depth of 2,210 m. Its neighbor, the Sea of Azov, is unique in terms of sea depth for what reason?",geography,It is the shallowest sea in the world.,Its floor sinks constantly because it is located on a large basalt plate.,It is the shallowest sea in the world.,It has almost perfectly flat sea floor with a depth of 1370 m.,"It has no established sea floor, it changes constantly with currents."
359,All these entities are located around the Black Sea except for one. Name the exception.,geography,Ural mountains,Ural mountains,Balkan peninsula,Caucasus mountains,Anatolia
360,The summit ridge of Mount Everest marks the border between which two Asian countries?,geography,China and Nepal,India and China,Nepal and India,China and Georgia,China and Nepal
361,The locals of Nepal call the highest mount in the world - Mount Everest -  Sagarmatha. What is the meaning of this name in Sanskrit?,geography,Head of the Sky,Holy Mountain,Ice Zone,Leader Among the Others,Head of the Sky
362,"The highest mountain in the world is named after Sir George Everest, a famous Welshman. What was his profession?",geography,Surveyor and geographer,Defender of human rights,Actor,Surveyor and geographer,President
363,"The Himalayan range, part of which is Mount Everest, stretches across five different countries in Asia. Which of the following countries is not among them?",geography,Israel,Israel,Bhutan,Pakistan,India
364,"Edmund Hillary, the first mountaineer to reach mount Everest, was from what country?",geography,New Zealand,The USA,Great Britain,Norway,New Zealand
365,"What nationality was mathematician and surveyor Radhanath Sikdar, who was the first person to measure the height of Everest?",geography,Bengali-Indian,Bengali-Indian,Chinese,Pakistani,Tibetan
366,Which of the following paths is one of the two most popular climbing routes to Mount Everest?,geography,The southeast ridge from Nepal,The south ridge from Tibet,The east ridge from Pakistan,The west ridge from India,The southeast ridge from Nepal
367,What nationality was Junko Tabei - the first woman to reach the peak of Mount Everest?,geography,Japanese,Japanese,Chinese,Indian,Nepalese
368,"This Italian climber, who was in the first expedition to reach Mount Everest without oxygen tanks, later became the first person to climb the summit alone.",geography,Reinhold Messner,Reinhold Messner,Laurie Skreslet,Jerzy Kukuczka,Tim Macartney
369,"The term death zone refers to high altitudes, where the amount of oxygen cannot sustain human life and altitude acclimatization becomes impossible.  While this definition still applies, mount Everests death zone is significantly more difficult to survive.  Why?",geography,Extremely low temperatures result in quick freezing of body parts,Visibility is decreased due to constant snowstorms,Extremely low temperatures result in quick freezing of body parts,High wind velocity causes deadly avalanches,Polar bears pose a serious threat to climbers
370,What is the largest island on the planet in terms of territory?,geography,Greenland,Madagascar,Sumatra,Greenland,New Guinea
371,"This island, located north of Australia, is the second-largest island on the planet.",geography,New Guinea,Tasmania,New Guinea,South Island,Sri Lanka
372,"This is the third-largest island on the planet, and it is also known as Kalimantan.",geography,Borneo,Bali,Borneo,Taiwan,Java
373,"This is the fourth-largest island in the world, and it is home to 5% of the plant and animal species on the planet.",geography,Madagascar,Jamaica,Madagascar,Tasmania,Cuba
375,"What is the largest island of Canada, and the fifth-largest island in the world?",geography,Baffin Island,Victoria Island,Baffin Island,Banks Island,Devon Island
376,What is the most populous island in the world?,geography,Java,Java,Cuba,Borneo,Honshu
377,This island is located in the Indian Ocean and is also known as Ceylon.,geography,Sri Lanka,Borneo,Taiwan,Sumatra,Sri Lanka
378,The capital of this island country is Kingston.,geography,Jamaica,Jamaica,Haiti,Hispaniola,Cuba
379,What is the largest island in the Mediterranean Sea?,geography,Sicily,Crete,Corsica,Sicily,Cyprus
382,"In 1728, he became the first person to sail into the Arctic Ocean and proved that Asia and North America are not joined by land.",geography,Bering,Cook,Bering,Scott,Peary
383,Who is given credit  for being the first person to reach the North Pole?,geography,Peary,Peary,Bering,Amundsen,Scott
384,"What happened at the North Pole on August 3, 1958?",geography,A submarine travelled underwater under the Pole.,"The northernmost US city, Naavetau, was founded.",The first airport in the Arctic was built.,A submarine travelled underwater under the Pole.,The last Arctic Moa was killed.
385,The first time Antarctica was officially visited is a subject of controversy. Three people have claimed to have achieved this feat. Which of these is not one them?,geography,James Cook,Edward Bransfield,Nathaniel B. Palmer,Fabian von Bellinghausen,James Cook
387,Who was the first person to reach the South Pole?,geography,Amundsen,Scott,Amundsen,Henson,Peary
389,Few animals inhabit the North Pole. Which of these types of animals can never be seen there?,geography,Penguins,Penguins,Bears,Birds,Fish
391,"What river, draining into the Caspian Sea, is the longest in Europe?",geography,Volga,Danube,Ural,Dnieper,Volga
392,Where are the origins of the Rhine?,geography,Switzerland,Switzerland,Austria,Belgium,Germany
393,What is the longest river in France?,geography,Loire,Loire,Maine,Odet,Erdre
394,"What river rises in the northwestern Czech Republic, flows through Germany and into the North Sea?",geography,Elbe,Elbe,Viskan,Morava,Oste
395,What river named after a mythological figure is the longest river of Great Britain?,geography,Severn,Trent,Great Ouse,Thames,Severn
396,What river flows through ten European countries and is the longest in the European Union?,geography,Danube,Rhine,Dnieper,Danube,Elbe
397,What river that flows through Spain and Portugal is the longest river on the Iberian Peninsula?,geography,Tagus,Guadiana,Duero,Guadalquivir,Tagus
398,What is the longest river in Poland and the ninth longest in Europe?,geography,Vistula,Wda,Nogat,Vistula,Dunajec
399,In what country does the River Po rise?,geography,Italy,France,Italy,Belgium,Switzerland
400,"This bridge, that spans the Tagus River, is the longest bridge in Europe.",geography,Vasco da Gama Bridge,Vizcaya Bridge,Guadiana International Bridge,Vasco da Gama Bridge,Merida Bridge
401,How would you say What is your name? in Tagalog?,geography,Ano ang pangalan mo?,Ilang taong gulang ka na?,Ano ang ginagawa mo?,Ano ang pangalan mo?,Saan ka nakatira?
403,What does the Filipino word lungsod mean in English?,geography,city,market,city,island,province
404,The Filipino word pangalan means name in English. What does the word pangngalan mean?,geography,noun,address,adjective,noun,verb
406,What Filipino word means money in English?,geography,pera,tindahan,mura,pera,wala
407,What does the Filipino word salita mean in English?,geography,word,word,phrase,sentence,meaning
408,How will you say I Love You in Filipino?,geography,Mahal Kita,Mahal Kita,Ikaw Na Nga,Sino Ka,Hindi Ko Alam
409,Who is considered the Father of Filipino Language?,geography,Manuel Quezon,Gloria Macapagal-Arroyo,Ferdinand Marcos,Emilio Aguinaldo,Manuel Quezon
410,"This western half of this island is part of Indonesia, while the eastern half is a nation which gained independence in 2002, following hundreds of years of European colonialism and 25 years of Indonesian occupation.",geography,Timor,Borneo,Sumatra,Timor,Celebes
411,Which Indonesian island is shared by four Indonesian provinces and two other nations: the eastern half of Malaysia and the tiny oil-rich sultanate of Brunei?,geography,Borneo,New Guinea,Sumatra,Borneo,Flores
412,"These islands were the original spice islands, which have drawn traders from all over the world for thousands of years, and were a major factor in causing the European age of exploration, as explorers set out to find the fabled East Indies.",geography,"Ternate, Tidore and Banda","Ternate, Tidore and Banda","Timor, Flores and Sumba",Celebes and New Guinea,Sumatra and Borneo
413,"Which Indonesian island was in the news in 2003 when the remains of an extinct variety of small hominids (popularly referred to as Hobbits), measuring about 3 feet in height, were found there?",geography,Flores,Sumatra,New Guinea,Timor,Flores
414,"This island, the second largest in the world, is shared by Indonesia and another country. Because of its impenetrable swamps, jungles and towering mountains, it wasnt explored by outsiders until the past 100 years, and new tribes of humans with stone-age societies are still being discovered in the interior.",geography,New Guinea,New Guinea,Flores,Celebes,Sumatra
415,"This island is the third largest in Indonesia, and is probably known for its coffee. It is also home to unique (and endangered) species of elephants, tigers, and rhinoceroses. It is also one of two islands which have indigenous orangutans.",geography,Sumatra,Timor,Sumatra,New Guinea,Celebes
416,"Which of these describes best the location of the volcanic island of Krakatau (sometimes erroneously called Krakatoa), which had a well-known and devastating eruption on August 23, 1883?",geography,Between Java and Sumatra,West of New Guinea,East of Java,Between Java and Sumatra,Off the coast of Borneo
417,"This volcano, located on the island of Sumbawa, erupted in 1815, generally regarded as the largest volcanic eruption in recorded history. The eruption killed thousands, and changed global climatic patterns.",geography,Tambora,Merapi,Krakatau,Mandiri,Tambora
418,"Wichita, the county seat of Sedgwick County, is nicknamed what?",geography,Air Capital,Air Capital,Mountain Capital,Plain Capital,River capital
420,"This multifunctional facility is located at 225 West Douglas, Wichita, Kansas.",geography,Century II Convention center,Exploration Place,None of these,Century II Convention center,Hyatt hotel
422,What is the name of the European peninsula on which Italy is located?,geography,Italian Peninsula,Scandinavian Peninsula,Iberian Peninsula,Italian Peninsula,Balkan Peninsula
423,What is the capital and largest city of Italy?,geography,Rome,Milan,Genoa,Rome,Venice
424,What large mountain range is located entirely within the territory of Italy?,geography,Apennines,Alps,Andes,Apennines,Carpathians
425,Italy is a major world exporter of which of the following?,geography,All of these,All of these,Sport and luxury vehicles,Motor vehicles,Fashion items
426,"What is the meaning of the Italian word riavvolgere, from which the name of the popular Italian dish ravioli originated?",geography,To wrap,Poor peasant,Onion,To wrap,To indulge
427,Which of these colors is not present on the national flag of the Italian Republic?,geography,Blue,White,Red,Blue,Green
428,What is the title of the national anthem of the Italian Republic?,geography,The Song of the Italians,The Italian Anthem,The Song of the Italians,"Italia, Land of Glory",Italian Dream
429,What is the meaning of the name of Italy according to scientists who have studied its origin?,geography,Land of young cattle,Land of the holy water,Land of the lamb,Land of young cattle,Land of mountains
430,What is the shape of the Italian Peninsula?,geography,Boot,Skull,Boot,Dog,Hand
431,In which of these years did the Italian national football team win the FIFA World Cup?,geography,All of these,1982,2006,All of these,1938
